Unnamed: 0,Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),Pollutant removal based EUI (kWh/kg COD removed),Treatment process,Latitude,Longitude,Annual HDD,annual_hdd,avg_temp,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity consumption (kWh/a),CEPT heat consumption (kWh/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a)
438,1220,5.37751,2466.0,231.97,28.31,111.46,5.97,106.33,6.4,6.6,0.38,17.27,4.04,1.38,0.02,0.28,1.37484042,A2O,30.95081,119.98114,6284.02,6284.02,17.830546448087432,57.9925,14.679499999999999,3.950577335740318,414072.2910331025,632023.064138522,2485.482713951022,2347999.6200465206,49685.449384803695,566848.78,647827.18
439,1222,5.4841552,2969.74,293.33,20.21,124.74,2.45,152.47,3.31,12.68,0.17,20.45,4.37,2.79,0.17,0.39,1.427943761,A2O,31.0186659,119.9440759,6284.02,6284.02,17.830546448087432,73.3325,17.3825,4.2187544944628215,472597.45687982516,924251.2009038569,2814.468118493857,3231853.7839210774,56261.95364854419,646967.45,739391.37
440,1226,3.7493788,9863.08,326.47,13.29,191.63,3.53,319.52,6.72,41.36,1.23,53.36,10.12,5.89,0.17,0.54,1.724248036,A2O,30.983017,119.981745,6284.02,6284.02,17.830546448087432,81.6175,45.356,1.7994862862686305,496362.2252886444,1324198.9936792997,2616.4926979517995,2998759.4997003367,52304.373222993316,679500.49,776571.99
441,1228,12.824936,848.3,134.69,14.11,33.59,2.42,63.41,1.2,12.92,0.48,16.92,9.3,1.66,0.16,0.18,1.492784873,A2O,30.650262,119.693062,6397.13,6397.13,17.521502732240435,33.6725,14.382000000000001,2.3412946738979277,297605.610455801,898894.7548199984,5319.249414769998,3819482.9026534,108247.14416773041,407410.45,465611.94
442,1232,14.64652,10751.0,173.38,32.28,65.96,4.9,136.29,7.89,12.68,0.54,15.61,8.1,2.86,0.17,0.23,1.63004961,A2O,30.838624,120.279858,6284.02,6284.02,17.830546448087432,43.345,13.2685,3.2667596186456644,667407.37258258,2206451.202165672,7254.648942415672,5395218.628708314,145022.3293888563,913654.61,1044176.7
443,1234,5.12592,3291.98,568.8,14.14,269.54,5.52,197.48,5.05,56.76,0.67,62.37,7.66,6.56,0.15,0.43,0.775249703,A2O,29.275694,120.396278,6620.83,6620.83,16.910300546448088,142.2,53.0145,2.6822850352262115,954489.05289132,1118898.853839744,2885.6432928397444,3308522.633616795,60776.54367807035,1306658.21,1493323.67
444,1236,1.5061372,1152.5,113.89,22.4,70.83,11.44,113.01,15.36,15.31,0.51,21.06,5.5,2.51,0.5,0.25,2.732539075,A2O,28.1652,121.35149,5754.69,5754.69,19.27680327868853,28.4725,17.901,1.590553600357522,73698.33578141114,188138.33520615054,707.2567612586504,595557.7724039729,12947.32226777072,100890.14,115303.02
445,1237,1.0965704,795.0,176.05,20.75,173.75,6.38,139.1,6.3,35.91,1.96,40.7,4.16,3.78,0.22,0.3,1.93174501,A2O,30.434937,122.293741,6088.23,6088.23,18.365491803278687,44.0125,34.595,1.272221419280243,131624.6519571125,168600.76281769763,546.5543118726977,509829.77099005395,10585.351702558557,180189.0,205930.29
446,1238,12.520856,4682.48,334.48,23.46,77.44,4.83,130.27,8.5,23.75,2.76,34.97,10.79,3.11,0.2,0.29,0.932415922,A2O,30.01131,122.06454,6006.02,6006.02,18.590109289617484,83.62,29.7245,2.813167589025888,669846.4637983359,1802911.1330373809,6118.4589194873815,5646270.345045747,116898.7154898097,916993.63,1047992.72
447,1239,1.118942,631.5,111.44,10.69,30.66,1.88,104.49,3.28,18.7,0.25,23.17,7.59,2.25,0.08,0.61,6.054590571,A2O,30.02763,122.28571,5936.51,5936.51,18.78002732240437,27.86,19.6945,1.4146081393282388,23700.397499740502,129234.41799075721,514.8987584532573,997598.6867530651,9723.754039055973,32444.92,37079.91
448,1241,11.92066,6006.28,304.2,37.1,119.64,6.11,128.74,7.99,41.5,1.37,46.08,11.77,6.04,0.28,0.24,0.898539873,A2O,29.9456,122.28427,5936.51,5936.51,18.78002732240437,76.05,39.168,1.9416360294117647,985263.9883070099,1696327.4604432562,5805.0064418182565,4553473.428721365,109626.31761812733,1348787.9,1541471.88
449,1242,2.284582,2695.36,172.27,19.26,62.57,2.18,214.19,1.93,33.34,0.3,36.52,6.36,3.83,0.12,0.51,3.333115483,A2O,29.91669,122.3929,5936.51,5936.51,18.78002732240437,43.0675,31.042,1.387394497777205,98752.66158328223,540881.1273012172,1328.305149513717,1727401.9909692744,25084.761519881165,135188.53,154501.18
450,1243,2.039146,1322.0,198.48,25.27,65.17,6.46,150.55,4.44,30.72,2.0,49.82,8.99,5.25,0.15,0.36,2.07840194,A2O,29.603956,120.152332,6530.21,6530.21,17.15789617486339,49.62,42.347,1.171747703497296,91806.18625958677,339332.1182478021,1042.162021135302,1117257.8889272062,21649.27248212989,125679.08,143633.24
451,1244,2.7691552,1188.34,150.55,34.81,53.72,7.78,85.87,5.31,13.02,0.56,19.09,6.86,1.31,0.25,0.3,2.592016589,A2O,29.79763,120.42046,6294.41,6294.41,17.802158469945354,37.6375,16.226499999999998,2.319508211875636,102768.30764438561,262835.87721290824,1217.2771385529081,1284208.0077398582,24373.92163285953,140685.8,160783.77
452,1245,3.3120828,2579.16,148.66,9.02,63.18,3.62,126.01,4.79,12.91,0.17,22.43,9.13,3.74,0.09,0.36,2.578057863,A2O,29.92757,120.31058,6485.32,6485.32,17.28054644808743,37.165,19.0655,1.9493325640554928,144562.8530649771,461319.78764717357,1602.8912262196739,1812909.2686974937,33068.64335145262,197900.9,226172.45
453,1246,2.8727596,1168.93,293.15,28.5,148.04,37.92,136.78,2.29,59.93,1.27,62.31,10.5,7.91,0.3,0.64,2.418288305,A2O,29.837883,120.353629,6294.41,6294.41,17.802158469945354,73.2875,52.9635,1.3837359691108024,293801.6733068266,434327.94244698994,1424.4784028294903,2682092.80188169,28522.777483147333,402203.01,459660.58
454,1249,8.350616,5557.4,226.55,19.68,104.3,0.85,67.46,2.8,25.8,0.26,28.34,6.89,2.03,0.14,0.48,2.320297772,A2O,29.11481,121.45396,6315.05,6315.049999999999,17.745765027322403,56.6375,24.089,2.3511768857154722,601698.21841787,622674.0067416225,3500.8703851916225,5941538.019741833,70328.88658957244,823701.35,941372.97
455,1257,5.9685836,7502.2,268.06,15.09,48.56,4.86,101.11,5.09,43.5,0.37,58.13,10.57,5.11,0.25,0.4,1.581215164,A2O,30.16636,116.11583,6103.47,6103.469999999999,18.32385246,67.015,49.4105,1.3562906669634998,200228.4858614684,667054.4384004307,2724.2386870829305,3592841.681475559,52893.57080342559,274104.97,313262.83
456,1258,5.3489844,2200.0,166.02,20.19,76.8,9.99,110.34,8.79,17.42,0.52,24.45,11.05,1.49,0.42,0.19,1.302886923,A2O,30.449734,116.293964,6658.55,6658.550000000001,16.807240437158473,41.505,20.7825,1.9971129556116927,283797.428001408,652379.3376182367,2496.0071045357367,1672312.5769781147,52869.64557282259,388507.59,444008.67
457,1262,46.5896896,15197.12,253.62,20.69,141.31,3.17,238.98,3.7,15.34,0.76,25.08,8.5,6.21,0.24,0.21,0.901558408,A2O,32.94179,117.32003,6826.16,6826.16,16.34928961748634,63.405,21.317999999999998,2.9742471151139886,4548190.191608243,12306860.004138846,28364.870081458845,15982987.075856373,615939.6740494288,6226294.63,7115765.29
458,1266,5.3149564,2102.0,138.62,15.61,40.03,1.53,55.37,1.0,12.89,0.22,16.88,6.9,1.83,0.15,0.4,3.251768149,A2O,32.97525,117.21231,6826.16,6826.16,16.34928961748634,34.655,14.347999999999999,2.4153192082520216,146981.00081515955,325289.5534403351,2157.1889321328345,3194010.709993757,46843.093019821674,201211.25,229955.71
459,1282,3.98924,3957.0,202.28,19.45,62.37,5.49,67.04,5.6,30.14,0.84,38.88,8.46,2.8,0.16,0.5,2.734780944,A2O,30.6411,117.87864,6810.51,6810.51,16.392049180327867,50.57,33.048,1.5301984991527475,171886.517624745,295610.63694886403,1670.577001198864,2948340.2322339774,36193.20558354473,235305.93,268921.06
460,1285,0.6437084,34.52,107.67,15.55,59.1,5.22,126.64,10.57,11.22,0.43,26.2,5.97,1.05,0.08,0.33,3.582283977,A2O,32.66653,118.77556,6908.95,6908.950000000001,16.12308743169399,26.9175,22.27,1.208688819039066,26281.6459954935,90106.46765128385,311.9726372437839,325726.73695807566,6856.610358993259,35978.55,41118.34
461,1298,5.2831728,8921.0,304.36,13.74,152.08,6.89,220.1,7.9,34.18,0.92,37.57,10.64,3.98,0.11,0.49,1.686050513,A2O,32.643099,116.26047,6591.49,6591.49,16.99046448087432,76.09,31.9345,2.3826895677089044,555063.6962725776,1285318.4592277152,3106.263024237715,3849689.955705554,65133.24881706584,759860.51,868412.01
462,1301,12.6338,4746.2,245.64,26.74,159.22,8.22,112.49,4.35,23.39,1.7,26.44,9.2,3.92,0.38,0.16,0.730927364,A2O,32.82829,115.88176,6660.16,6660.16,16.802841530054646,61.41,22.474,2.7324908783483135,1389656.6850101498,1570882.85890508,5925.35891265508,3427908.9791031014,125539.45553855633,1902385.69,2174155.08
463,1302,1.908826,293.0,95.47,23.31,39.99,10.28,32.16,8.45,12.31,3.57,19.58,9.63,1.13,0.36,0.2,2.771618625,A2O,33.3960394,115.3867427,6716.74,6716.74,16.648251366120217,23.8675,16.642999999999997,1.4340864026918225,52734.356385182255,67854.4396638144,725.7671110513145,619794.9998975263,15507.319603742866,72191.27,82504.31
464,1307,5.789104,8965.35,231.59,23.92,122.9,3.77,127.13,7.41,32.11,1.68,45.35,17.91,5.04,0.25,0.24,1.155679684,A2O,32.93687,115.81336,6660.16,6660.16,16.802841530054646,57.8975,38.5475,1.5019780789934496,491517.67354234005,813495.7440187169,2808.818983318717,2211125.4781103744,59509.91510726723,672868.49,768992.56
465,1317,50.0818312,67970.0,207.74,16.15,106.62,2.62,391.29,7.02,36.34,0.61,42.24,12.55,3.86,0.3,0.32,1.670233311,A2O,31.766051,117.344304,6666.29,6666.29,16.78609289617486,51.935,35.904,1.4464962121212122,3688882.1609109906,21660817.118632328,38922.45927604733,24944748.205901947,825401.7628445998,5049935.51,5771354.87
466,1319,28.8721788,25525.7,173.78,16.7,70.24,2.78,162.77,4.67,22.23,0.24,29.8,4.24,3.31,0.1,0.21,1.336898396,A2O,31.73599,117.16171,6544.29,6544.29,17.119426229508196,43.445,25.33,1.7151598894591396,1401005.9036393687,5194572.458664694,15145.910235437195,9856202.470410343,315310.7890256602,1917922.33,2191911.23
467,1326,6.2158296,8295.0,392.62,24.91,111.48,6.05,391.72,8.42,41.13,0.85,83.32,11.74,5.75,0.45,0.35,0.951837045,A2O,31.7704482,117.4917155,6666.29,6666.29,16.78609289617486,98.155,70.82199999999999,1.3859393973624017,478709.4096502092,2691353.4258798705,4833.75564432487,3353126.484922897,102506.12382144817,655334.47,748953.68
468,1327,0.89776,352.5,239.21,17.7,107.01,2.39,238.36,7.57,38.56,0.46,45.61,9.4,3.18,0.12,0.28,1.264051284,A2O,32.199001,117.207836,6666.29,6666.29,16.78609289617486,59.8025,38.768499999999996,1.5425538775036436,66368.27338074,236531.78795302403,545.9616049530241,394612.2051790605,11577.831400057832,90855.57,103834.94
469,1331,32.0008,50066.81,500.37,26.43,176.06,7.07,162.27,6.91,51.17,6.19,56.79,11.69,5.03,0.29,0.37,0.780689539,A2O,33.93978,116.78955,6989.17,6989.17,15.903907103825135,125.0925,48.271499999999996,2.5914359404617633,3892220.5110802003,5739776.18841744,16769.45192341744,17982870.21446835,372842.4811661281,5328297.77,6089483.16
470,1332,6.6269892,3525.63,125.52,11.02,75.49,5.32,79.97,5.78,23.78,0.62,34.77,12.2,2.55,0.55,0.25,2.183406114,A2O,33.90025,116.78032,6989.17,6989.17,15.903907103825135,31.38,29.5545,1.0617672435669694,345606.2534583379,585786.3470989701,2869.90243092647,2615608.062505329,63807.78262389796,473121.45,540710.23
471,1334,0.034752,27.0,147.26,18.16,69.63,1.43,84.56,6.19,19.29,1.57,22.36,10.54,2.19,0.21,0.26,2.01394268,A2O,32.47763,117.15505,6636.34,6636.34,16.86792349726776,36.815,19.006,1.9370198884562768,1671.6759816239999,3248.1843115008005,15.226112711500798,14198.919198230016,321.43901238744013,2288.46,2615.38
472,1336,5.5497496,2937.0,314.0,11.1,107.56,3.09,141.15,5.52,16.54,0.42,22.58,5.45,2.35,0.13,0.33,1.089468471,A2O,32.54607,117.137135,6636.34,6636.34,16.86792349726776,78.5,19.192999999999998,4.090032824467254,412382.36598203244,865864.9454572537,2778.690202902254,2810042.174778845,58661.02868639001,564535.34,645183.25
473,1343,4.7579832,2164.16,153.93,24.44,45.24,1.94,133.71,11.31,18.28,0.58,26.87,10.71,2.11,0.71,0.34,2.625685381,A2O,29.83901,118.36035,6921.61,6921.610000000001,16.088497267759564,38.4825,22.8395,1.6849099148405176,148703.57322439319,703206.1812850087,2343.134303350009,2473956.3067232003,51592.339749022605,203569.38,232650.72
474,1354,1.1745452,2946.24,237.6,22.14,91.32,5.78,76.73,7.22,20.49,0.79,27.41,7.49,1.88,0.04,0.54,2.506265664,A2O,31.51283,117.15792,6544.29,6544.29,17.119426229508196,59.4,23.2985,2.5495203553876857,74098.8624923286,99616.39455166666,504.44542045416665,933099.0874667836,10501.652331969795,101438.45,115929.65
475,1356,3.58742,672.0,132.33,15.2,53.39,4.65,75.01,5.18,11.51,1.33,19.28,4.94,0.94,0.25,0.11,0.939127465,A2O,31.75956,118.50606,6726.26,6726.26,16.62224043715847,33.0825,16.388,2.0187027092994874,132317.73246830748,297438.56489822804,1533.910132023228,723102.2802304644,32821.20210359382,181137.8,207014.63
476,1358,15.6516492,10446.36,212.84,16.11,129.97,2.88,168.97,4.4,18.64,0.7,26.69,7.56,3.32,0.14,0.21,1.067452854,A2O,31.700899,118.520824,6556.93,6556.93,17.084890710382513,53.21,22.6865,2.3454477332334207,1405332.624160524,2923247.56179923,8317.88192700173,5345206.629134434,173497.89702611312,1923845.44,2198680.5
477,1361,8.4590712,1896.4,104.43,19.69,36.41,9.94,122.94,12.52,14.07,2.38,16.96,9.12,1.38,0.59,0.17,2.006136417,A2O,31.67771,118.55086,6556.93,6556.93,17.084890710382513,26.1075,14.416,1.8110086015538291,212774.34548073332,1149507.4115199717,4065.084908184972,2413763.6954956995,84791.25924030875,291279.76,332891.16
478,1367,15.9910604,5980.35,115.11,14.97,57.48,1.74,120.66,6.5,17.32,0.35,22.48,9.96,2.32,0.21,0.17,1.697623327,A2O,30.957895,117.804061,6527.92,6527.92,17.16415300546448,28.7775,19.108,1.5060445886539668,634994.4463886057,2132732.913047994,7644.351712290494,4562182.07363981,158743.66413708267,869282.58,993465.81
479,1371,12.3686712,4773.81,123.34,10.3,57.31,5.87,106.01,6.68,14.05,0.4,16.32,9.79,2.42,0.28,0.27,2.388535032,A2O,31.12317,118.57413,6556.96,6556.96,17.08480874,30.835,13.872,2.222822952710496,489699.1577233503,1449324.9404362903,5712.419382101291,5229961.7176400265,119152.60314851662,670379.01,766147.44
480,1374,15.32708,4825.24,105.43,19.49,32.33,3.45,87.33,3.85,14.76,1.56,20.44,6.17,1.54,0.2,0.17,1.978124273,A2O,33.5981669,116.9929354,6836.18,6836.18,16.32191256830601,26.3575,17.374000000000002,1.5170657304017496,342326.904281735,1479512.950246776,6762.278454996776,4361457.972899936,147057.59391556,468632.15,535579.6
481,1375,7.430412,3302.0,247.3,30.57,113.36,3.04,66.98,6.42,49.72,0.72,58.91,11.7,5.5,0.27,0.29,1.33807041,A2O,33.537169,117.581436,6879.26,6879.26,16.204207650273222,61.825,50.073499999999996,1.2346850130308449,581900.373865668,550115.5545733584,3111.1463705983588,3340342.3719239663,68083.68979167604,796598.87,910398.71
482,1378,13.213,5418.81,104.8,11.16,58.84,8.26,115.54,6.38,21.62,0.46,25.97,9.01,1.28,0.25,0.19,2.029047416,A2O,33.5981669,116.9929354,6836.18,6836.18,16.32191256830601,26.2,22.074499999999997,1.1868898502797347,537093.6316205,1687445.2263068,6241.5534200568,4132446.2789011355,135733.51561273812,735260.19,840297.36
483,1382,1.5454504,798.7,379.16,25.4,113.11,7.92,185.75,7.35,68.94,1.31,93.3,23.34,2.27,0.41,0.46,1.300316599,A2O,31.2014499,119.10883,6590.24,6590.24,16.993879781420766,94.79,79.30499999999999,1.1952588109198665,120762.4673102081,317307.09295901196,849.975550514012,1061029.6878180804,17819.215528950797,165319.1,188936.11
484,1383,1.473702,1029.7,347.75,18.83,127.16,7.08,153.57,6.55,75.43,0.18,95.1,14.19,7.84,0.13,0.55,1.672139122,A2O,31.123753,119.183059,6590.24,6590.24,16.993879781420766,86.9375,80.835,1.0754932887981692,129460.147065843,250156.5874161876,758.0956136286876,1193580.4530855739,15893.009066710913,177225.88,202543.87
485,1385,6.761074,4126.0,119.98,19.06,46.77,3.77,163.78,7.9,16.59,2.04,21.79,9.44,1.62,0.63,0.19,1.88267935,A2O,30.91535,119.44114,6590.24,6590.24,16.993879781420766,29.995,18.5215,1.619469265448263,218453.47779964574,1223974.704948505,3554.305629186005,2121777.32591272,74513.83516140845,299054.27,341776.31
486,1388,2.86704,1089.71,116.69,11.56,38.51,3.64,39.6,3.38,20.16,0.72,27.97,8.49,1.56,0.19,0.39,3.709692761,A2O,29.988494,118.54431,7159.28,7159.280000000001,15.439125683060109,29.1725,23.7745,1.2270499905360785,76275.16830845998,125494.53814656,1113.6736311465597,1682414.3488629314,25363.442663393347,104417.72,119334.54
487,1392,0.236748,163.51,167.18,34.18,61.15,8.68,76.19,7.32,20.46,1.89,25.37,11.81,3.09,0.35,0.33,2.481203008,A2O,31.261022,119.211294,6642.17,6642.169999999999,16.851994535519125,41.795,21.5645,1.9381390711586173,10001.3513429175,19937.935144840798,101.53757236984079,119534.22905139682,2145.4464500329855,13691.46,15647.38
488,1393,1.090706,360.0,162.03,13.18,64.81,4.87,182.31,7.17,34.24,1.12,35.92,9.65,2.59,0.28,0.31,2.082633524,A2O,30.6065688,118.9775901,7056.42,7056.42,15.72016393442623,40.5075,30.532,1.3267227826542645,48834.37429268275,219793.11284799242,595.7253864854924,523182.3998767098,13372.464278936488,66852.35,76402.69
489,1399,0.4438844,157.11,251.44,24.26,65.49,5.36,86.79,5.72,17.51,1.42,29.51,7.55,1.03,0.08,0.3,1.32053878,A2O,31.1182,118.82706,6556.96,6556.96,17.08480874,62.86,25.0835,2.5060298602667093,20082.638771725648,42582.92182618584,195.57600311868583,205862.38736847375,4079.425603447512,27492.35,31419.83
490,1401,11.018556,8627.2,163.86,16.58,76.45,2.62,81.75,4.41,17.07,0.32,23.16,9.67,2.59,0.23,0.13,0.882672461,A2O,33.93978,116.78955,6989.17,6989.17,15.903907103825135,40.965,19.686,2.080920451081987,581939.8219856925,995653.7438290202,4793.40566715402,2526429.3442710806,106573.86242193148,796652.87,910460.43
491,1402,0.3730772,36.6,137.53,21.71,112.08,15.82,135.92,16.16,27.95,1.54,29.18,16.79,2.54,0.62,0.23,1.985840097,A2O,24.88481,115.70647,5743.43,5743.429999999999,19.30756830601093,34.3825,24.803,1.386223440712817,28887.0195149724,56050.30253354815,184.63835471104815,137424.34135882097,3373.4491675798736,39545.2,45194.52
492,1404,6.030196,6744.64,188.31,10.33,98.87,3.45,177.19,4.02,19.47,0.21,26.33,9.18,2.68,0.13,0.54,3.03404877,A2O,27.79285,114.698013,5915.73,5915.7300000000005,18.836803278688524,47.0775,22.380499999999998,2.103505283617435,411881.10226706055,1181045.2110561416,3259.4653286311413,4803987.174643624,61338.84957633955,563849.13,644399.01
493,1405,3.2005144,1914.56,94.03,22.2,63.24,2.27,189.74,7.08,15.04,0.08,20.02,7.43,5.62,0.19,0.47,6.543227064,A2O,28.2477099,116.60334,5876.06,5876.06,18.94519126,23.5075,17.017,1.3814127049421168,139825.8765970644,671234.960797647,1774.3522584026468,2241721.6403780524,33167.06041530406,191416.16,218761.33
494,1406,27.8583616,32968.56,191.19,23.33,101.95,6.09,115.17,5.83,20.1,0.52,32.99,7.62,2.53,0.18,0.28,1.668056714,A2O,27.9478099,116.35809,5769.93,5769.93,19.23516393442623,47.7975,28.0415,1.7045272185867375,1962089.009903588,3546425.3656984204,13148.33203541842,12169330.91116117,241336.00747906324,2686023.17,3069740.77
495,1415,5.8446348,2218.1,274.76,14.85,81.84,7.01,148.23,6.01,23.09,1.44,41.73,8.24,4.69,0.14,0.18,0.69254742,A2O,26.7480799,114.28953,6235.75,6235.75,17.96243169398907,68.69,35.470499999999994,1.9365388139439819,330444.7864159068,957611.5481999973,2972.074518922497,1751590.3857853499,58956.175942260736,452366.0,516989.71
496,1431,3.5227668,512.0,126.33,20.11,44.74,8.97,32.53,10.86,13.29,3.6,22.35,12.11,1.12,0.38,0.2,1.882884579,A2O,26.84055,116.3192,6163.76,6163.76,18.159125683060108,31.5825,18.997500000000002,1.66245558626135,108881.92196738429,126667.10492978134,1340.8547344272813,1143869.7138262456,26291.076355792407,149055.1,170348.68
497,1438,1.1147428,306.39,96.26,9.77,47.69,4.88,54.36,7.82,8.88,2.44,14.72,4.25,2.39,0.32,0.32,3.699849694,A2O,27.9460199,116.76103,5876.06,5876.06,18.94519126,24.065,12.512,1.9233535805626598,36726.36129654055,66980.7506841667,451.19775813166666,546927.7655891333,8434.00921791867,50276.95,57459.38
498,1442,2.718982,2544.57,45.42,7.4,20.69,1.51,89.42,3.69,14.39,0.12,23.47,7.92,0.89,0.03,0.38,9.994739611,A2O,27.077268,113.939951,6160.01,6160.01,18.16937158469945,11.355,19.949499999999997,0.5691871976741273,38863.573110423255,268742.82900214964,1205.8909562146496,1561040.7477527931,23630.36184141685,53202.71,60803.1
499,1454,7.39928,6137.0,200.51,25.72,35.96,3.12,95.25,3.15,40.26,0.44,43.86,9.12,9.48,0.25,0.29,1.659133818,A2O,25.869426,116.01438,5802.25,5802.25,19.14685792349727,50.1275,37.281,1.3445857139025241,183816.73548812,779023.0947828001,3329.3236832827997,3330971.2269456554,61451.625317160935,251637.93,287586.2
500,1455,7.50607,7197.58,304.05,28.29,127.69,5.82,106.22,5.76,31.81,2.01,44.39,10.99,3.96,0.24,0.48,1.740644038,A2O,28.2542399,114.98722,6263.19,6263.19,17.887459016393443,76.0125,37.7315,2.0145634284351273,662133.2559675763,881281.784933836,3468.389549246336,5347067.630182426,69104.18862796543,906434.55,1035925.2
501,1459,4.0943648,1648.0,123.16,16.7,40.68,5.99,65.24,4.95,12.33,1.36,16.42,4.99,1.15,0.24,0.2,1.878639865,A2O,26.81512,114.96952,5797.63,5797.63,19.15948087431694,30.79,13.957,2.20606147452891,115065.0374057136,295254.3968672077,1706.453994527208,1332432.7097377442,31472.119852492728,157519.54,180022.33
502,1462,2.6050968,3437.0,247.38,16.9,149.86,8.71,118.97,7.54,19.7,1.9,36.61,10.91,3.01,0.38,0.44,1.909059354,A2O,27.586041,115.484958,5974.81,5974.81,18.67538251,61.845,31.118499999999997,1.9874029917894502,269702.82628702023,342576.22040162067,1240.4716780866206,1712852.8940095324,23577.180527736422,369212.63,421957.29
503,1464,2.9419016,1680.53,202.19,7.11,86.95,4.15,122.51,4.8,21.99,0.25,29.17,8.74,4.86,0.26,0.28,1.435308591,A2O,24.95799,115.65094,5743.43,5743.429999999999,19.30756830601093,50.5475,24.7945,2.0386577668434533,176715.0885560005,398378.20354678546,1412.3597506417855,1285584.313410636,25804.62673956418,241916.05,276475.49
504,1469,3.1604048,3941.48,218.62,35.07,116.87,3.1,254.34,5.96,14.95,0.83,20.62,8.24,1.74,0.16,0.58,3.159901934,A2O,26.9992599,114.28978,6043.02,6043.02,18.489016393442625,54.655,17.527,3.1183317167798252,255165.32726970737,888491.4772006827,1977.7842491106826,2697430.0484426133,38020.15315935639,349311.36,399212.98
505,1470,3.655476,172.83,132.99,8.31,90.22,1.75,113.85,8.48,15.46,1.79,16.51,5.1,1.91,0.45,0.08,0.641642605,A2O,29.037852,115.841608,6199.36,6199.360000000001,18.061857923497268,33.2475,14.0335,2.3691523853635945,227836.16588175303,460015.91639348405,1719.9442599684842,588767.3563723697,33918.93017234321,311898.81,356455.78
506,1471,9.64368,6540.0,275.96,27.96,150.78,6.98,147.31,3.98,26.92,0.47,34.74,12.0,2.66,0.32,0.5,2.016129032,A2O,25.961326,115.417349,5683.23,5683.23,19.47204918032787,68.99,29.529,2.3363473195841373,1004528.89560996,1570257.610954272,4894.132741954272,7144497.932559085,88481.38116923693,1375160.8,1571612.34
507,1481,1.698866,904.1,85.93,6.9,49.37,5.15,125.82,3.95,12.18,0.4,17.48,11.42,1.67,0.31,0.34,4.302163735,A2O,26.56715,114.16792,6235.75,6235.75,17.96243169398907,21.4825,14.858,1.4458540853412303,57942.62359937675,236267.88418144084,821.813904818941,883044.3886398788,16302.082890528376,79321.19,90652.79
508,1487,16.0198032,4158.63,363.34,23.3,127.55,6.26,118.93,5.59,45.31,1.72,52.02,9.11,4.61,0.2,0.61,1.793906599,A2O,29.73371,116.00476,6093.71,6093.709999999999,18.350519125683057,90.835,44.217,2.054300382205939,1411606.155170109,2105932.669972636,7627.458214162636,14287654.557409652,147857.21985377508,1932433.66,2208495.61
509,1491,17.0303624,28900.27,206.15,15.83,61.74,4.97,135.63,5.0,47.38,0.53,53.92,11.65,4.28,0.19,0.43,2.259352669,A2O,28.53393,115.89797,5861.51,5861.51,18.984945355191257,51.5375,45.832,1.1244872578111362,726384.2496636475,2553145.3393425466,8422.979059797546,10968953.626833152,157056.58419570664,994391.65,1136447.6
510,1498,39.5650796,28300.01,267.06,23.41,98.14,2.59,229.94,11.1,32.48,1.34,36.18,10.93,3.41,0.28,0.22,0.902934537,A2O,28.72473,115.88012,5861.51,5861.51,18.984945355191257,66.765,30.753,2.1710077065652134,2682464.612155113,10055934.997659614,23692.781527042112,14110702.159923341,441780.43306471343,3672189.22,4196787.68
511,1502,16.9743972,25048.5,169.36,23.07,74.13,5.0,104.78,1.44,29.54,0.46,51.85,8.7,3.43,0.18,0.49,3.349511245,A2O,28.65973,115.88657,5861.51,5861.51,18.984945355191257,42.34,44.0725,0.9606897725338931,869289.1608148051,1965932.6754658099,7816.4769403933105,12325461.609857066,145747.62206902468,1190022.89,1360026.16
512,1507,0.956042,525.73,143.07,35.36,115.0,15.15,107.35,5.1,22.82,3.0,33.93,11.91,2.06,0.29,0.44,4.085043171,A2O,28.3848,118.10966,6128.97,6128.969999999999,18.25418032786885,35.7675,28.8405,1.2401830758828731,75954.011495125,113442.26969045798,442.960070777958,628352.6674600592,8636.40483811507,103978.07,118832.08
513,1515,5.255516,7621.69,161.23,25.95,56.09,4.87,252.65,3.37,35.21,1.5,39.74,11.21,3.93,0.31,0.61,4.509166174,A2O,27.8144299,114.41612,6074.87,6074.87,18.40199453551913,40.3075,33.779,1.193270967168951,203646.38561851854,1467677.2138069163,3279.0893441319167,4702796.8405146375,63368.16849548266,278783.94,318610.22
514,1520,4.2207752,2114.2,328.58,14.41,105.55,7.37,133.17,4.97,31.14,0.8,39.6,12.19,3.69,0.28,0.42,1.336855842,A2O,28.8557499,115.63441,6199.36,6199.360000000001,18.061857923497268,82.145,33.660000000000004,2.440433749257278,307770.05604212655,621290.2073046706,2076.0595195196706,2660105.9523773934,40941.86045163256,421325.18,481514.49
