Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,Annual HDD,Annual average temperature
2744,29.3376384,40853.11,642.42,20.59,268.29,3.44,582.29,5.46,32.38,1.38,62.34,11.02,11.2,0.28,0.33,A2O,29.5255,103.777998,6200.75,18.05806011
2745,2.087654,1355.4,162.45,20.58,66.69,6.87,231.66,6.4,27.01,1.58,39.75,10.73,2.46,0.32,0.31,A2O,29.553523,103.676831,6200.75,18.05806011
2746,7.6731692,12020,256.12,19.73,118.57,6.71,122.89,5.89,19.68,0.53,28.15,8.96,4.19,0.19,0.3,SBR,30.74012,106.09419,5826.08,19.08174863
2747,28.80796,17796,224.25,19.15,91.99,5.15,107.09,5.01,18.55,0.77,38.5,10.84,7.61,0.18,0.25,SBR,31.3497,106.0730899,6300.06,17.78672131
2748,1.99824,1130,192.04,22.2,125.64,9.31,291.43,9.41,29.56,4.9,30.16,13.68,2.35,0.25,0.56,A2O,30.7587399,106.07176,6048.49,18.47407104
2749,6.13952,3257.5,184.35,18.35,97.85,5.01,85.61,3.54,27.48,0.65,43.28,8.77,3.85,0.14,0.34,CAS,31.25099,106.27866,6300.06,17.78672131
2751,8.972532,3625,148.42,15.92,71.49,6.81,64.83,8.27,22.02,1.17,24.43,8.02,2.32,0.31,0.31,A2O,30.977285,105.871348,5963.78,18.70551913
2752,4.2716,1108,343.7,35.17,173.59,13.9,103.84,11.97,57.13,1.53,71.46,21.66,5.69,1.48,0.41,OD,31.27313,106.28944,6300.06,17.78672131
2754,3.93856,7827.1,278.67,21.9,111.02,7.44,112.65,2.59,34.11,1.75,44.7,11.26,4.26,0.22,0.62,CAS,28.728152,105.062699,5779.19,19.20986339
2755,3.17112,2085.07,154.55,14.75,31.9,2.89,237.76,7.98,16.49,1.18,23.04,10.99,13.78,1.3,0.19,SBR,28.82689,104.34694,5559.48,19.81199454
2756,4.4666456,4816.4,169.47,18.31,44.07,4.7,140.31,11.41,23.89,0.73,30.05,8.38,2.81,0.26,0.27,AO,28.303961,105.240968,5779.19,19.20986339
2757,7.37756,5006.4,189,13.65,87.37,8.97,238.6,11.7,35.26,1.16,50.47,10.37,3.91,0.27,0.26,CAS,28.758309,104.657568,5559.48,19.81199454
2759,1.4532852,889.5,206.93,22.32,82.77,3.91,115.01,11.49,22.37,0.95,31.47,6.88,3.47,0.65,0.16,OD,28.1641799,104.51185,6774.09,16.49155738
2760,1.5172868,1026.3,151.28,16.74,87.95,6.32,225.08,6.56,27.44,0.77,31.24,12.7,3.43,0.23,0.47,CAS,28.8387,104.98582,5549.01,19.83879781
2761,5.3791028,7367.48,168.42,34.75,95.81,7.71,230.5,7.82,20.94,2.01,29.1,7.87,1.99,0.26,0.28,CAS,28.8387,104.98582,5549.01,19.83879781
2762,0.8700308,63.32,117.99,12.33,62.49,3.12,11.97,1.31,34.77,0.68,37.51,7.88,3.35,0.17,0.71,A2O,28.80078,104.89708,5549.01,19.83879781
2763,15.4598616,12806.56,123.36,11.67,44.64,2.96,105.66,2.89,21.45,0.48,28.23,9.84,3.17,0.26,0.26,A2O,28.77353,104.6315,5559.48,19.81199454
2764,7.380456,10159,215.39,27.28,103.32,4.29,107.27,5.76,23.14,0.34,42.91,12.05,5.9,0.2,0.52,AO,28.692031,104.535619,6098.83,18.33653005
2765,10.922626,9983.83,103.19,16.33,32.1,1.92,98.52,7,15.66,0.49,19.36,6.9,2.13,0.19,0.31,A2O,30.44442,106.69141,6163.13,18.16084699
2766,1.4366332,590.3,152.61,26.2,149.38,5.26,149.4,6.93,14.9,0.53,52.51,3.36,5.31,0.23,0.24,CAS,30.4286899,106.58807,6163.13,18.16084699
2767,2.4608036,2726,242.01,28.65,74.32,6.96,191.09,8,32.9,1.83,45.05,11.48,3.21,0.34,0.33,A2O,30.37604,106.77724,6163.13,18.16084699
2768,0.8459216,96,201.79,20.2,45.38,5.18,46.21,5.4,15.84,1.68,28.43,9.42,1.55,0.31,0.36,CAS,30.3900099,106.78298,6163.13,18.16084699
2769,2.831202,1759.8,164.66,18.03,64.03,6.26,197.72,6.29,16.36,0.26,30.66,7.8,2.55,0.29,0.48,A2O,30.376031,106.777329,6163.13,18.16084699
2771,2.3461944,518.48,134.85,14.29,59.56,6.23,100.73,8.94,10.25,1.36,11.97,4.23,1.72,0.59,0.28,CAS,30.33033,106.92864,6163.13,18.16084699
2772,3.632308,402.1,71.27,9.07,35.14,3.83,36.73,6.29,13.7,0.33,15.4,9.31,1.38,0.31,0.37,OD,30.34532,106.28687,5826.08,19.08174863
2773,4.5308644,3753,448.05,24.74,225.7,6.59,149.25,6.74,41.38,0.46,65.85,12.79,6.02,0.25,0.62,A2O,30.32672,106.289676,5826.08,19.08174863
2774,7.0647196,3486.42,190.51,22.93,68.11,7.26,93.59,7.43,20.69,1.01,23.43,9.68,3.13,0.4,0.3,SBR,30.51496,106.433267,5826.08,19.08174863
2775,10.70072,6252.9,187.59,26.5,79.06,2.34,90.5,5.72,16.55,1.62,19.44,7.9,2.05,0.11,0.3,OD,31.1239,107.491,6301.64,17.78240437
2776,0.97378,1006.7,189.1,19.77,69.54,3.55,89.49,7.34,19.15,0.3,26.37,5.3,2.06,0.15,0.26,AO,30.73445,107.24164,6302.42,17.78027322
2777,20.2358,18444.35,496.04,32.38,270,7.54,814.53,7.48,46.79,1.94,57.48,12.92,7.48,0.54,0.32,CAS,31.201144,107.458412,6301.64,17.78240437
2779,2.6583108,790.49,119.31,14.5,57.46,6.57,136.25,11.04,20.63,1.2,22.26,9.14,2.1,0.27,0.27,OD,31.09436,107.83443,6437.7,17.41065574
2780,6.1741272,3604.98,148.28,15.36,63.61,4.93,105.76,5.39,15.92,0.24,21.54,5.66,2.76,0.22,0.28,A2O,30.8366399,106.97299,6196.84,18.06874317
2781,18.44752,31178.25,326.11,22.07,135.89,5.76,167.91,5.35,26.38,0.34,34.96,8.08,6.23,0.15,0.29,SBR,31.8499199,106.7689563,6833.73,16.32860656
2783,2.4096892,2313.8,201.14,27.96,66,8.34,123.53,2.14,19.54,1,45.42,10.04,2.54,0.3,0.25,CAS,31.85275,106.84373,6833.73,16.32860656
2784,1.1644092,833.12,140.23,9.45,57.76,4.74,98.87,2.63,27.55,0.31,30.52,7.82,2.94,0.22,0.67,CAS,32.42427,106.84056,8115.08,12.82765027
2785,3.8045476,5652,555.72,31.82,210.98,4.61,494.57,5.41,64.06,1.13,70.42,11.76,8.92,0.19,0.38,CAS,32.297772,106.819146,8115.08,12.82765027
2786,0.9210004,120.77,215.34,26.27,105.59,12.39,211.48,13.53,24.67,3.43,34.93,11.34,2.03,0.46,0.17,A2O,32.144193,106.672648,6833.73,16.32860656
2787,4.17024,4903.7,187.53,24.68,91.51,7.42,167.3,7.4,26.32,0.94,31.85,11.08,3.52,0.27,0.33,SBR,31.47238,107.19967,6471.34,17.31874317
2788,1.3032,1402.6,235.78,28.89,171.91,7.17,177.84,10.21,23.8,1.81,39.71,15.73,1.87,0.41,0.62,A2O,31.5605399,107.1035799,6317.47,17.73915301
2789,6.86352,6096.63,511.18,10.77,92.3,6.46,197.79,2.98,24.51,0.18,42.04,11.08,2.64,0.27,0.21,OD,31.90095,107.25835,7109.83,15.57423497
2790,2.5270496,2086.8,168.02,13.43,103.27,3.9,173.43,2.23,24.62,0.87,38.87,9.46,3.43,0.21,0.21,CAS,29.3445699,102.65261,8468.72,11.86142077
2791,1.5709352,328.46,83.23,11.68,38.87,3.47,82.85,3.65,21.45,0.64,26.06,5.54,2.19,0.34,0.31,CAS,29.22743,102.36443,9018.97,10.35800546
2792,2.51047,700.8,196.64,21.87,64.85,6.13,91.17,11.98,38.47,3.39,56.55,12.83,2.79,0.24,0.61,SBR,30.0423,103.10718,7162,15.43169399
2793,1.80276,1481.4,200.27,19.96,54.55,5.36,96.95,7.81,10.88,0.3,22.74,10.39,3.17,0.26,0.77,A2O,30.02921,103.15863,7162,15.43169399
2794,1.7060336,2316,478.51,27.99,115,2.6,105,9,55.64,1.28,71.8,7.24,6.72,0.06,0.73,SBR,29.802387,102.852186,7162,15.43169399
2795,1.378496,600,105.43,9.66,48.93,5.89,115.6,6.92,16.51,1.12,29.16,10.12,1.3,0.2,0.41,CAS,30.00855,103.51988,6028.98,18.52737705
2796,2.71681,974.09,100.61,4.19,49.42,3.76,106.09,3.69,7.48,0.21,14.23,5.91,2.64,0.17,0.32,A2O,29.908057,103.39209,7162,15.43169399
2797,16.892006,20094.32,199.5,15.11,79.27,1.45,100.36,6,30.91,0.32,34.99,9.95,3.44,0.22,0.46,AO,30.024025,103.825982,6028.98,18.52737705
2798,1.9713072,1451,207.74,19.24,78.79,1.08,111.38,7.12,48.2,0.76,62.2,7.74,5.03,0.16,0.63,A2O,30.0475899,103.80034,6028.98,18.52737705
2799,1.4044876,2221.37,255.32,21.53,111.97,5.71,116.35,4.81,25.18,1.43,30.56,8.22,2.9,0.13,0.54,OD,30.210438,103.880729,6028.98,18.52737705
2800,6.3085016,283,164.51,20.36,57.99,7.42,184.25,9.99,12.8,0.67,20.63,9.23,2.54,0.38,0.22,SBR,30.04172,104.19612,5881.14,18.93131148
2801,1.2129896,416.1,234.52,21.49,110.56,6.1,142.06,11.93,24.3,1.29,29.51,8.77,2.1,0.32,0.59,A2O,30.249609,104.057317,6028.98,18.52737705
2802,1.1105436,10050,616.56,30.34,311.53,6.9,321.93,12.29,14.29,2.21,19.07,6.46,3.13,0.23,0.4,OD,30.25149,104.05848,6236.92,17.95923497
2803,1.109892,271.07,176.19,14.82,72.56,5.28,131.96,5.5,11.35,0.25,14.7,7.13,1.22,0.18,0.26,SBR,29.73941,104.33352,5841.01,19.04095628
2804,1.6408736,591,146.44,21.47,38.17,7.1,103.04,9.56,31.46,1.58,50.76,11.83,4.06,0.73,0.38,SBR,29.98334,103.83812,6028.98,18.52737705
2805,1.193514,4546.57,400.24,22.88,187.58,6.4,171.98,8.23,16.08,0.7,32.01,7.13,11.78,0.24,0.5,CAS,30.07968,103.91808,6028.98,18.52737705
2806,4.22816,503,91.04,17.49,46.7,9.44,84.77,10.98,12.78,2.9,31.4,11.18,3.77,1.28,0.21,A2O,30.277505,105.029128,5903,18.8715847
2807,4.1735704,4897.8,185.03,16.13,84.29,2.24,117.43,3.59,29.98,0.44,38,7.14,2.82,0.16,0.34,OD,30.10662,104.66632,5881.14,18.93131148
2808,1.3577896,711.43,264.62,13.96,70.85,6.54,105.99,6.9,27.72,0.13,35.04,9.45,3.18,0.18,0.51,SBR,30.10662,104.66632,5881.14,18.93131148
2809,11.0802408,3371.1,210.14,24.7,85.39,2.88,86.71,5.82,12.45,1.08,20.81,6.42,1.5,0.27,0.18,CAS,30.072047,105.382601,5758.31,19.26691257
2811,0.8153688,271.02,171.5,11.5,87,1,180,1,34,0.26,36.2,11.1,3.7,0.24,0.05,OD,32.79543,102.54073,11592.37,3.326857923
2812,2.03444,2058.77,462.62,16.1,243.45,2.67,205.98,4.47,31.15,0.45,45.18,5.48,5.02,0.1,0.74,SBR,31.90459,102.21585,11819.58,2.706065574
2813,2.063762,128.32,48.08,32.22,22.72,8.82,44.06,13.8,12.14,0.4,19.71,6.11,1.43,0.32,0.14,CAS,30.0528453,101.9732272,11669.65,3.115710383
2814,2.1029304,3173.7,167.85,11.77,68.52,3.19,104.79,5.24,17.15,0.27,29.86,9.72,2.65,0.24,0.65,CAS,27.38796,102.19998,7953.72,13.26852459
2815,2.1037992,1143.9,245.02,21.57,113.57,11.64,131.85,11.66,34.4,1.46,39.57,7.23,2.32,0.48,0.17,A2O,26.64762,102.24552,7058.67,15.71401639
2816,5.1100644,3534.47,148.65,12.36,64.26,3.1,135.05,2.19,18.78,0.26,22.88,8.65,3.35,0.13,0.35,A2O,27.86312,102.25509,8440.71,11.93795082
2817,21.7763996,28156.45,276.37,22.51,89.1,6.03,129.46,7.48,55.01,1.91,60.79,12.71,3.58,0.26,0.34,A2O,27.88843,102.21575,8440.71,11.93795082
2818,1.2475244,265.1,144.21,10.72,32.82,7.07,101.77,7.74,25.74,2.15,28.6,9.9,1.32,0.23,0.25,OD,26.23244,105.872836,6610.7,16.93797814
2819,12.5203492,4945.28,85.21,24.82,11.41,1.58,42.15,1.49,2.89,0.31,10.71,3.48,1.02,0.15,0.3,A2O,26.20553,105.980237,6750.46,16.55612022
2820,1.8485892,734.44,216.17,20.64,72.92,7.34,97,7.03,32.37,1.35,34.99,11.31,3.12,0.28,0.29,OD,26.69209,106.71796,7112.03,15.56822404
2821,2.7744404,1373.7,121.51,14.76,59.22,6.55,76.75,8.97,21.94,1.98,37.82,8.85,2.28,0.44,0.26,SBR,28.5793,105.69272,6039.05,18.49986339
2822,3.2423616,4296,165.57,23.96,66.9,6.03,98.74,6.3,17.66,0.52,26.26,8.4,2.19,0.16,0.18,OD,27.1398299,105.59886,7162.8,15.4295082
2823,9.77219,4704.22,94.58,9.02,42.72,2.82,110.87,3.31,9.44,0.37,13.94,9.29,1.09,0.26,0.3,CAS,26.22109,107.52062,6776.39,16.48527322
2824,17.3592032,8388.59,94.66,6.58,42.42,2.16,113.05,2.57,9.52,0.41,14.11,8.19,1.1,0.23,0.21,CAS,26.22109,107.52062,6776.39,16.48527322
2827,3.4841052,61.74,51.53,20.32,17.2,3.02,57.62,7.01,6.21,3.76,8.48,6.89,0.77,0.37,0.28,Other,26.58185,107.23194,6993.06,15.89327869
2828,5.2852,4325,121.42,18.09,38.8,6.58,127.98,12.27,20.15,3.4,25.61,10.74,2.98,0.53,0.18,A2O,26.63556,106.70024,7112.03,15.56822404
2829,7.5714472,5128,223.13,11.76,133.04,5.85,129.61,5.31,19.88,1.08,34.44,7.17,3.09,0.21,0.25,OD,26.6941599,106.62231,7112.03,15.56822404
2830,22.8101992,6242.37,130.63,10.82,59.4,4.65,139.85,5.17,12.44,0.39,17.72,8.3,1.56,0.32,0.22,CAS,26.53396,106.6885,7112.03,15.56822404
2831,3.619276,1570.06,236.73,21.07,111.89,7.96,144.78,7.48,28.8,2.41,35.97,10.7,2.57,0.3,0.35,A2O,26.38194,106.68002,7112.03,15.56822404
2832,2.334176,1505.8,108.99,11.66,94.63,12.22,41.5,4.29,20.23,1.8,40.15,9.21,6.33,0.38,0.25,A2O,26.54955,106.45309,7051.32,15.73409836
2833,6.1821636,4479.38,152.92,14.18,40.37,3.02,138.57,7.05,14.52,1.18,21.38,6.49,1.66,0.15,0.22,OD,26.87105,104.24749,,13.75592896
2835,14.562174,6178.24,98.2,7.87,41.36,1.52,56.65,4.07,15.63,0.7,18.11,8.78,1.58,0.22,0.19,OD,26.59384,106.62551,7112.03,15.56822404
2837,2.5373304,718.24,105.37,13.23,46.92,6.06,183.8,10.05,8.77,0.35,14.8,11.19,1.78,0.39,0.5,CAS,27.040962,104.584017,7775.33,13.75592896
2839,10.8636924,4939.2,264.1,14.85,142.59,3.47,84.73,3.85,15.59,1.33,28.45,4.22,2.46,0.18,0.26,A2O,25.45715,105.26983,6753.39,16.54811475
2840,11.3450076,4189.67,209.91,20.87,75.31,4.07,95.13,6.24,20.46,1.03,34.52,3.81,2.19,0.2,0.26,A2O,25.45715,105.26983,6753.39,16.54811475
2841,1.671716,272,185.23,22.55,65.69,4.81,55.13,2.58,29.75,3.55,31.46,3.2,2.18,0.49,0.76,CAS,26.12025,106.65115,6784.88,16.4620765
2842,3.6021172,1909.9,183.6,9.96,87.09,4.7,107.83,5,18.48,0.11,24.38,10.03,2.47,0.19,0.45,OD,26.656836,106.549847,7051.32,15.73409836
2843,3.6655396,2308.8,148.95,15.8,37.62,6.99,118.36,3.4,9.94,0.3,22.44,6.82,1.97,0.25,0.16,CAS,27.45926,106.21824,6989.97,15.90172131
2844,3.2965892,1183.43,132.39,29.22,50.01,10.05,114.89,10.92,18.75,4.11,22.37,4.85,2.43,0.59,0.17,OD,26.603338,107.976123,6897.89,16.15330601
2845,1.4062976,1760.14,493.81,24.86,167.35,11.85,291.1,6.94,39.97,1.45,97.01,14.17,5.6,0.31,0.44,OD,26.22998,109.13753,6186.65,18.0965847
2847,1.569632,1099.91,112.28,15.57,54.87,6.72,63.12,2.51,13.74,0.62,24.11,9.47,1.95,0.3,0.32,SBR,25.4078199,107.88483,6357.67,17.62931694
2848,9.8737672,7512.32,86.51,16.15,40.89,4.46,91.64,11.29,11.58,2.22,16.04,13.26,1.12,0.74,0.21,CAS,26.5698,104.893258,7310.62,15.02562842
2849,24.8132176,7712,154.7,20.44,69.07,1.44,120.48,5.96,17.82,0.62,32.03,12.52,3.55,0.32,0.38,OD,26.57182,104.93458,7310.62,15.02562842
2850,3.8613092,2224,179.09,17.65,96.63,5.51,197.89,1.04,16.64,1.4,23.88,8.27,4.33,0.35,0.56,CAS,26.2003899,105.4684,6610.7,16.93797814
2851,6.6065,5197.57,274.37,13.25,114.17,5.16,176.94,6.63,29.2,2.81,39.69,11.26,3.13,0.22,0.27,A2O,26.98528,106.96449,6971.78,15.95142077
2852,4.0140008,2212.5,184.43,13.64,80.83,6.44,161.93,4.36,21.99,0.92,29.32,8.45,1.62,0.18,0.5,OD,25.42709,106.757642,6090.36,18.35967213
2853,8.3175292,3164.77,93.49,10.33,39.03,2.42,105.64,4.04,11.93,0.17,13.41,4.87,1.21,0.12,0.25,OD,26.5018,106.70215,7112.03,15.56822404
2854,11.4329736,21809.76,209.57,12.1,127.24,1.17,165.42,1.67,18.46,0.44,26.49,6,3.29,0.16,0.45,A2O,26.725126,106.61795,7112.03,15.56822404
2855,1.857784,1207,351.69,11.73,122.36,6.81,153.54,6.3,67.16,0.61,90.45,8.09,7.15,0.11,0.66,SBR,26.4120855,106.7486614,7112.03,15.56822404
2856,1.489992,127.5,63.49,7.97,47.66,2.05,25.31,2.03,8.29,0.19,17.29,4.17,1.88,0.19,0.44,A2O,26.5682199,106.7141,7112.03,15.56822404
2857,1.8817484,1258.9,171.2,20.97,67.9,4.67,109.78,11.26,25.21,0.91,32.67,10.53,2.04,0.48,0.13,OD,26.30892,105.74561,7304.18,15.04322404
2858,3.5017708,1440.84,145.69,7.18,27.14,1.55,224.95,6.57,15.13,0.62,17.46,9.57,2.29,0.39,0.43,A2O,26.6818,106.646021,7112.03,15.56822404
2859,6.3043024,10032.1,338.99,17.66,99.66,4.43,238.23,4.54,31.49,1.58,61.07,9.43,2.88,0.18,0.5,A2O,27.26851,105.356975,7289.05,15.08456284
2860,1.63805,951,207.48,22.18,90.73,6.58,95.2,8.18,19.88,2.08,24.11,9.42,2.43,0.6,0.15,OD,26.910129,109.264002,6406.12,17.49693989
2861,12.42384,12167.04,103.97,14.09,48.62,6.14,161.39,7.45,19.32,1.37,25.99,14.18,2.2,0.45,0.39,Other,26.560379,106.467315,7051.32,15.73409836
2864,1.2186368,604,198.65,13.87,76.99,3.24,200.49,1.39,47.26,0.69,54.2,9.43,4.64,0.23,0.59,A2O,27.81686,106.4188,6856.48,16.26644809
2866,3.5838,3109,235.92,24.57,121.41,6.93,100.29,7.18,25.71,0.92,34.78,10.16,3.62,0.34,0.45,A2O,27.946089,107.183563,7193.01,15.34696721
2868,9.555352,2062.27,113.86,6.7,61,7.8,123.11,6.67,14.7,0.34,27.3,9.45,1.36,0.36,0.15,CAS,27.722814,109.263049,6534.47,17.14625683
2869,20.715088,41020.38,189.51,29.49,57.49,1.69,172.17,4.86,35.06,1.87,37.68,13.77,2.8,0.33,0.54,SBR,27.69227,109.18723,6534.47,17.14625683
2870,2.3536516,1166.1,118.6,18.35,83.97,10.06,226.84,2.7,12.96,1.03,25.94,6.96,1.87,0.21,0.46,SBR,26.86779,104.28228,7775.33,13.75592896
2871,2.120234,1856,198.46,13.38,53.17,8.52,132.24,6.74,32.11,0.61,34.28,7.69,2.72,0.2,0.44,CAS,27.0778999,107.47106,7114.26,15.56213115
2873,1.680404,616.5,117.31,10.9,76.29,1.03,37.01,0.92,20.9,0.38,25.07,8.45,2.71,0.21,0.41,AO,27.05451,108.40091,6818.29,16.37079235
2874,2.9536304,1603.14,183.98,18.72,104.56,6.59,148.71,7.1,29.29,0.58,36.7,10.09,2.21,0.15,0.4,CAS,27.0896099,106.71396,6971.78,15.95142077
2875,5.127368,5456.95,315.08,35.09,158.21,4.41,339.53,7.81,18.71,0.4,25.21,6.62,6.5,0.36,0.32,CAS,27.67735,106.9336299,6819.28,16.36808743
2876,22.0618004,42328,486.88,22.18,244.44,5.49,242.51,5.5,44.81,1.84,52.92,10.01,5.06,0.18,0.58,CAS,26.53396,106.6885,7112.03,15.56822404
2877,63.4224,41622.5,121.67,11.36,83.3,4.94,87.78,5.14,15.69,1.78,21.71,9.11,1.94,0.28,0.2,A2O,26.641128,106.835352,7112.03,15.56822404
2878,71.3502,16609.24,208.46,14.26,137.93,4.77,140.28,5.57,17.89,1.24,22.6,11.15,3.07,0.2,0.31,OD,26.57642,106.74203,7112.03,15.56822404
2880,1.408904,1126.6,104.02,17.18,35.53,8.73,165.09,11.45,14.53,4.91,18.73,9.79,1.27,0.27,0.33,CAS,26.004378,106.453832,6750.46,16.55612022
2881,2.3168,2392.46,151.46,20.93,50.72,2.11,58.11,4.59,25.6,0.32,30.5,6.74,2.69,0.07,0.39,SBR,26.684144,105.782051,7304.18,15.04322404
2883,5.548374,1773.1,279,14.6,93.96,5.07,31.96,4.04,19.78,0.12,35.02,9.99,4.89,0.17,0.24,A2O,27.585286,106.858262,6819.28,16.36808743
2884,2.786676,836.56,241.48,12.41,41.84,4.08,244.69,6.56,37.16,0.72,40.87,9.42,3.98,0.37,0.04,A2O,27.537648,106.834534,6819.28,16.36808743
2885,38.86432,13963.73,117.59,9.59,64.22,2.23,72.28,5.26,10.84,0.6,19.66,7.66,1.88,0.27,0.19,OD,27.64119,106.93085,6819.28,16.36808743
2886,4.8596328,807.6,161.26,14.09,58.9,4.4,98.15,9.16,18.97,1.97,26.66,6.41,2.65,0.39,0.25,A2O,27.59822,106.97428,6819.28,16.36808743
2887,7.2659192,5029.62,100.84,14.69,31.37,2.18,64.8,5.01,8.65,0.2,11.14,8.05,1.5,0.18,0.26,Other,27.70897,106.91242,6819.28,16.36808743
2888,26.3816912,38631.5,411.79,27.43,138.25,5.92,727.72,5.51,29.35,0.72,32.22,9.57,5.18,0.25,0.33,A2O,27.70912,107.02259,6819.28,16.36808743
2890,2.5022164,541.9,132.01,19.51,50.2,7.21,97.05,10.82,24.6,1.86,28.88,9.35,2.65,0.36,0.28,Other,27.70912,107.02259,6819.28,16.36808743
2892,2.658166,956.3,398.02,22.87,120.25,7.44,99.77,8.11,60.78,3.48,74.02,11.51,5.58,0.39,0.42,SBR,23.622768,105.642129,5890.33,18.90620219
2893,2.7304212,1787,190.02,23.12,84.39,11.41,93.31,10.7,22.08,2.67,24.5,9.81,2.07,0.58,0.2,SBR,22.914059,104.494011,6179.13,18.11713115
2894,2.7304212,2449,321.61,24.68,200.45,8.15,134.01,7.21,38.5,2.28,42.66,14,3.21,0.22,0.43,A2O,22.914059,104.494011,6179.13,18.11713115
2895,4.004444,320.58,154.33,14.62,54.96,5.46,148.81,6.98,11.61,0.53,26.91,6.53,1.26,0.3,0.13,OD,23.61635,104.3425199,6410.58,17.4847541
2896,4.004444,3560.04,216.26,31.25,79.46,7.89,188.06,7.32,26.68,0.71,32.71,10.56,2.23,0.07,0.44,A2O,23.61635,104.3425199,6410.58,17.4847541
2897,11.106522,7672.69,290.09,10.2,156.15,0.78,153.55,4.77,37.95,0.26,49.32,5.49,4.49,0.09,0.68,Other,24.96176,102.45133,6897.4,16.15464481
2898,2.501058,2849.3,380.16,23.04,267.16,8.84,234.81,8.12,39.19,3.05,43.69,8.35,3.83,0.31,0.83,SBR,24.80146,99.63144,6796.47,16.43040984
2899,3.9869232,2632,254.18,13.58,59.42,6.01,144.01,11.37,28.6,1.65,38.83,11.11,3.04,0.26,0.18,A2O,24.643589,102.915635,6465.92,17.33355191
2900,15.0807752,12001,176.83,17.45,81.63,3.86,170.66,2.81,19.06,0.56,32.81,9.2,4.36,0.18,0.21,A2O,25.07308,101.51058,6706.3,16.67677596
2901,16.7000012,3249.6,98.04,15.61,44.86,7.4,101.4,5.5,13.72,2.93,15.9,6.77,1.96,0.58,0.18,SBR,24.89944,101.65098,6518.96,17.18863388
2902,4.438844,2524.08,131.43,10.79,59.11,5.09,82.55,3.81,17.2,0.51,20.68,5.64,1.66,0.27,0.21,A2O,25.58244,100.22558,7451.06,14.64191257
2904,2.5301628,1537.24,259.63,38,108.79,7.1,153.12,7.52,25.82,2.19,42.02,11.02,3.03,0.24,0.37,A2O,25.7664,100.1496,7897,13.42349727
2905,2.6363736,1574,139.64,15.52,57.48,1.73,92.9,9.36,16.78,1.16,23.14,7.98,2.31,0.4,0.23,OD,25.8572135,100.137419,7897,13.42349727
2906,17.6899988,15730.88,147.03,11.91,52.33,2.64,135.6,4.2,13.33,0.26,23.33,8.26,2.53,0.14,0.2,CAS,25.57046,100.16529,7451.06,14.64191257
2907,11.7765116,23984.88,183.49,15.47,87.3,1.94,274.68,5.79,17.9,0.59,31.02,7.68,2.15,0.08,0.55,CAS,25.58244,100.22558,7451.06,14.64191257
2908,2.1425332,1918.5,450.75,33.99,146.48,12.67,142.3,14.04,39.49,2.1,59.55,12.84,5.06,0.49,0.32,A2O,25.640802,101.215458,7088.69,15.63199454
2911,8.6085772,7447.2,339.7,12.93,161.95,7.83,291.99,6.48,17.2,0.33,37.09,10.69,4.27,0.15,0.33,A2O,25.66334,104.25458,7264.09,15.15275956
2912,2.36748,1891.3,259.83,24.63,121.79,4.17,241.46,5.15,27.69,1.53,33.48,8.91,2.95,0.28,0.28,OD,23.52245,99.41248,5903.03,18.87150273
2913,9.9161936,964.99,183.57,13,56.22,3.89,81.94,4.07,19.24,2.15,22.71,6.56,1.93,0.26,0.24,OD,23.706473,103.050039,6062.32,18.43628415
2914,2.4791208,1260.21,263.55,28.05,119.69,14.2,137.68,11.76,30.49,2.62,42.23,11.56,4.18,0.32,0.83,SBR,24.18637,102.93144,6086.56,18.37005464
2915,5.014424,2779.7,114.35,9.15,47,4.49,69.27,6.16,17.68,0.73,21.34,8.15,1.67,0.24,0.29,A2O,26.41123,103.30689,7273.92,15.12590164
2916,5.7197448,1651.1,140.84,15.98,63.96,6.71,103.63,5.95,16.47,0.48,26.38,9.97,1.64,0.28,0.29,OD,23.620664,102.811137,5860.27,18.98833333
2918,11.4403584,5817.3,295.5,28.05,130.9,4.55,194.9,13.17,29.14,3.16,33.83,10.26,4.01,0.58,0.2,SBR,21.99758,100.80529,4946.55,21.48483607
2919,3.5992936,2483.97,118.62,12.54,52.24,5.2,94.74,5.66,13.35,0.81,18.86,9.61,1.42,0.12,0.45,A2O,24.916988,102.470972,6897.4,16.15464481
2920,1.7261608,370,127.99,20.29,89.51,18.8,90.55,13.92,17.3,1.1,24.81,4.76,2.83,0.78,0.44,OD,24.931823,102.383202,6897.4,16.15464481
2921,2.019236,1894.9,801.57,50.22,87.33,11.39,144.56,11.78,57.59,2.98,90.66,9.51,6.27,0.54,0.63,A2O,24.66368,102.60201,6570.09,17.04893443
2922,16.7364908,14459,207.17,17.95,57.23,3.38,168.98,3.95,23.57,0.67,33.12,13.66,2.83,0.39,0.22,A2O,24.91209,102.79144,6897.4,16.15464481
2923,1.879866,3461.11,260.17,22.9,100.12,3.17,197.42,4.59,20.13,0.56,26.66,5.86,2.74,0.13,0.72,SBR,24.785683,102.801562,6897.4,16.15464481
2924,5.3779444,2540,255.47,17.59,90.95,6.67,200.67,3.24,23.24,1.76,42.81,7.79,3.16,0.13,0.4,A2O,25.0366799,102.87587,6831.25,16.33538251
