Unnamed: 0,Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),Pollutant removal based EUI (kWh/kg COD removed),Treatment process,Latitude,Longitude,Annual HDD,annual_hdd,avg_temp
1116,736,4.1584388,2497,142.63,15.71,59.48,6.81,80.05,3.69,14.79,0.87,27.52,10.05,2.09,0.58,0.24,1.890954932,AO,31.36801,118.93551,6556.93,6556.93,17.084890710382513
1117,763,2.9930884,4402.91,336.91,36.17,182.3,4.78,175.86,3.94,16.44,0.31,28.66,5.92,4.36,0.05,0.49,1.629314358,AO,31.98102,120.16705,6684.15,6684.15,16.737295081967215
1118,813,0.6529756,621.25,81.38,29.55,24.07,2.21,34.96,2.63,5.31,0.45,10.12,5.29,0.91,0.04,0.57,10.9974918,AO,34.29552,117.556259,7016.53,7016.53,15.829153005464482
1119,858,4.3195288,3579.72,260.16,11.34,127.03,1.67,128.8,4.18,28.86,0.15,33.17,8.09,4.11,0.05,0.39,1.567398119,AO,31.18099,120.90138,6294.7,6294.700000000001,17.801366120218578
1120,860,7.1564504,8906.27,272.38,14.19,147.54,1.72,145.37,4.25,35.93,0.22,40.95,7.7,5.31,0.06,0.37,1.433053178,AO,31.34665,120.94753,6344.63,6344.63,17.66494535519126
1121,878,5.0570676,1764,208.07,23.11,103.59,8.6,179.84,7.8,21.23,2.21,30.91,12.44,2.42,0.27,0.23,1.243512111,AO,30.8700381,120.6364785,6294.7,6294.700000000001,17.801366120218578
1122,910,6.543874,3709.46,195.07,18.18,87.19,4.92,160.02,6.29,22,0.78,36.32,9.57,2.1,0.27,0.33,1.865566171,AO,30.9282,120.53006,6294.7,6294.700000000001,17.801366120218578
1123,913,1.508454,639.5,161.85,14.77,88.47,7.13,144.04,7.09,27.16,2.26,37.33,10.05,1.97,0.23,0.23,1.563774816,AO,31.98438,120.56025,6709.44,6709.4400000000005,16.668196721311475
1124,922,1.8788524,142.8,116.9,21.08,31.33,6.32,43.35,7.59,13.81,1.29,23.11,6.47,1.6,0.25,0.28,2.92214569,AO,32.552153,120.539402,6895.07,6895.070000000001,16.16101092896175
1125,971,5.49516,2212.46,87.43,20.62,30.57,3.1,112.74,6.54,22.43,0.48,26.74,11.03,1.28,0.11,0.32,4.78970214,AO,33.00305,118.49977,6923.97,6923.969999999999,16.082049180327868
1126,1007,3.452756,8931,427.63,20.74,153.84,3.63,189.71,7.59,23.85,0.72,31.22,3.05,4.08,0.09,0.44,1.081373344,AO,31.8328,119.72419,6684.15,6684.15,16.737295081967215
1127,1012,4.7209868,3557.09,248.22,14.68,63.84,1.25,123.81,5.84,25.72,1.46,29.92,11.7,2.62,0.33,0.23,0.984841997,AO,31.99143,119.59709,6755.02,6755.02,16.543661202185795
1128,1034,7.715668,2454.31,169.59,18.19,73.96,6.35,119.53,6.76,28.67,1.61,41.9,10.15,2.7,0.25,0.3,1.981505945,AO,32.92963,119.86079,7005.5,7005.499999999999,15.859289617486338
1129,1102,13.1973616,18227.56,263.37,10.22,90.71,1.47,90.21,5.21,33.24,0.21,39.26,7.44,3.91,0.06,0.35,1.382579498,AO,30.321377,120.085284,6397.13,6397.13,17.521502732240435
1130,1119,0.7358736,800.14,148.75,11.96,59.4,6.41,54.57,5.74,29.82,0.35,34.33,8.19,3.16,0.05,0.66,4.824914102,AO,29.00741,118.36175,6420.65,6420.65,17.45724043715847
1131,1139,0.9747212,627.76,137.19,18.26,40.31,5.71,161.48,7.94,15.94,0.4,22.4,8.66,1.29,0.21,0.47,3.951904482,AO,29.11863,119.328955,6382.54,6382.539999999999,17.561366120218576
1132,1140,10.72787,14598.15,255.72,26.46,79.38,5.59,151.48,4.78,24.31,0.32,54.92,6.57,1.19,0.05,0.68,2.96606473,AO,28.4131992,119.8511518,6522.5,6522.5,17.17896174863388
1133,1143,4.6013096,1317.34,234.07,17.97,116.6,6.11,165.87,5.72,36.84,1.13,46.55,10.77,3.47,0.26,0.26,1.203146691,AO,28.733585,121.526581,6037.85,6037.85,18.503142076502733
1134,1169,2.5106872,1777.51,213.67,23.04,68.06,6.59,135.31,2.16,21.79,0.39,25.36,8.74,2.37,0.21,0.5,2.622882023,AO,28.15411,120.38743,6002.88,6002.88,18.598688524590163
1135,1208,4.4882932,761.7,129.13,27.01,63.5,11.51,106.9,10.56,19.12,3.26,26.42,12.97,2.45,0.56,0.06,0.587544066,AO,29.46374,120.09987,6530.21,6530.21,17.15789617486339
1136,1268,32.4339692,44400.8,481.91,25.41,197.53,4.18,271.69,7.51,41.76,0.57,51.09,12.9,5.42,0.24,0.37,0.810514786,AO,33.82709,115.8187,6807.24,6807.240000000001,16.40098360655738
1137,1271,7.4813816,3019.92,139.25,12.48,36.68,2.45,76.77,7.86,22.09,0.22,31.15,10.09,1.91,0.28,0.19,1.498777313,AO,33.303409,116.786853,6836.18,6836.18,16.32191256830601
1138,1305,2.9707168,676.68,144.12,13.41,28.57,4.25,70.51,2.59,14.08,0.47,22.36,8.66,4.47,0.05,0.32,2.448167699,AO,32.9819599,114.9164199,6652.17,6652.17,16.82467213114754
1139,1418,2.8967964,1693.94,397.06,18.5,134.5,5.05,392.78,7.57,63.22,0.44,67.1,10.39,11.1,1.26,0.51,1.347210482,AO,28.844081,115.603266,6199.36,6199.360000000001,18.061857923497268
1140,1430,2.457618,976.45,142.49,17.33,60.09,6.14,297.6,10.93,16.84,0.89,26.68,7.38,1.71,0.24,0.31,2.476829658,AO,29.25832,115.77203,6197.81,6197.81,18.066092896174865
1141,1434,6.5074568,3032.73,174.61,18.05,65.39,6.58,125.41,10.54,18.51,0.78,26.05,10.28,3.07,0.5,0.33,2.107818089,AO,28.636659,115.751486,5861.51,5861.51,18.984945355191257
1142,1506,2.351914,74.16,360.78,21.1,144.96,6.24,124.07,7.09,41.13,0.29,53.43,8.23,5.72,0.23,0.74,2.178520961,AO,28.2333699,114.9248,5915.73,5915.7300000000005,18.836803278688524
1143,1549,56.8355928,51018.82,433.08,15.18,163.1,5.15,201.76,3.18,44.74,0.35,55.32,4.98,5.75,0.1,0.27,0.646087581,AO,36.6801299,117.06533,7645.28,7645.280000000001,14.111256830601093
1144,1564,2.6508536,6462.05,302.16,27,152.78,8.16,174.15,6.62,34.07,0.46,43.19,10.05,2.6,0.17,0.57,2.071522024,AO,36.53469,120.13165,7593.71,7593.710000000001,14.252158469945355
1145,1570,34.91852,13264.32,159.15,6.46,60.84,0.86,88.14,3.84,15.23,0.31,18.56,6.21,3.01,0.18,0.19,1.2443513,AO,22.5428599,114.05956,3948.82,3948.82,24.21087431693989
1146,1571,25.3752588,41855.28,459.67,24.74,111.61,6.99,338.91,7.07,40.41,0.69,62.54,9.02,8.97,0.16,0.4,0.919688226,AO,36.73184,119.95116,7593.71,7593.710000000001,14.252158469945355
1147,1576,3.3377124,6437,270.46,12.75,121.8,5.08,140.61,4.92,25.03,0.31,45.9,8.32,5.4,0.25,0.27,1.047689263,AO,36.5454099,120.54941,7671.71,7671.710000000001,14.039043715846994
1148,1585,3.5632384,4362.3,290.79,24.65,173.18,6.42,139.32,6.82,25.6,0.36,31.64,7.83,6.02,0.14,0.41,1.540542572,AO,36.11628,120.09737,7510.13,7510.130000000001,14.48051912568306
1149,1587,25.493126,26939.76,760.34,29.01,376.12,3.34,331.17,5.44,43.93,0.91,56.73,8.57,7.54,0.23,0.48,0.656338452,AO,36.0591501,120.2968014,7510.13,7510.130000000001,14.48051912568306
1150,1619,6.2331332,1611.96,110.42,13.78,76.42,3.7,156.37,5.37,16.89,0.52,19.61,11.12,1.8,0.34,0.32,3.311258278,AO,37.5147,118.62747,7510.94,7510.94,14.47830601092896
1151,1643,34.5125732,39398.13,360.86,23.04,142.39,2.54,386.83,6.69,25.91,0.19,38.16,7.89,4.02,0.09,0.36,1.065656267,AO,36.914725,120.719856,7947.03,7947.030000000001,13.286803278688526
1152,1682,2.3626292,1557,124.41,20.04,52.91,8.16,116.96,12.33,6.95,1.43,19.79,8.46,2.49,0.51,0.24,2.299511354,AO,37.11633,118.99964,7410.05,7410.049999999999,14.753961748633882
1153,1693,2.878624,510,175.64,10.73,34.67,2.18,113.93,7.45,11.53,0.59,19.3,7.5,1.78,0.18,0.42,2.546843733,AO,35.40679,116.4461,7028.92,7028.92,15.795300546448088
1154,1697,56.90097,16630,232.04,16.32,78.56,5.71,114.23,6.86,35.09,0.41,42.56,11.21,4.33,0.34,0.31,1.437048025,AO,35.36195,116.62137,7147.26,7147.26,15.471967213114754
1155,1709,10.2461928,10549,223.2,17.23,113.88,6.9,144.61,5.83,18.86,0.57,27.55,6.09,2.2,0.2,0.24,1.165218236,AO,35.5027726,116.7702339,7147.26,7147.26,15.471967213114754
1156,1715,7.7715608,7637,204.12,17.1,61.86,3,69.87,1.19,13.07,0.53,18.73,7.95,1.08,0.21,0.39,2.085338466,AO,25.623343,114.058163,6167.98,6167.9800000000005,18.147595628415303
1157,1718,5.3481156,3545.96,278.56,20.42,148.96,5.97,139.85,4.76,56.65,1.02,67.04,11.47,5.45,0.35,0.45,1.743240102,AO,36.18926,116.76658,7400.76,7400.76,14.779344262295082
1158,1722,4.59378,8179.62,510.16,22.64,229.08,3.57,218.42,8.21,41.08,1.1,81.36,9.04,14.3,0.2,0.49,1.005086971,AO,36.171085,117.196564,7638.41,7638.41,14.130027322404372
1159,1736,7.964,3846.5,244.75,21.05,119.99,7.37,188.95,7.39,25.29,1.84,38.92,12.75,2.76,0.21,0.33,1.475189987,AO,36.9154142,122.4119541,7701.63,7701.629999999999,13.957295081967214
1160,1769,2.3362032,1391,229.83,23.11,100.61,5.58,185.4,6.84,15.46,1.32,25.08,9.6,2.28,0.22,0.35,1.693111455,AO,35.199093,118.80043,7375.84,7375.84,14.847431693989073
1161,1820,12.61932,6940,188.11,26.1,62.42,6.5,199.21,7.59,26.32,1.51,32.22,10.73,2.95,0.13,0.4,2.468983396,AO,36.12488,115.80453,7061.77,7061.77,15.70762295081967
1162,1844,12.61932,8015.3,177.7,12.12,14.27,2.69,227.85,6.67,21.98,1.01,24.2,8.28,3.55,0.3,0.39,2.355356927,AO,36.12488,115.80453,7061.77,7061.77,15.70762295081967
1163,1859,12.61932,4249.99,174.07,18.43,59.39,1.73,97.61,1,20.63,0.35,24.15,10.55,2.33,0.16,0.35,2.248779234,AO,36.12488,115.80453,7061.77,7061.77,15.70762295081967
1164,1899,0.78916,66.76,67.2,15.11,13.27,4.54,68.67,7.09,5.46,0.51,11.95,6.51,1.35,0.21,0.25,4.799385679,AO,37.25334,118.22221,7525.08,7525.079999999999,14.43967213114754
1165,1933,1.6237872,525.4,207.7,9.29,104.84,4.71,159.58,0.58,20.61,1.35,39.21,19.6,2.87,0.28,0.07,0.352804798,AO,36.09045,114.46309,6975.76,6975.76,15.942540983606555
1166,1978,0.407974,150.88,104.68,11.41,49.09,5.03,77.31,6.55,19.08,0.36,28.13,9.04,1.76,0.28,0.57,6.111289804,AO,35.482823,113.774579,7174.77,7174.77,15.396803278688523
1167,2000,12.661674,8639.74,364.28,27.22,104.31,5.15,269.56,6.47,32.89,0.24,53.75,9.28,5.73,0.11,0.34,1.008722483,AO,34.793537,114.83701,6959.03,6959.03,15.98669398907104
1168,2008,3.307956,1590,95.56,22.25,36.62,5.52,105.79,5.83,5.16,1.08,24.94,6.2,1.72,0.23,0.46,6.274723776,AO,34.063105,111.0636,8519.28,8519.279999999999,11.72327868852459
1169,2027,6.040332,3576,158.26,13.17,96.92,7.92,131.72,7.17,20.45,0.13,28.99,8.59,2.92,0.11,0.24,1.654145703,AO,33.53407,114.08337,6710.46,6710.46,16.665409836065574
1170,2032,12.7350876,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,34.549607,115.16042,6910.55,6910.549999999999,16.118715846994533
1171,2071,6.9845728,8309.32,322.89,13.03,172.26,0.84,434.93,5.28,19.11,0.32,31.48,5.49,6.53,0.19,0.37,1.194087652,AO,31.81045,115.389,6710.39,6710.39,16.665601092896175
1172,2104,10.719544,7350.4,249.56,16.94,62.81,6.51,194.43,16.75,28.51,2.4,40.85,5.92,3.15,0.57,0.16,0.687817041,AO,33.2776,111.50536,7821.76,7821.759999999999,13.629071038251366
1173,2124,5.033972,10225.85,265.23,26.99,88.4,2.47,178.49,6.85,17.3,0.88,26.44,9.78,6.25,0.18,0.39,1.637004701,AO,34.6101,113.80228,7017.78,7017.78,15.825737704918032
1174,2152,0.023168,18.2,161.74,22.12,46.2,7.36,97.81,7.8,28.47,1.72,31.67,12.91,2.41,0.36,0.51,3.652771809,AO,34.26305,113.81222,7017.78,7017.78,15.825737704918032
1175,2154,9.1150876,18818.55,299.8,28.36,110.79,1.88,197.15,5.4,33.79,0.76,50.24,11.1,11.34,0.2,0.44,1.62098438,AO,35.0744299,114.7629,6959.03,6959.03,15.98669398907104
1176,2157,1.8824,795.81,146.94,21.43,71.7,7.08,77.43,7.26,20.94,1.3,28.54,7.58,1.95,0.31,0.29,2.310572863,AO,34.174457,115.232523,6798.32,6798.32,16.42535519125683
1177,2173,15.8409752,10739.06,207,15.56,81.84,1.07,135.11,2.23,29.4,0.33,37.48,10.51,2.98,0.25,0.36,1.880484747,AO,34.46073,113.81982,7017.78,7017.78,15.825737704918032
1178,2185,29.7202,31532,203,18.55,81.59,5.53,189.37,5.66,21.61,1.15,24.79,9.53,4.97,0.28,0.19,1.030089455,AO,33.6021,114.64989,6710.46,6710.46,16.665409836065574
1179,2186,27.597794,59370,369.29,30.51,110.03,1.39,348.76,7.21,28.85,0.89,34.2,8.62,4.86,0.07,0.32,0.944565795,AO,33.009004,114.087775,6647.72,6647.719999999999,16.836830601092895
1180,2226,0.8326,348,147.68,27.32,96.86,15.38,119.09,14.64,22,1.14,28.64,18.25,2.68,0.77,0.49,4.071119973,AO,30.69711,112.56516,6087.82,6087.82,18.366612021857925
1181,2234,2.91048,528.06,198.31,18.67,101.68,10.05,110.71,9.04,24.87,2.39,26.75,9.74,2.83,0.4,0.35,1.948341127,AO,29.77233,115.96924,6103.47,6103.469999999999,18.32385246
1182,2246,30.068444,10157.28,224.44,8.75,111.5,2.54,188.68,5.2,21.93,0.7,26.89,6.32,3.62,0.21,0.15,0.695442533,AO,30.38802,114.2571,6012.98,6012.98,18.57109289617486
1183,2271,1.0136,13.98,230.55,20.7,65.2,7.36,59.61,4.16,31.77,0.83,43.05,11.22,3.64,0.38,0.7,3.335715988,AO,32.64752,110.67353,7485.04,7485.040000000001,14.549071038251364
1184,2279,5.1404,4473.24,211.95,12.56,95.42,3.6,108.69,5,37.14,0.26,43.13,4.41,3.63,0.1,0.31,1.554741963,AO,29.26901,113.82344,6283.69,6283.6900000000005,17.831448087431696
1185,2328,3.6312944,1510.38,66.94,12.41,20.59,2.11,70.57,15.69,12.56,0.35,15.87,9.84,1.33,0.71,0.19,3.484320557,AO,30.40932,111.7037,6030.66,6030.66,18.522786885245903
1186,2340,50.6978104,24740.83,330.62,20.06,155.25,8.61,196.68,7.38,22.31,2.79,27.29,10.12,2.62,0.31,0.15,0.482998454,AO,26.45224,111.61135,5864.48,5864.48,18.976830601092896
1187,2417,8.4109976,3198.8,581.47,22.39,258.81,8.48,113.09,7.7,17.88,2.56,27.76,10.44,4.02,0.33,0.19,0.339844029,AO,26.7574799,110.65569,6593.37,6593.370000000001,16.98532786885246
1188,2465,4.4888,6615.34,470.56,26.36,174.8,5.68,85.03,7.57,23.44,0.42,26.56,7.24,3.02,0.05,0.62,1.395767672,AO,23.201957,109.132015,4698.6,4698.599999999999,22.16229508196721
1189,2468,1.03532,715.71,270.5,26.28,118.84,8.57,154.11,11.82,39.32,1.77,46.05,14.5,4.14,0.75,0.22,0.900827123,AO,23.03851,107.86794,4626.89,4626.889999999999,22.358224043715847
1190,2496,3.81548,1190,170.67,14.08,97.44,5.16,136.34,7.18,26.97,0.99,42.3,5.78,3.21,0.07,0.48,3.065329842,AO,25.10819,110.295,5608.33,5608.330000000001,19.67669398907104
1191,2523,9.76676,13627,475.74,25.81,129.97,7.31,125.58,7,25.41,0.89,53.23,8.98,3.12,0.35,0.24,0.533416309,AO,21.95926,108.61122,4302.04,4302.04,23.245792349726777
1192,2524,11.4392,21950,606.84,32.12,196.21,8.75,25.7,6.48,39.29,0.71,92.7,11.64,5.28,0.15,0.6,1.043986637,AO,23.08682,109.5824,4698.6,4698.599999999999,22.16229508196721
1193,2558,8.2116804,14038.81,365.59,17.15,152.1,2.67,119.72,4,25.58,0.42,35.5,7.67,2.01,0.06,0.39,1.119274481,AO,24.49194,108.66917,5262.34,5262.34,20.622021857923496
1194,2588,2.225576,1608.03,188.95,18.3,77.33,1.32,96.84,4.83,17.77,0.07,25.98,8.04,2.67,0.15,0.35,2.050981541,AO,18.75015,109.17014,4207.28,4207.28,23.504699453551915
1195,2609,5.9575064,2643.18,77.68,14.99,25.67,2.52,74.81,4.61,8.76,0.89,11.51,7.39,0.94,0.1,0.16,2.552241187,AO,30.29561,108.04639,6592.81,6592.809999999999,16.98685792349727
1196,2618,5.4924088,1854,186.81,10.22,99.44,9.7,114.09,6.5,20.3,1.13,30.43,8.37,1.28,0.17,0.16,0.90605357,AO,29.73435,107.25805,6898.38,6898.38,16.15196721311475
1197,2631,5.44448,1879.95,88.66,13.2,28.08,4.51,92.44,6.59,13.9,0.46,18.81,9.02,1.85,0.53,0.14,1.85528757,AO,29.80319,107.02639,5982.07,5982.07,18.65554644808743
1198,2633,6.763246,4184.5,224.29,17.45,102.73,4.82,100.41,8.28,24.68,2.82,30.46,15.91,1.34,0.21,0.14,0.676851673,AO,30.95599,103.96295,7318.71,7318.710000000001,15.003524590163932
1199,2637,5.7649948,6678,173.97,26.08,102.31,7.68,88.55,7.26,34.88,1.27,39.37,8.72,2.62,0.28,0.45,3.042802083,AO,30.5662,104.16669,5869.37,5869.370000000001,18.96346994535519
1200,2638,5.778244,1945,181.24,30.13,73.78,10.22,32.89,8.05,24.56,2.43,37.17,9.76,2.71,0.36,0.46,3.04414003,AO,30.83685,104.28736,6094.89,6094.889999999999,18.34729508196721
1201,2671,1.98195,855.02,167.71,21.44,75.57,7.17,78.94,6.76,18.18,2.18,23.93,6.68,1.8,0.21,0.3,2.051001572,AO,30.423436,104.363786,5869.37,5869.370000000001,18.96346994535519
1202,2692,11.56228,13754.54,230.79,19.22,117.14,2.73,174.54,6.28,18.79,0.2,28.15,9.78,3.15,0.28,0.31,1.465236092,AO,28.885361,105.575638,5679.87,5679.87,19.48122950819672
1203,2699,7.1148204,7040.7,265.62,22.41,114.53,7.09,179.29,7.17,37.9,1.25,44.93,7.7,1.37,0.13,0.4,1.644669216,AO,31.10201,104.337635,6094.89,6094.889999999999,18.34729508196721
1204,2736,1.43352,743.75,156.45,22.61,52.27,5.58,83.91,7.35,19.3,0.3,28.26,4.03,1.94,0.08,0.42,3.138075314,AO,29.52902,104.99001,5707.45,5707.449999999999,19.405874316939894
1205,2756,4.4666456,4816.4,169.47,18.31,44.07,4.7,140.31,11.41,23.89,0.73,30.05,8.38,2.81,0.26,0.27,1.786186822,AO,28.303961,105.240968,5779.19,5779.19,19.209863387978142
1206,2764,7.380456,10159,215.39,27.28,103.32,4.29,107.27,5.76,23.14,0.34,42.91,12.05,5.9,0.2,0.52,2.764340014,AO,28.692031,104.535619,6098.83,6098.83,18.336530054644808
1207,2776,0.97378,1006.7,189.1,19.77,69.54,3.55,89.49,7.34,19.15,0.3,26.37,5.3,2.06,0.15,0.26,1.535463297,AO,30.73445,107.24164,6302.42,6302.42,17.780273224043714
1208,2797,16.892006,20094.32,199.5,15.11,79.27,1.45,100.36,6,30.91,0.32,34.99,9.95,3.44,0.22,0.46,2.494712295,AO,30.024025,103.825982,6028.98,6028.98,18.52737704918033
1209,2873,1.680404,616.5,117.31,10.9,76.29,1.03,37.01,0.92,20.9,0.38,25.07,8.45,2.71,0.21,0.41,3.853021333,AO,27.05451,108.40091,6818.29,6818.290000000001,16.370792349726777
1210,2928,85.8916676,79333.56,514.23,27.62,189.95,5.12,228.76,3.98,46.74,1.92,57.75,12.91,5.46,0.37,0.29,0.595959804,AO,24.9496799,102.69223,6897.4,6897.4,16.15464480874317
1211,2940,4.9089372,1152.5,213.63,27.87,80.42,4.34,130.14,6.44,24.59,1.24,33.97,13.64,3.02,0.35,0.3,1.61498708,AO,24.55587,103.75884,6602.41,6602.409999999999,16.960628415300548
1212,2980,6.8307952,6372.83,181.16,14.64,86.06,2.42,156.75,5.08,20.35,0.64,25.69,5.7,3.46,0.11,0.33,1.981743935,AO,27.34674,104.87861,7514.96,7514.959999999999,14.467322404371584
1213,2982,31.012178,97390.86,654.78,28.34,253.09,3.57,358.62,4.85,20.93,0.19,51.42,6.22,10.42,0.09,0.41,0.65449205,AO,29.7309,90.63703,11570.11,11570.11,3.387677595628415
1214,3014,8.5694812,1998.1,178.68,17,67.94,5.84,106.06,5.41,15.17,0.58,16.1,7.05,1.4,0.24,0.26,1.608114795,AO,34.3133102,108.6453105,7126.39,7126.39,15.528989071038254
1215,3080,24.8069188,28059.22,338.33,20.13,194.36,2.72,500.93,4.49,39.96,1.79,44.7,10.92,12.27,0.27,0.42,1.319924576,AO,36.5997599,101.80319,10698.8,10698.8,5.768306010928962
1216,3116,5.43724,922.52,65.12,11.83,18.19,5.33,75.84,6.58,5.75,0.15,21.19,7.98,1.2,0.21,0.18,3.377744417,AO,42.948832,89.147182,7726.19,7726.19,13.900027322404371
1217,3154,1.374152,140.2,70.56,21.5,21.64,6.9,81.81,7.33,10.77,0.89,22,10.51,1.25,0.22,0.17,3.465144721,AO,28.45997304502097,104.334129,6098.83,6098.83,18.336530054644808
1218,3159,1.876246,795.81,146.94,21.43,71.7,7.08,77.43,7.26,20.94,1.3,28.54,7.58,1.95,0.31,0.29,2.310572863,AO,35.86166,104.195397,9728.88,9728.88,8.418360655737704
1219,3184,3.620362,1510.38,66.94,12.41,20.59,2.11,70.57,15.69,12.56,0.35,15.87,9.84,1.33,0.71,0.19,3.484320557,AO,35.86166,104.195397,9728.88,9728.88,8.418360655737704
1220,3185,3.620362,1510.38,66.94,12.41,20.59,2.11,70.57,15.69,12.56,0.35,15.87,9.84,1.33,0.71,0.19,3.484320557,AO,23.14491,113.893365,4167.37,4167.370000000001,23.61374316939891
1221,3209,5.179496,481.49,98.21,9.47,41.99,4.5,57.45,12.77,9.76,1.28,37.68,6.73,1.25,0.42,0.16,1.803020059,AO,35.86166,104.195397,9728.88,9728.88,8.418360655737704
1222,3210,5.179496,481.49,98.21,9.47,41.99,4.5,57.45,12.77,9.76,1.28,37.68,6.73,1.25,0.42,0.16,1.803020059,AO,35.86166,104.195397,9728.88,9728.88,8.418360655737704
1223,3216,5.41733,1879.95,88.66,13.2,28.08,4.51,92.44,6.59,13.9,0.46,18.81,9.02,1.85,0.53,0.14,1.85528757,AO,22.702452,113.256963,4138.65,4138.65,23.69221311
1224,3220,5.94585,2643.18,77.68,14.99,25.67,2.52,74.81,4.61,8.76,0.89,11.51,7.39,0.94,0.1,0.16,2.552241187,AO,22.6957299,112.22536,4431.17,4431.17,22.89297814
1225,3226,6.553648,1758.63,156.9,18.18,42.21,4.68,77.11,6.92,19.66,0.59,27.28,8.15,2.84,0.21,0.21,1.51384083,AO,23.0468999,112.46528,4471.15,4471.15,22.783743169398907
1226,3281,13.186574,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,22.613406,113.190869,4138.65,4138.65,23.69221311
1227,3282,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,22.850691,114.124946,4343.32,4343.32,23.13300546448088
1228,3283,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,22.8166914,114.1541705,4343.32,4343.32,23.13300546448088
1229,3284,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,23.0206699,113.75179,4167.37,4167.370000000001,23.61374316939891
1230,3285,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,23.09099,113.7459,4167.37,4167.370000000001,23.61374316939891
1231,3286,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,23.0206699,113.75179,4167.37,4167.370000000001,23.61374316939891
1232,3287,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,23.047104,113.738543,4167.37,4167.370000000001,23.61374316939891
1233,3288,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,21.843989,111.958241,4174.86,4174.86,23.593278688524588
1234,3289,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,35.86166,104.195397,9728.88,9728.88,8.418360655737704
1235,3290,13.239426,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,22.8147,113.6728,4167.37,4167.370000000001,23.61374316939891
1236,3291,13.265852,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,1.316915783,AO,22.9665699,115.32341,4309.61,4309.61,23.225109289617485
1237,3328,34.961598,13264.32,159.15,6.46,60.84,0.86,88.14,3.84,15.23,0.31,18.56,6.21,3.01,0.18,0.19,1.2443513,AO,22.668601,113.249231,4138.65,4138.65,23.69221311
1238,17,3.3533508,3397,366.73,18.45,128.18,7.7,131.82,8.15,76.32,0.98,79.27,9.24,6.79,0.23,0.34,0.976226025,CAS,40.33191,116.82716,8716.09,8716.09,11.185546448087432
1239,28,1.1705632,566.56,263.67,16.21,105.23,5.91,110.49,6.09,6.85,0.27,17.28,3.43,3.3,0.53,0.34,1.373959428,CAS,39.83273,116.24187,8213.33,8213.33,12.559207650273224
1240,42,23.9570152,55850,442.49,22.86,183.48,6.22,337.25,7.74,44.03,0.99,59.61,8.79,6.21,0.2,0.48,1.143864833,CAS,39.690931,116.172916,7792.13,7792.129999999999,13.710027322404372
1241,45,18.1898484,18157.77,205.51,16.37,94.48,1.17,165.55,2.73,28.96,0.35,42.46,8.74,3.01,0.13,0.4,2.114835572,CAS,39.6716399,116.36177,7792.13,7792.129999999999,13.710027322404372
1242,50,4.4042368,2127.72,250.43,14.31,108.37,2.62,308.79,2.17,13.59,0.42,14.36,7.94,3.04,0.26,0.35,1.482297137,CAS,39.721099,116.594543,7996.75,7996.749999999999,13.150956284153006
1243,65,26.1916412,18032.72,211.46,20.06,94.01,2.2,125.68,1.99,21.27,0.39,27.98,6.86,2.64,0.09,0.21,1.097178683,CAS,39.07117,117.71749,7835.25,7835.249999999999,13.59221311
1244,68,2.0747668,440.5,199.41,16.01,69.06,3.5,148.6,5.75,16.85,0.71,35.62,6.2,9.41,0.48,0.24,1.308615049,CAS,39.0031999,117.71071,7835.25,7835.249999999999,13.59221311
1245,74,67.61436,46446.81,319.42,25.13,204.12,4.45,229.74,2.83,23.93,2.05,33.23,12.27,4.66,0.37,0.19,0.645621666,CAS,38.98934,117.11146,7860.05,7860.05,13.52445355191257
