Unnamed: 0,Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),Pollutant removal based EUI (kWh/kg COD removed),Treatment process,Latitude,Longitude,Annual HDD,annual_hdd,avg_temp
0,1,6.5522724,14835.97,335.97,14.49,163.98,2.39,303.27,2.81,38.28,0.28,50.44,10.26,7.43,0.16,0.61,1.897474182,A2O,40.18437,116.26667,8213.33,8213.33,12.559207650273224
1,2,7.2207416,6708.06,379.67,23.54,115.75,5.78,366.27,7.17,31.84,1.52,44.79,11.68,8.19,0.4,0.36,1.010866818,A2O,40.148968,116.290595,8213.33,8213.33,12.559207650273224
2,3,1.8218736,3102.4,212.46,18.09,88.86,3.33,107.48,3.57,30.6,1.85,35.79,11.62,3.04,0.34,0.58,2.983999588,A2O,39.756206,116.45241,8213.33,8213.33,12.559207650273224
3,5,129.2938024,178452.41,538.09,12.89,217.01,1.02,306.49,2.5,38.32,0.41,50.14,9.03,5.65,0.11,0.58,1.104341203,A2O,39.9941159,116.3343273,8213.33,8213.33,12.559207650273224
4,7,139.5943676,215278.94,413.82,14.57,169.95,1.04,185.53,2.5,39.22,0.37,49.9,10.52,5.07,0.15,0.48,1.202254227,A2O,39.83298,116.45573,8213.33,8213.33,12.559207650273224
5,11,12.6894756,2561.74,149.34,12.85,71.7,5.8,175.11,4,16.44,1.02,19.95,6.15,2.08,0.28,0.24,1.758370577,A2O,39.945213,116.418944,8213.33,8213.33,12.559207650273224
6,14,77.7213276,107172.61,578.98,13.13,281.18,1.03,330.11,2.5,35.61,0.37,51.62,9.19,8.69,0.11,0.45,0.795263762,A2O,40.057896,116.462308,8213.33,8213.33,12.559207650273224
7,15,26.9301936,33365.79,429.33,20.13,202.71,2.96,284.32,3.21,43.63,0.31,51.56,14.57,5.35,0.32,0.23,0.562072336,A2O,39.839826,116.308629,8213.33,8213.33,12.559207650273224
8,20,3.3562468,2880.76,251.44,7.92,101.34,4.06,100.99,6.58,16.89,0.79,27.95,8.4,1.82,0.3,0.4,1.642575558,A2O,39.750652,116.19926,8213.33,8213.33,12.559207650273224
9,22,12.6952676,8894.79,113.65,10.03,37.61,2.52,178.02,3.88,19.94,0.46,28.28,8.11,2.94,0.18,0.58,5.597375024,A2O,39.793176,116.189968,8213.33,8213.33,12.559207650273224
10,29,5.43,3114,148.06,17.7,65.62,8.76,110.14,4.17,15.06,2.89,19.75,8.61,1.6,0.38,0.21,1.610923596,A2O,40.0587899,116.5764355,8070.85,8070.8499999999985,12.948497267759562
11,31,5.8239284,6998,205.25,19.4,60.59,4.81,196.64,6.4,24.84,0.47,31.56,9.58,3.25,0.24,0.19,1.022329836,A2O,40.14796,116.55095,8213.33,8213.33,12.559207650273224
12,33,10.5704,10232.71,193.83,13.15,93.1,2.78,134.78,4.53,26.88,0.25,33.8,4.11,3.15,0.1,0.51,2.822669914,A2O,39.915848,116.728973,8070.85,8070.8499999999985,12.948497267759562
13,34,2.2806724,129.91,72.04,18.7,36.66,5.18,45.47,10.89,14.67,2.27,20.02,11.25,1.93,0.47,0.27,5.061867267,A2O,39.83269,116.65978,8070.85,8070.8499999999985,12.948497267759562
14,38,19.4396172,13901.75,185.36,12.39,89.8,1.7,88.77,3.58,20.27,0.22,22.74,7.76,3.83,0.07,0.21,1.214083367,A2O,39.71863,115.96932,7792.13,7792.129999999999,13.710027322404372
15,40,2.2937044,1771,115.15,14.76,66.18,6.26,88.53,5.8,15.78,0.18,29.81,6.03,1.98,0.17,0.51,5.08018727,A2O,40.30054,116.68359,8716.09,8716.09,11.185546448087432
16,49,0.116202,83.7,169.3,35.27,57.11,8.56,74.15,7.06,21.4,1.19,25.01,11.52,2.7,0.32,0.4,2.984406476,A2O,39.915848,116.728973,8070.85,8070.8499999999985,12.948497267759562
17,54,0.1728188,0.28,130.61,34.82,13.03,6.19,14.48,7.36,11.97,2.59,16.47,8.38,3.6,0.28,0.38,3.96701117,A2O,39.74288,116.34033,7792.13,7792.129999999999,13.710027322404372
18,55,1.4377916,706,183.53,13.76,83.61,6.49,94.11,4.81,21.1,0.09,30.13,8.8,3.09,0.22,0.42,2.473935324,A2O,39.653165,116.666085,7996.75,7996.749999999999,13.150956284153006
19,56,35.37464,37962.98,300.51,19.87,116.31,0.92,122.67,2.34,30.83,0.26,41.67,7.85,4.25,0.1,0.44,1.567844926,A2O,39.0031999,117.71071,7835.25,7835.249999999999,13.59221311
20,59,12.4166,21443.67,276.24,13.74,108.05,2.56,106.94,2.27,26.02,0.15,33.47,6.78,4.33,0.22,0.4,1.523809524,A2O,39.14588,117.42336,7835.25,7835.249999999999,13.59221311
21,60,2.108288,1091.3,236.33,16.26,103.17,5.56,106.68,6.19,44.9,0.46,49.53,10.05,4.16,0.09,0.59,2.680965147,A2O,38.955388,117.715952,7835.25,7835.249999999999,13.59221311
22,61,1.1185076,405.53,250.01,42.36,113.79,8.78,103.33,6.73,29.4,3.42,35.36,13.21,2.28,0.46,0.16,0.77052733,A2O,38.827667,117.462164,7835.25,7835.249999999999,13.59221311
23,63,3.9814932,3070.24,359.73,27.91,159.46,7.34,89.07,6.53,26.72,2.3,40.83,11.71,2.83,0.35,0.52,1.567114701,A2O,38.85103,117.45906,7835.25,7835.249999999999,13.59221311
24,66,7.94952,1547.7,205.78,24.85,89.49,7.75,195.73,7.71,21.32,1.5,30.66,8.6,2.84,0.16,0.33,1.823909799,A2O,39.0031999,117.71071,7835.25,7835.249999999999,13.59221311
25,67,2.265396,4634,386.2,37.9,205.63,12.39,208.43,16.15,54.74,4.14,73.12,21.67,6.27,1.02,0.65,1.866207293,A2O,38.955388,117.715952,7835.25,7835.249999999999,13.59221311
26,70,10.819094,7859.9,173.84,18.76,73.32,3.2,95.57,4,20.89,0.3,27.81,7.38,2.87,0.09,0.37,2.38586536,A2O,39.290813,117.228324,8049.47,8049.469999999999,13.00691256830601
27,72,10.092198,23910.17,345.34,19.42,111.84,3.22,287.17,3.1,23.97,0.15,33.26,6.88,4.35,0.09,0.39,1.196612666,A2O,39.22748,117.03658,7860.05,7860.05,13.52445355191257
28,73,76.03448,87829.14,250.8,35.74,83.11,1.9,130.25,6.07,22.55,0.54,31.5,12.64,3.94,0.21,0.12,0.557983818,A2O,39.10498,117.07694,7860.05,7860.05,13.52445355191257
29,77,10.3001308,4750.2,134.16,9.6,42.6,3.53,136.01,5.66,14.56,0.67,19.08,8.8,2.96,0.22,0.17,1.36480411,A2O,38.961623,117.356792,7835.25,7835.249999999999,13.59221311
30,81,2.6859676,2314.7,337.62,34.81,101.74,5.11,95.04,4.89,10.85,0.31,13.42,4.79,1.36,0.17,0.47,1.552128397,A2O,39.9084385,117.2826404,8236.76,8236.76,12.49519126
31,82,9.6450556,11194.61,138.19,12.91,62.44,0.57,116.47,0.59,8.12,0.26,13.07,5.63,2.99,0.14,0.39,3.11302682,A2O,39.43851,117.01725,7996.75,7996.749999999999,13.150956284153006
32,83,0.8047984,1763.41,242.84,30.56,87.1,4.78,116.97,5.96,29.48,1.28,38.69,8.28,3.63,0.29,0.28,1.319012625,A2O,39.17232,116.93172,7860.05,7860.05,13.52445355191257
33,85,0.9430824,1062.5,300.98,24.16,142.6,6.46,149.24,6.07,24.69,0.4,44.76,8.6,2.86,0.22,0.47,1.697854201,A2O,39.32506,117.07973,7996.75,7996.749999999999,13.150956284153006
34,90,3.9604972,7033.34,195.66,17.45,103.35,4.5,64.19,2.7,52.66,0.32,56.61,5.22,4.12,0.08,0.4,2.244542955,A2O,39.37269,117.0397,7996.75,7996.749999999999,13.150956284153006
35,94,4.32228,7735.84,235.92,19.36,73.19,5.11,167.71,6.44,24.48,0.44,34.98,8.63,2.57,0.15,0.36,1.662356853,A2O,38.832931,117.064479,7860.05,7860.05,13.52445355191257
36,98,2.3338864,608.32,110.94,13.76,53.45,3.2,115.62,0.95,24.28,0.18,27.38,8.07,2.99,0.2,0.49,5.042189751,A2O,39.3809099,117.7475699,8049.47,8049.469999999999,13.00691256830601
37,107,7.5267764,5684.4,240.29,18.15,191.97,16.59,197.77,14.36,31.69,1.94,36.8,17.05,3.15,0.74,0.27,1.215449716,A2O,38.40632,115.34814,7509.2,7509.200000000001,14.483060109289616
38,111,2.3105012,596,132.79,13.99,66.55,4.51,83.3,5.86,25.13,0.55,30.88,9.04,1.87,0.13,0.32,2.693602694,A2O,38.83549,114.20005,8541.68,8541.68,11.66207650273224
39,112,17.2078148,8395.01,152.68,17.78,69.95,5.65,123.05,6.53,28.58,0.75,34.11,9.23,2.2,0.16,0.29,2.149740549,A2O,39.310476,115.90814,8188.24,8188.24,12.627759562841533
40,114,3.56208,1310.28,210.73,17.56,78.78,5.83,106.51,7.19,17.94,0.3,25.22,8.42,2.82,0.18,0.28,1.44950044,A2O,38.970838,115.852556,7616.84,7616.84,14.18896174863388
41,115,6.0000776,3552.18,163.06,10.94,67.18,3.29,104.41,5.08,15.45,0.26,24.85,9.52,2.14,0.26,0.23,1.511964239,A2O,39.06955,116.68849,7860.05,7860.05,13.52445355191257
42,118,8.8857968,8309,265.83,26.77,26.76,3.59,245.06,7.09,21.97,0.42,23.54,9.83,0.96,0.18,0.39,1.631389609,A2O,40.3915999,115.53071,9854.99,9854.99,8.073797814207651
43,120,4.0087156,1496.4,165.24,18.76,63.12,7.61,36.06,7.17,12.62,1.67,20.02,4.98,0.97,0.22,0.29,1.979792463,A2O,39.01071,115.35203,7616.84,7616.84,14.18896174863388
44,124,8.2355724,2155.6,212.61,33.62,105.56,1.96,126.18,4.48,27.04,2.04,33.06,9.21,3.4,0.12,0.31,1.731940332,A2O,38.9489199,115.32217,7616.84,7616.84,14.18896174863388
45,128,12.0908,151.49,80.9,25.25,21.08,7.83,91.34,8.17,10.1,0.58,33.68,9.61,1.68,0.27,0.41,7.367475292,A2O,38.3044099,116.83869,7744.55,7744.549999999999,13.840027322404374
46,131,3.1406396,1512.61,198.71,16.72,78.39,3.73,111.55,4.34,45.65,0.91,54.37,7.41,6.4,0.13,0.2,1.098961481,A2O,36.45647,114.52114,7064.44,7064.4400000000005,15.701612021857924
47,133,10.69348,4321.46,144.75,18.25,51.99,3.85,189.13,6.99,12.88,1.77,29.06,7.54,1.45,0.35,0.35,2.766798419,A2O,40.96993,117.81299,9722.95,9722.95,8.434562841530056
48,135,3.6068232,752.28,125.58,11.26,45.03,4.9,102.31,8.93,14.22,3.46,15.76,5.8,1.45,0.34,0.22,1.924422673,A2O,41.318765,117.733102,10346.94,10346.94,6.729672131147543
49,139,7.37032,9859.93,428.08,16.17,187.02,5.64,293.03,3.5,52.04,0.46,60.29,10.62,5.11,0.16,0.48,1.1653031,A2O,36.3808099,114.38581,7064.44,7064.4400000000005,15.701612021857924
50,142,6.1255468,15927.83,310.31,20.75,190.27,3.78,318.23,6.55,41.52,1.6,53.51,10,5.89,0.25,0.46,1.588617212,A2O,38.50012,115.04318,7569.12,7569.12,14.319344262295084
51,150,30.36456,26493.39,176.16,24.07,57.63,7.6,69.95,3.56,20.39,0.18,22.88,10.01,2.62,0.23,0.26,1.709514103,A2O,40.584949,115.090309,9950.47,9950.47,7.812923497
52,153,12.20664,17624,238.77,13.4,119.03,5.55,128.21,4.22,32.88,0.79,41.5,10.46,4.46,0.2,0.47,2.085459467,A2O,39.513328,116.685903,7996.75,7996.749999999999,13.150956284153006
53,155,5.2852,8817.96,194.72,26.74,65.45,10.88,79.59,6.02,24.7,1.02,32.67,8.96,4.33,0.42,0.31,1.845457793,A2O,37.4182599,116.19925,7411.1,7411.1,14.751092896174862
54,156,0.8733612,1.53,61.37,15.24,17.32,6.54,21.74,4.24,9.31,0.4,12.1,2.62,0.79,0.33,0.33,7.153696076,A2O,37.31187,115.80019,7334.99,7334.990000000002,14.960027322404372
55,160,1.0520444,433,217.31,15.81,105.05,6.07,67.13,7.3,24.4,0.79,43.53,9.27,3.37,0.29,0.52,2.580645161,A2O,36.481888,114.214838,7064.44,7064.4400000000005,15.701612021857924
56,161,0.20272,29.68,88.02,13.02,17.33,7.41,17.25,7,3.93,0.33,9.32,5.27,0.64,0.16,0.35,4.666666667,A2O,36.195819,114.914584,7007.52,7007.52,15.85519126
57,164,0.4075396,356.08,47.18,10.5,16.41,3.19,41.98,6.45,6.26,0.24,13.93,8.84,0.76,0.07,0.57,15.53980371,A2O,36.839499,114.649675,7236.75,7236.75,15.229562841530056
58,174,6.9838488,5043,289.11,35.33,181.16,15.54,132.05,14.07,19,2.32,30.87,11.13,3.62,0.67,0.34,1.339743085,A2O,37.98752,114.692814,7380.27,7380.27,14.83532786885246
59,178,1.4359092,1653.5,198.94,21.59,105.16,6.33,109.17,6.36,32.31,2.46,38.56,10.25,3.08,0.22,0.47,2.650126868,A2O,37.7673,115.75778,7470.91,7470.91,14.587677595628415
60,179,5.3100332,2251.79,182.95,18.72,45.62,5.3,44.77,6.45,18.01,0.8,26.24,7.42,3.23,0.15,0.29,1.765816233,A2O,37.7079499,115.6689,7334.99,7334.990000000002,14.960027322404372
61,182,10.8335016,14058,275.4,12.86,102.65,2,92.66,4.02,39.67,0.39,40.87,10.38,4.77,0.21,0.4,1.52357736,A2O,38.10026,114.56824,7415.32,7415.319999999999,14.739562841530056
62,184,4.748716,7982.78,641.1,29.99,215.46,8.59,267.06,7.96,61.86,0.97,80.39,10.24,6,0.31,0.61,0.998183633,A2O,40.378719,115.520514,9854.99,9854.99,8.073797814207651
63,185,2.37472,751.7,335.3,25.48,184.88,9.16,180.25,9.08,37.69,0.8,63.89,10.1,3.79,0.26,0.37,1.194241818,A2O,36.9203099,114.8782,7140.15,7140.15,15.492158469945355
64,193,9.2616976,8420,236.94,23.22,106.23,7.01,122.61,7.52,48.99,0.22,64.94,15.07,4.91,0.31,0.49,2.292719446,A2O,40.5918399,118.4157,9290.92,9290.919999999998,9.614972677595627
65,194,2.6210972,1756.65,182.18,17.38,51.52,4.66,105.76,6.65,13.54,0.96,17.24,8.6,1.93,0.16,0.55,3.337378641,A2O,39.48403,115.67323,8188.24,8188.24,12.627759562841533
66,195,5.7694112,1680,238.25,26.1,140.75,8.37,120.59,6.97,25.22,1.4,36.87,8.38,2.04,0.25,0.26,1.225547961,A2O,39.33241,114.75064,9580.24,9580.24,8.824480874
67,196,9.2441044,20950.35,245.19,16.05,158.15,1.07,112.26,3.93,30.56,0.83,36.67,9.61,3.01,0.27,0.56,2.443920747,A2O,39.58481,116.76421,7996.75,7996.749999999999,13.150956284153006
68,203,4.7004976,3235.7,176.09,29.19,44.07,1.72,172.9,5.95,8.48,0.43,18.93,5.27,1.76,0.08,0.57,3.880190606,A2O,38.55773,115.65031,7509.2,7509.200000000001,14.483060109289616
69,207,4.1631448,2930.42,161.15,14.34,52.84,3.73,90.51,2.61,35.26,0.29,38.18,8.81,3.56,0.18,0.2,1.36230502,A2O,36.8592046,115.5037489,7275.65,7275.65,15.121338797814207
70,208,5.96576,4404.02,156.25,17.42,62.74,4.4,75.36,6.06,24.51,1.87,53.11,8.03,2.68,0.16,0.3,2.160916228,A2O,36.35475,114.60132,7064.44,7064.4400000000005,15.701612021857924
71,209,5.6423492,4965.16,227.38,22.44,70.42,4.65,169.55,6.91,30.68,0.35,39.7,10.84,5.37,0.23,0.21,1.024690153,A2O,38.32452,114.4039,7604.3,7604.3,14.223224043715849
72,210,3.166052,790.46,98.29,12.72,54.8,4,100.1,3.86,12.36,0.27,19.82,9.7,1.49,0.17,0.36,4.207081921,A2O,37.36098,114.78115,7235.69,7235.69,15.230355191256832
73,217,0.714588,74.2,137.07,21.69,111.58,13.96,136.16,15.49,27.75,1.52,28.77,16.69,2.47,0.59,0.22,1.906742936,A2O,37.5833333,115.15188,7235.69,7235.69,15.230355191256832
74,220,10.45456,11542.62,182.22,17.86,64.22,2.8,73.78,6.81,20.13,0.25,25.04,6.36,2.85,0.06,0.27,1.642735459,A2O,39.71304,119.05583,8332.74,8332.740000000002,12.232950819672132
75,223,11.5768324,20693.34,377.15,29.09,164.66,2.13,197.32,8.32,24.85,0.7,35.69,9.49,4.34,0.18,0.24,0.689536287,A2O,39.79133,119.30176,8800.65,8800.650000000001,10.954508196721312
76,236,2.7759608,319.06,66.65,12.17,15.89,1.32,44.61,8.67,8.46,0.18,23.25,8.45,0.71,0.2,0.39,7.158590308,A2O,39.4256399,118.91252,8332.74,8332.740000000002,12.232950819672132
77,238,6.3030716,5852.06,382.16,16.11,117.79,6.52,522.95,7.5,17.91,0.84,41.33,11.36,5.61,0.35,0.5,1.365933616,A2O,36.5519499,113.67701,8057.33,8057.33,12.985437158469946
78,239,7.60924,5008,235.29,26.13,113.46,5.42,178.51,6.24,8.16,0.6,18.81,2.62,2.34,0.23,0.28,1.338688086,A2O,38.003644,115.604031,7470.91,7470.91,14.587677595628415
79,242,7.17665,2988,134.76,14.12,58.48,5.35,95.34,6.24,18.28,0.49,22.81,10.74,2.28,0.51,0.25,2.072281167,A2O,38.83636,115.14425,8110.13,8110.13,12.84117486338798
80,245,28.71384,51352,283.95,27.95,85.9,4.44,183.84,7.86,25.7,1.69,37.66,10.84,2.54,0.22,0.3,1.171875,A2O,39.61919,118.22743,8167.19,8167.19,12.685273224043716
81,246,9.1581656,3800.58,137.99,17.5,54.93,3.65,59.4,3.25,23.16,0.26,28.08,9.15,2.7,0.18,0.29,2.406838742,A2O,39.71036,118.453099,8332.74,8332.740000000002,12.232950819672132
82,253,3.97476,2351.95,119.73,15.29,50.76,4.54,59.23,3.14,21.32,0.32,28.23,15.9,3.02,0.77,0.21,2.010723861,A2O,40.1547699,118.35021,8443.53,8443.53,11.930245901639346
83,264,3.370944,1324.5,156.58,10.34,52.17,3.28,83.28,5.42,14.5,0.31,18.05,8.11,1.48,0.15,0.33,2.256564551,A2O,39.70443,116.90128,7996.75,7996.749999999999,13.150956284153006
84,270,3.5363056,3439.17,171.66,23.76,81.32,3.88,92.77,6.17,20.75,0.31,27.97,6.72,3.15,0.14,0.31,2.096010818,A2O,37.09329,114.790452,7140.15,7140.15,15.492158469945355
85,271,21.59692,16832.91,310.51,14.66,110.62,6.46,283.75,3.07,26.9,0.34,37.96,11.87,3.43,0.27,0.45,1.521041068,A2O,37.088413,114.580452,7236.75,7236.75,15.229562841530056
86,276,6.3373168,5910.46,334.22,17.67,139.02,5.88,179.88,4.88,22.24,0.86,32.88,10.92,3.73,0.4,0.25,0.78976465,A2O,40.418106,117.492798,9397.91,9397.91,9.322650273224044
87,278,3.3758672,3151.95,141.38,16.38,76.34,4.7,103.38,6.97,28.94,0.66,37.79,9.07,2.89,0.25,0.39,3.12,A2O,38.98151,116.11082,7781.5,7781.5,13.739071038251366
88,280,3.1978356,1111.31,233.75,30.97,91.81,9.13,91.48,7.75,18.65,2.03,26.9,8.87,2.28,0.22,0.26,1.28217773,A2O,39.30289,116.48338,7792.13,7792.129999999999,13.710027322404372
89,282,0.4654596,2.3,51.89,9.68,20.53,1.19,95.74,2.75,8.52,0.14,21.24,9.48,1.17,0.15,0.33,7.818052594,A2O,39.3530382,116.5464303,7792.13,7792.129999999999,13.710027322404372
90,285,5.22728,1463.88,135.6,10.92,72.92,2.8,130.81,2.77,13.67,1.3,18.61,8.16,2.65,0.65,0.24,1.924927815,A2O,37.33443,115.72868,7334.99,7334.990000000002,14.960027322404372
91,286,2.1218992,1108.7,183.88,11.44,94.18,7.68,167.51,7.09,23.18,0.67,41.64,7.92,3.69,0.21,0.32,1.855717931,A2O,37.54214,115.72291,7334.99,7334.990000000002,14.960027322404372
92,287,7.46444,3997.61,82.17,11.58,52.79,3.18,115.13,5.91,14.74,0.21,21.78,8.28,1.46,0.22,0.27,3.824904377,A2O,41.2054,114.75372,10701.48,10701.48,5.760983606557377
93,289,21.102428,2825,144.87,20.12,54.07,7.99,154.75,10.19,18.07,1.53,19.53,6.02,2.02,0.42,0.33,2.645290581,A2O,40.71689,114.87761,9950.47,9950.47,7.812923497
94,294,0.76744,1281.1,255.32,27.41,220,13.63,230,12.62,32.92,1.41,50,13.27,3,0.58,0.41,1.798955728,A2O,40.769699,114.820624,10701.48,10701.48,5.760983606557377
95,300,11.51884,16315.46,167.46,17.13,63.22,2.47,65.6,4.77,29.62,0.17,33.51,7.33,2.83,0.17,0.5,3.326016098,A2O,38.179469,114.982273,7380.27,7380.27,14.83532786885246
96,302,8.5972104,3705,186.8,17.22,73.34,5.87,78.11,6,18.67,0.77,29.18,5.42,1.87,0.14,0.23,1.356292016,A2O,39.95192,119.74002,8541.42,8541.42,11.662786885245902
97,303,1.1442096,1070,115.64,20.87,20.23,7.59,92.28,7.1,15.04,0.23,26.94,11.23,1.92,0.25,0.45,4.748338082,A2O,40.48452,115.28705,9950.47,9950.47,7.812923497
98,304,3.95304,1203,116.78,19.24,38.53,6.11,64.54,9.01,11,0.34,16.14,3.54,1.01,0.26,0.2,2.050440845,A2O,40.3891199,115.26158,9950.47,9950.47,7.812923497
99,306,0.5249,51.41,143.98,7.61,56.06,3.04,154.75,4.96,12.73,1.02,18.26,4.49,1.12,0.12,0.46,3.373175918,A2O,39.9983599,118.70073,8692.25,8692.25,11.25068306010929
100,307,1.2151616,732,296.59,30.02,131.17,7.63,135.78,7.89,51.07,0.69,58.78,13.46,4.18,0.3,0.35,1.312975954,A2O,36.411384,111.097327,8822.89,8822.89,10.893743169398906
101,315,2.3956436,2018.84,272.21,13.07,102.28,1.1,108.16,2.88,17.98,0.1,33.41,4.36,2.01,0.07,0.55,2.122404878,A2O,37.64253,112.35716,8446.57,8446.57,11.92193989071038
102,316,1.1657124,1100.5,54.36,12.19,21.9,3.47,46.18,6.48,18.4,0.18,24.58,9.29,2.06,0.22,0.48,11.38249941,A2O,36.65556,111.5534,8822.89,8822.89,10.893743169398906
103,317,2.6606276,2169.8,169.84,12.97,79.17,4.15,87.93,5.55,30.59,0.67,38.07,7.34,1.81,0.12,0.33,2.103652706,A2O,23.396801,111.714021,4772.83,4772.83,21.95948087431693
104,318,3.769144,4051.37,252.32,25.66,80.25,4.28,111.74,7.49,17.44,0.28,24.34,5.39,4.72,0.15,0.6,2.64713668,A2O,37.92375,112.22472,9075.31,9075.31,10.204071038251367
105,320,1.5230788,1683.6,263.84,19.73,106.33,7.89,101.96,7.14,27.85,1.82,34.32,9.67,3.61,0.12,0.57,2.335012904,A2O,37.325927,113.571888,8961.58,8961.580000000002,10.514808743169398
106,322,6.3237056,8615.72,396.23,29.99,117.51,4.38,112.17,6.59,59.74,0.98,68.16,13.36,4.99,0.29,0.56,1.529051988,A2O,35.61482,111.3511,7780.92,7780.919999999999,13.740655737704918
107,326,7.3887096,4309.5,307.16,26.1,128.3,7.97,127.16,8,43.1,0.97,54.2,11.29,4.63,0.25,0.4,1.423183662,A2O,37.0409482,111.927681,8693.72,8693.720000000001,11.246666666666668
108,328,17.7396652,12182.36,314.84,24.5,127.17,6.53,311.76,6.43,41.4,0.91,58.54,13.35,3.47,0.31,0.57,1.96321554,A2O,36.0523279,111.4972702,8013.29,8013.29,13.105765027322404
109,329,3.5322512,5012.11,312.29,18.84,128.19,6.54,289.92,7.07,49.67,0.57,67.06,12.5,4.65,0.32,0.55,1.874254558,A2O,36.06975,111.58481,8119.6,8119.599999999999,12.815300546448086
110,340,3.0678776,2040.3,372.98,22.33,132.13,7.23,107.14,6.65,35.62,1.06,53.47,11.74,4.56,0.23,0.44,1.254812491,A2O,35.64131,111.46967,7780.92,7780.919999999999,13.740655737704918
111,342,2.70414,779,214.44,28.67,97.47,8.03,131.5,8.1,24.32,0.72,36.39,8.03,2.61,0.11,0.59,3.175970286,A2O,36.25838,112.93989,8618.35,8618.349999999999,11.45259563
112,344,3.2954308,1523.46,127.25,17.21,34.61,3.11,120.43,5.41,27.89,0.83,40.88,8.05,3.64,0.35,0.25,2.271901127,A2O,35.61893,112.895149,8094.75,8094.75,12.883196721311476
113,345,0.8326,0.7,274.35,29.4,66,9.74,155.87,8.53,14,6.74,40.87,17.1,3.5,0.65,0.29,1.183915085,A2O,36.436749,112.97872,8618.35,8618.349999999999,11.45259563
114,346,0.91948,55.49,154.53,11.28,58.37,8.15,83.4,3.7,20.53,0.26,30.56,6.45,3.02,0.3,0.41,2.862129145,A2O,35.48104,112.5297,8101.27,8101.27,12.865382513661205
115,349,1.6164024,1231.92,197.44,31.8,90.53,3.4,115.88,7.22,27.98,1.67,31.08,5.83,2.71,0.21,0.35,2.11301618,A2O,36.5128,112.92409,8618.35,8618.349999999999,11.45259563
116,351,4.3768696,3626.61,89.04,11.94,35.1,5.04,112.27,5.52,11.6,0.56,18.06,8.5,1.53,0.31,0.3,3.891050584,A2O,37.8949799,113.17666,9259.07,9259.07,9.701994535519123
117,357,38.8832164,43438.51,385.54,23.42,208.74,3.58,120.02,4.87,46.27,1.57,56.08,13.13,4.75,0.09,0.35,0.966530432,A2O,37.80723,112.5574,9075.31,9075.31,10.204071038251367
118,369,0.5322124,14.03,33,12.42,8.19,3.08,30.95,7.23,2.07,1.13,3.5,1.7,0.26,0.11,0.22,10.68999028,A2O,35.676764,111.166226,7780.92,7780.919999999999,13.740655737704918
119,375,6.89972,7920,220.16,21.69,80.65,6.92,214.89,8.48,17.52,1.83,29.65,13.78,3.32,0.19,0.23,1.15886532,A2O,38.71069,112.71539,9630.39,9630.39,8.687459016393444
120,376,1.851992,2911.5,275.97,21.11,126.04,7.1,123.23,8.26,46.9,1.51,51.39,9.36,4.68,0.47,0.39,1.530251903,A2O,34.61397,110.30764,8150.77,8150.77,12.73013661202186
121,377,8.878412,8624.87,355.11,26.45,130.12,3.37,207.69,6.51,32.67,0.65,44.04,11.32,3.56,0.36,0.43,1.308342968,A2O,34.669006,110.43638,7740.7,7740.699999999999,13.85054644808743
122,379,35.651932,46991.06,276.19,21.45,104.98,3.81,118.43,5.66,28.35,0.89,47.88,11.71,4.77,0.26,0.39,1.530972757,A2O,36.20168,113.0937,9019.4,9019.4,10.356830601092897
123,381,3.1615632,2441.52,206.16,14.66,113.95,3.98,83.58,6.2,21.66,0.51,39.13,9.1,3.38,0.16,0.39,2.036553525,A2O,36.131981,112.890533,9019.4,9019.4,10.356830601092897
124,383,10.0439796,3800.53,499.74,26.68,157.74,7.92,110.33,6.94,23.03,1.07,29.92,6.4,2.45,0.28,0.5,1.056948379,A2O,37.93475,112.52411,9075.31,9075.31,10.204071038251367
125,389,6.1668872,8907.69,182.22,17.72,78.03,1.69,182.89,6.19,19.73,0.26,27.82,5.49,3.88,0.06,0.41,2.492401216,A2O,48.092613,123.465531,11560.22,11560.22,3.414699453551912
126,393,16.526748,10181.89,341.31,22.44,167.78,1.49,276.07,3.46,32.07,0.78,48.54,9.1,5.82,0.34,0.45,1.411233418,A2O,40.70894,111.57292,10137.01,10137.01,7.303251366120218
127,395,18.17964,16686.45,313.29,12.05,166.58,4.06,122.43,0.83,31.27,0.16,48.15,9,5.53,0.15,0.53,1.759394503,A2O,40.64346,109.91088,9542.68,9542.68,8.927103825136612
128,400,1.3394,1684.73,229.76,21.54,99.58,1.98,376.54,1.85,44.43,0.48,52.87,7.16,5.69,0.16,0.6,2.881567573,A2O,40.93372,113.207962,10839.41,10839.41,5.384125683060109
129,401,5.926664,4373.55,181.9,12.33,76.97,4.06,60.84,3.93,16.76,0.6,31.49,7.35,2.62,0.2,0.43,2.535825913,A2O,41.935977,118.710924,10424.02,10424.02,6.519071038251366
130,402,56.834,56935.05,277,18.36,96.43,2.46,291.87,4.51,37.21,0.25,47.21,9.03,4.63,0.12,0.26,1.005258274,A2O,42.28392,118.95848,10299.53,10299.53,6.859207650273225
