,Province,Treated volume,Sludge yield,CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Electricity consumption,Treatment process
382 ,Shanxi,252.78 ,1336.50 ,319.35 ,12.29 ,99.73 ,2.10 ,223.62 ,5.56 ,30.59 ,0.40 ,38.39 ,6.63 ,3.13 ,0.21 ,0.59 ,A2O
383 ,Shanxi,331.50 ,1409.40 ,254.53 ,32.25 ,119.90 ,6.08 ,105.75 ,7.46 ,30.39 ,1.38 ,40.63 ,10.76 ,3.89 ,0.35 ,0.53 ,OD
384 ,Shanxi,210.40 ,1683.60 ,263.84 ,19.73 ,106.33 ,7.89 ,101.96 ,7.14 ,27.85 ,1.82 ,34.32 ,9.67 ,3.61 ,0.12 ,0.57 ,A2O
385 ,Shanxi,251.29 ,1481.40 ,200.27 ,19.96 ,54.55 ,5.36 ,96.95 ,7.81 ,10.88 ,0.30 ,22.74 ,10.39 ,3.17 ,0.26 ,0.77 ,A2O
386 ,Shanxi,349.54 ,1537.24 ,259.63 ,38.00 ,108.79 ,7.10 ,153.12 ,7.52 ,25.82 ,2.19 ,42.02 ,11.02 ,3.03 ,0.24 ,0.37 ,A2O
387 ,Shanxi,142.91 ,1095.20 ,453.86 ,34.09 ,220.01 ,7.24 ,223.12 ,4.53 ,52.89 ,11.83 ,76.51 ,33.37 ,6.10 ,0.50 ,0.99 ,A2O
388 ,Shanxi,356.38 ,1648.00 ,400.84 ,35.77 ,195.55 ,1.67 ,210.04 ,3.97 ,71.75 ,1.41 ,85.89 ,13.65 ,6.62 ,0.30 ,0.57 ,A2O
389 ,Shanxi,560.66 ,2498.70 ,469.95 ,20.12 ,189.29 ,6.70 ,187.32 ,7.66 ,58.48 ,0.97 ,74.24 ,9.76 ,4.57 ,0.22 ,0.62 ,A2O
390 ,Shanxi,203.13 ,1029.70 ,347.75 ,18.83 ,127.16 ,7.08 ,153.57 ,6.55 ,75.43 ,0.18 ,95.10 ,14.19 ,7.84 ,0.13 ,0.55 ,A2O
391 ,Shanxi,254.65 ,1207.00 ,351.69 ,11.73 ,122.36 ,6.81 ,153.54 ,6.30 ,67.16 ,0.61 ,90.45 ,8.09 ,7.15 ,0.11 ,0.66 ,SBR
392 ,Shanxi,353.27 ,1915.10 ,364.18 ,30.68 ,180.35 ,9.25 ,178.07 ,8.25 ,43.51 ,2.66 ,53.00 ,12.41 ,4.05 ,0.35 ,0.54 ,A2O
393 ,Shanxi,1020.54 ,4309.50 ,307.16 ,26.10 ,128.30 ,7.97 ,127.16 ,8.00 ,43.10 ,0.97 ,54.20 ,11.29 ,4.63 ,0.25 ,0.40 ,A2O
394 ,Shanxi,1226.26 ,8624.87 ,355.11 ,26.45 ,130.12 ,3.37 ,207.69 ,6.51 ,32.67 ,0.65 ,44.04 ,11.32 ,3.56 ,0.36 ,0.43 ,A2O
395 ,Shanxi,1355.60 ,19736.94 ,537.05 ,29.48 ,237.08 ,1.71 ,322.51 ,6.34 ,30.38 ,1.42 ,35.68 ,5.77 ,3.04 ,0.15 ,0.51 ,CAS
396 ,Shanxi,1293.61 ,19696.37 ,527.22 ,30.59 ,232.58 ,1.87 ,321.83 ,7.63 ,30.12 ,1.67 ,35.47 ,7.86 ,3.00 ,0.16 ,0.47 ,SBR
397 ,Shanxi,1193.72 ,7367.55 ,245.76 ,28.98 ,109.72 ,5.37 ,118.41 ,5.24 ,25.03 ,0.50 ,30.47 ,11.94 ,3.05 ,0.30 ,0.40 ,A2O
398 ,Shanxi,328.00 ,751.70 ,335.30 ,25.48 ,184.88 ,9.16 ,180.25 ,9.08 ,37.69 ,0.80 ,63.89 ,10.10 ,3.79 ,0.26 ,0.37 ,A2O
399 ,Shanxi,450.32 ,780.10 ,283.93 ,16.52 ,102.89 ,7.85 ,109.33 ,7.83 ,40.44 ,0.95 ,50.73 ,10.85 ,3.06 ,0.26 ,0.47 ,OD
400 ,Shanxi,347.30 ,484.59 ,253.94 ,18.96 ,112.81 ,4.36 ,74.21 ,3.00 ,43.17 ,0.91 ,54.78 ,9.74 ,3.93 ,0.17 ,0.35 ,OD
401 ,Shanxi,299.63 ,3591.50 ,318.76 ,27.46 ,138.30 ,7.23 ,139.52 ,7.62 ,42.00 ,0.96 ,0.00 ,0.00 ,2.85 ,0.20 ,0.79 ,A2O
402 ,Shanxi,376.18 ,1167.00 ,299.08 ,24.61 ,112.64 ,7.25 ,179.34 ,7.05 ,35.89 ,1.54 ,54.97 ,9.53 ,3.63 ,0.25 ,0.48 ,OD
403 ,Shanxi,604.69 ,2731.10 ,220.19 ,21.88 ,70.70 ,7.45 ,73.63 ,6.74 ,22.85 ,1.03 ,47.12 ,11.61 ,2.80 ,0.24 ,0.32 ,OD
404 ,Shanxi,257.64 ,825.64 ,216.52 ,21.49 ,99.77 ,7.92 ,125.46 ,7.17 ,31.12 ,0.92 ,39.29 ,13.07 ,2.77 ,0.30 ,0.54 ,A2O
405 ,Shanxi,400.00 ,1693.94 ,397.06 ,18.50 ,134.50 ,5.05 ,392.78 ,7.57 ,63.22 ,0.44 ,67.10 ,10.39 ,11.10 ,1.26 ,0.51 ,AO
406 ,Shanxi,419.18 ,1808.00 ,346.30 ,30.42 ,180.36 ,6.39 ,156.72 ,5.92 ,39.22 ,1.06 ,50.74 ,13.27 ,4.18 ,0.29 ,0.32 ,A2O
407 ,Shanxi,1081.35 ,12151.00 ,270.30 ,29.83 ,141.70 ,5.29 ,170.40 ,7.24 ,38.64 ,0.63 ,64.27 ,11.34 ,3.54 ,0.24 ,0.35 ,OD
408 ,Shanxi,958.91 ,10144.23 ,235.08 ,18.76 ,116.17 ,6.78 ,198.06 ,9.99 ,27.58 ,0.50 ,34.97 ,13.87 ,3.50 ,0.26 ,0.54 ,A2O
409 ,Shanxi,2348.30 ,9135.70 ,187.99 ,18.28 ,92.77 ,7.11 ,129.23 ,4.75 ,27.45 ,1.09 ,38.78 ,11.43 ,3.16 ,0.15 ,0.39 ,CAS
410 ,Shanxi,469.76 ,694.02 ,275.48 ,19.55 ,101.84 ,7.12 ,161.42 ,7.21 ,31.37 ,0.17 ,55.78 ,9.79 ,3.72 ,0.16 ,0.46 ,A2O
411 ,Shanxi,424.17 ,1591.60 ,394.12 ,26.00 ,129.80 ,6.79 ,191.54 ,5.24 ,26.29 ,1.90 ,58.18 ,8.80 ,5.56 ,0.22 ,0.49 ,CAS
412 ,Shanxi,359.97 ,3437.00 ,247.38 ,16.90 ,149.86 ,8.71 ,118.97 ,7.54 ,19.70 ,1.90 ,36.61 ,10.91 ,3.01 ,0.38 ,0.44 ,A2O
413 ,Shanxi,530.57 ,7091.00 ,318.40 ,15.56 ,157.21 ,6.66 ,109.86 ,5.85 ,38.49 ,0.49 ,49.38 ,10.49 ,3.67 ,0.25 ,0.34 ,A2O
414 ,Shanxi,317.21 ,2087.00 ,358.44 ,26.84 ,150.42 ,7.66 ,166.61 ,1.56 ,35.47 ,0.83 ,54.76 ,8.90 ,2.63 ,0.16 ,0.37 ,A2O
415 ,Shanxi,278.00 ,1542.00 ,286.33 ,19.31 ,171.18 ,5.06 ,191.26 ,6.83 ,27.78 ,0.73 ,37.66 ,9.17 ,3.18 ,0.14 ,0.35 ,A2O
416 ,Shanxi,174.69 ,271.47 ,267.51 ,28.01 ,104.35 ,8.12 ,108.75 ,8.19 ,25.17 ,0.85 ,31.09 ,10.80 ,1.83 ,0.35 ,0.37 ,A2O
417 ,Shanxi,268.96 ,1863.20 ,329.61 ,26.04 ,179.69 ,7.42 ,185.56 ,7.38 ,36.56 ,0.51 ,39.16 ,10.66 ,3.10 ,0.31 ,0.61 ,SBR
418 ,Shanxi,166.07 ,1513.34 ,422.81 ,21.32 ,205.52 ,8.00 ,316.08 ,8.08 ,45.49 ,1.24 ,67.59 ,9.12 ,3.16 ,0.27 ,0.76 ,A2O
419 ,Shanxi,212.96 ,992.68 ,394.27 ,15.36 ,188.71 ,7.57 ,195.86 ,8.02 ,23.68 ,0.82 ,50.83 ,12.35 ,2.70 ,0.13 ,0.93 ,A2O
420 ,Shanxi,167.80 ,729.20 ,345.92 ,31.80 ,174.48 ,8.18 ,170.48 ,8.09 ,31.92 ,2.94 ,33.93 ,12.82 ,3.49 ,0.34 ,0.73 ,AO
421 ,Shanxi,128.88 ,238.71 ,399.21 ,25.65 ,199.39 ,8.58 ,167.04 ,7.51 ,39.15 ,1.23 ,52.08 ,4.11 ,3.76 ,0.41 ,1.25 ,A2O
422 ,Shanxi,953.44 ,5010.00 ,261.59 ,29.48 ,121.44 ,7.40 ,301.74 ,7.48 ,34.45 ,1.47 ,55.01 ,10.09 ,4.44 ,0.29 ,0.37 ,A2O
423 ,Shanxi,2450.23 ,12182.36 ,314.84 ,24.50 ,127.17 ,6.53 ,311.76 ,6.43 ,41.40 ,0.91 ,58.54 ,13.35 ,3.47 ,0.31 ,0.57 ,A2O
424 ,Shanxi,487.88 ,5012.11 ,312.29 ,18.84 ,128.19 ,6.54 ,289.92 ,7.07 ,49.67 ,0.57 ,67.06 ,12.50 ,4.65 ,0.32 ,0.55 ,A2O
425 ,Shanxi,371.39 ,1418.00 ,141.18 ,19.63 ,52.46 ,3.41 ,150.64 ,6.01 ,22.21 ,0.75 ,33.52 ,12.30 ,2.47 ,0.34 ,0.40 ,A2O
426 ,Shanxi,423.74 ,2040.30 ,372.98 ,22.33 ,132.13 ,7.23 ,107.14 ,6.65 ,35.62 ,1.06 ,53.47 ,11.74 ,4.56 ,0.23 ,0.44 ,A2O
427 ,Shanxi,615.22 ,4548.07 ,309.10 ,24.43 ,110.57 ,7.19 ,126.77 ,7.16 ,50.95 ,1.25 ,56.79 ,11.19 ,3.92 ,0.16 ,0.41 ,OD
428 ,Shanxi,221.33 ,2341.60 ,242.17 ,30.25 ,47.86 ,6.08 ,98.91 ,7.20 ,45.04 ,6.55 ,76.13 ,16.31 ,3.77 ,0.56 ,0.98 ,AO
429 ,Shanxi,1100.31 ,3846.50 ,244.75 ,21.05 ,119.99 ,7.37 ,188.95 ,7.39 ,25.29 ,1.84 ,38.92 ,12.75 ,2.76 ,0.21 ,0.33 ,AO
430 ,Shanxi,198.28 ,1653.50 ,198.94 ,21.59 ,105.16 ,6.33 ,109.17 ,6.36 ,32.31 ,2.46 ,38.56 ,10.25 ,3.08 ,0.22 ,0.47 ,A2O
431 ,Shanxi,138.03 ,512.50 ,179.83 ,12.46 ,129.02 ,6.26 ,128.28 ,6.00 ,27.87 ,1.58 ,36.05 ,10.88 ,2.18 ,0.30 ,0.59 ,SBR
432 ,Shanxi,143.36 ,1688.50 ,351.69 ,30.17 ,122.00 ,7.98 ,130.75 ,7.64 ,48.57 ,1.68 ,66.30 ,13.22 ,3.61 ,0.30 ,0.60 ,A2O
433 ,Shanxi,181.39 ,663.50 ,270.01 ,30.34 ,89.49 ,7.66 ,94.24 ,7.10 ,28.18 ,2.47 ,42.93 ,12.59 ,2.53 ,0.28 ,0.68 ,A2O
434 ,Shanxi,255.23 ,2517.76 ,268.28 ,29.56 ,150.55 ,8.68 ,171.26 ,8.53 ,41.80 ,2.30 ,52.23 ,11.41 ,3.36 ,0.25 ,0.57 ,A2O
435 ,Shanxi,92.83 ,467.80 ,287.05 ,23.02 ,92.76 ,7.38 ,127.57 ,6.59 ,26.26 ,1.14 ,42.19 ,9.59 ,3.19 ,0.18 ,0.60 ,Other
436 ,Shanxi,92.83 ,467.80 ,287.05 ,23.02 ,92.76 ,7.38 ,127.57 ,6.56 ,26.26 ,1.14 ,42.19 ,9.59 ,3.19 ,0.18 ,0.60 ,A2O
437 ,Shanxi,220.50 ,977.10 ,318.47 ,22.31 ,141.12 ,7.93 ,146.73 ,8.93 ,33.82 ,2.11 ,42.89 ,11.07 ,3.41 ,0.26 ,0.45 ,A2O
438 ,Shanxi,74.08 ,348.56 ,349.22 ,23.92 ,133.74 ,9.04 ,180.23 ,9.17 ,24.78 ,2.83 ,39.54 ,11.50 ,3.65 ,0.33 ,0.98 ,A2O
439 ,Shanxi,167.84 ,732.00 ,296.59 ,30.02 ,131.17 ,7.63 ,135.78 ,7.89 ,51.07 ,0.69 ,58.78 ,13.46 ,4.18 ,0.30 ,0.35 ,A2O
440 ,Shanxi,161.01 ,404.90 ,284.86 ,27.25 ,135.07 ,6.74 ,134.12 ,5.71 ,35.28 ,2.51 ,47.19 ,13.25 ,2.40 ,0.34 ,0.84 ,AO
441 ,Shanxi,873.44 ,8615.72 ,396.23 ,29.99 ,117.51 ,4.38 ,112.17 ,6.59 ,59.74 ,0.98 ,68.16 ,13.36 ,4.99 ,0.29 ,0.56 ,A2O
442 ,Shanxi,946.12 ,10902.00 ,329.12 ,13.09 ,113.42 ,4.79 ,134.09 ,7.88 ,21.64 ,0.69 ,34.77 ,10.09 ,3.31 ,0.20 ,0.39 ,A2O
443 ,Shanxi,563.99 ,13061.40 ,320.19 ,36.93 ,157.23 ,5.86 ,161.01 ,5.35 ,37.33 ,2.60 ,52.70 ,14.66 ,5.04 ,0.38 ,0.85 ,AO
444 ,Shanxi,1020.16 ,4490.50 ,201.90 ,20.49 ,100.22 ,3.69 ,86.80 ,2.78 ,24.27 ,0.88 ,41.09 ,12.08 ,3.17 ,0.26 ,0.53 ,CAS
445 ,Shanxi,690.70 ,6472.80 ,265.69 ,24.94 ,161.26 ,6.18 ,213.44 ,16.42 ,50.25 ,4.81 ,41.78 ,10.42 ,5.23 ,0.87 ,0.71 ,A2O
446 ,Shanxi,418.50 ,3331.50 ,358.05 ,33.30 ,157.97 ,9.83 ,132.87 ,8.70 ,57.51 ,6.03 ,62.97 ,9.71 ,11.13 ,2.03 ,0.88 ,OD
447 ,Shanxi,353.25 ,1628.40 ,263.56 ,18.34 ,125.37 ,6.26 ,304.03 ,6.42 ,30.05 ,3.84 ,75.73 ,14.72 ,3.54 ,0.49 ,0.95 ,OD
448 ,Shanxi,310.40 ,4458.00 ,248.08 ,20.20 ,96.78 ,7.44 ,119.28 ,6.11 ,32.75 ,1.90 ,58.42 ,14.08 ,2.18 ,0.73 ,0.68 ,A2O
449 ,Shanxi,415.29 ,5861.00 ,230.48 ,9.35 ,147.03 ,3.98 ,0.00 ,0.00 ,25.32 ,0.24 ,42.44 ,8.88 ,1.80 ,0.22 ,0.83 ,A2O
450 ,Shanxi,181.09 ,1402.60 ,235.78 ,28.89 ,171.91 ,7.17 ,177.84 ,10.21 ,23.80 ,1.81 ,39.71 ,15.73 ,1.87 ,0.41 ,0.62 ,A2O
451 ,Shanxi,377.97 ,4663.50 ,244.33 ,16.82 ,101.25 ,7.21 ,135.72 ,7.11 ,28.49 ,0.59 ,34.58 ,10.81 ,4.47 ,0.31 ,0.48 ,A2O
452 ,Shanxi,126.01 ,73.45 ,159.60 ,16.50 ,82.15 ,7.07 ,71.30 ,7.25 ,20.92 ,0.80 ,29.65 ,10.05 ,1.76 ,0.36 ,0.84 ,AO
453 ,Shanxi,326.84 ,1552.00 ,175.08 ,13.27 ,100.56 ,5.92 ,43.87 ,5.41 ,14.65 ,0.56 ,40.61 ,14.98 ,1.28 ,0.33 ,0.86 ,A2O
454 ,Shanxi,138.46 ,605.45 ,408.44 ,14.26 ,214.27 ,4.55 ,200.82 ,2.08 ,41.74 ,1.32 ,63.99 ,9.26 ,3.47 ,0.16 ,0.50 ,SBR
455 ,Shanxi,722.90 ,5926.00 ,413.15 ,30.07 ,171.46 ,7.64 ,336.21 ,6.89 ,53.70 ,1.49 ,65.37 ,13.22 ,5.13 ,0.26 ,0.64 ,A2O
456 ,Shanxi,374.50 ,4741.20 ,249.00 ,15.44 ,132.30 ,6.73 ,177.18 ,7.69 ,55.26 ,0.63 ,64.37 ,10.70 ,4.66 ,0.15 ,0.59 ,A2O
457 ,Shanxi,396.46 ,1168.93 ,293.15 ,28.50 ,148.04 ,37.92 ,136.78 ,2.29 ,59.93 ,1.27 ,62.31 ,10.50 ,7.91 ,0.30 ,0.64 ,A2O
458 ,Shanxi,6803.24 ,55242.61 ,623.40 ,21.42 ,260.68 ,3.42 ,525.15 ,5.33 ,25.63 ,1.62 ,58.66 ,12.82 ,10.40 ,0.39 ,0.33 ,OD
459 ,Inner Mongolia,4025.77 ,40853.11 ,642.42 ,20.59 ,268.29 ,3.44 ,582.29 ,5.46 ,32.38 ,1.38 ,62.34 ,11.02 ,11.20 ,0.28 ,0.33 ,A2O
460 ,Inner Mongolia,1460.98 ,16843.32 ,345.76 ,20.90 ,160.02 ,3.28 ,232.24 ,4.74 ,34.27 ,1.78 ,52.24 ,11.56 ,6.42 ,0.29 ,0.56 ,A2O
461 ,Inner Mongolia,2841.35 ,18872.92 ,402.52 ,25.05 ,177.24 ,5.87 ,345.93 ,4.51 ,38.93 ,0.60 ,59.52 ,7.98 ,5.59 ,0.25 ,0.54 ,SBR
462 ,Inner Mongolia,2282.70 ,10181.89 ,341.31 ,22.44 ,167.78 ,1.49 ,276.07 ,3.46 ,32.07 ,0.78 ,48.54 ,9.10 ,5.82 ,0.34 ,0.45 ,A2O
463 ,Inner Mongolia,314.37 ,1839.00 ,297.86 ,25.52 ,154.51 ,5.09 ,97.05 ,6.26 ,57.13 ,1.47 ,69.61 ,8.32 ,4.66 ,0.23 ,0.48 ,OD
464 ,Inner Mongolia,294.32 ,5488.00 ,345.27 ,20.21 ,163.43 ,6.57 ,111.09 ,7.03 ,35.56 ,1.04 ,41.02 ,10.72 ,3.94 ,0.39 ,0.62 ,CAS
465 ,Inner Mongolia,113.99 ,188.80 ,374.97 ,32.34 ,218.48 ,3.83 ,110.19 ,5.11 ,48.47 ,1.96 ,120.27 ,9.16 ,9.20 ,0.32 ,0.59 ,AO
466 ,Inner Mongolia,111.66 ,231.83 ,226.05 ,20.76 ,115.86 ,5.17 ,108.77 ,6.91 ,88.41 ,1.25 ,100.47 ,11.21 ,5.75 ,0.21 ,0.72 ,CAS
467 ,Inner Mongolia,256.12 ,773.80 ,123.25 ,12.41 ,35.95 ,2.15 ,129.92 ,5.50 ,9.32 ,0.47 ,21.21 ,7.38 ,1.46 ,0.23 ,0.64 ,Other
468 ,Inner Mongolia,2338.72 ,29221.72 ,1097.16 ,24.31 ,549.51 ,2.85 ,781.45 ,7.85 ,64.29 ,1.56 ,101.19 ,11.81 ,15.31 ,0.27 ,0.70 ,A2O
469 ,Inner Mongolia,1415.39 ,14858.41 ,832.70 ,34.13 ,381.72 ,5.38 ,563.06 ,7.50 ,53.35 ,2.01 ,62.79 ,9.78 ,14.37 ,0.32 ,0.51 ,A2O
470 ,Inner Mongolia,5492.46 ,51371.40 ,1138.87 ,25.42 ,451.59 ,8.24 ,1154.33 ,6.08 ,63.08 ,1.52 ,77.07 ,12.67 ,11.04 ,0.20 ,0.44 ,CAS
471 ,Inner Mongolia,1028.21 ,11734.79 ,382.37 ,22.95 ,213.42 ,4.00 ,464.58 ,6.06 ,48.53 ,1.21 ,66.64 ,12.67 ,5.67 ,0.46 ,0.39 ,A2O
472 ,Inner Mongolia,118.80 ,0.67 ,50.88 ,15.24 ,14.40 ,3.04 ,16.29 ,6.22 ,3.89 ,2.07 ,18.19 ,13.30 ,0.60 ,0.19 ,0.85 ,CAS
473 ,Inner Mongolia,159.50 ,550.50 ,100.71 ,28.03 ,42.14 ,4.14 ,32.18 ,9.82 ,23.34 ,0.93 ,26.54 ,16.55 ,2.37 ,0.68 ,0.90 ,CAS
474 ,Inner Mongolia,1318.37 ,15079.84 ,282.08 ,17.95 ,200.02 ,2.48 ,363.16 ,6.47 ,43.22 ,0.98 ,56.93 ,13.15 ,5.93 ,0.38 ,0.39 ,A2O
475 ,Inner Mongolia,303.17 ,2428.00 ,165.28 ,23.70 ,86.91 ,5.60 ,125.82 ,6.86 ,45.39 ,3.11 ,50.33 ,10.88 ,5.04 ,0.41 ,0.58 ,A2O
476 ,Inner Mongolia,170.12 ,4604.50 ,309.07 ,29.64 ,137.56 ,7.77 ,56.03 ,6.78 ,112.35 ,0.77 ,99.29 ,10.02 ,8.14 ,1.26 ,0.92 ,SBR
477 ,Inner Mongolia,101.83 ,120.00 ,274.94 ,25.94 ,116.56 ,7.25 ,83.99 ,8.42 ,60.71 ,3.18 ,79.80 ,32.36 ,6.71 ,2.85 ,0.53 ,CAS
478 ,Inner Mongolia,1235.29 ,18956.00 ,544.49 ,36.26 ,358.59 ,8.24 ,552.14 ,8.34 ,58.01 ,2.81 ,74.27 ,13.93 ,8.14 ,0.19 ,0.98 ,CAS
479 ,Inner Mongolia,335.65 ,0.00 ,481.35 ,22.70 ,229.27 ,9.32 ,330.15 ,9.13 ,91.86 ,2.38 ,88.25 ,11.33 ,6.75 ,0.35 ,0.77 ,OD
480 ,Inner Mongolia,869.80 ,3220.00 ,344.54 ,21.80 ,131.66 ,4.80 ,174.64 ,7.92 ,59.94 ,0.37 ,71.71 ,10.39 ,5.21 ,0.15 ,0.62 ,OD
481 ,Inner Mongolia,2854.47 ,17799.00 ,496.39 ,66.46 ,171.76 ,20.32 ,190.06 ,17.65 ,43.44 ,7.62 ,62.58 ,20.94 ,5.62 ,1.79 ,0.29 ,AO
482 ,Inner Mongolia,1777.73 ,11036.00 ,482.37 ,23.11 ,165.72 ,13.72 ,189.08 ,14.09 ,43.87 ,1.09 ,62.38 ,13.09 ,5.67 ,0.47 ,0.42 ,CAS
483 ,Inner Mongolia,466.88 ,1797.40 ,139.59 ,21.87 ,74.68 ,5.09 ,112.75 ,7.07 ,18.61 ,1.48 ,31.89 ,14.00 ,2.22 ,0.22 ,0.50 ,Other
484 ,Inner Mongolia,3447.27 ,31406.00 ,987.90 ,14.32 ,330.36 ,5.93 ,219.47 ,5.71 ,37.97 ,0.51 ,105.04 ,9.90 ,25.08 ,0.35 ,0.39 ,CAS
485 ,Inner Mongolia,625.02 ,3753.00 ,448.05 ,24.74 ,225.70 ,6.59 ,149.25 ,6.74 ,41.38 ,0.46 ,65.85 ,12.79 ,6.02 ,0.25 ,0.62 ,A2O
486 ,Inner Mongolia,622.13 ,3388.40 ,293.87 ,21.66 ,61.23 ,5.14 ,77.92 ,5.33 ,32.60 ,0.50 ,37.55 ,9.50 ,2.33 ,0.19 ,0.47 ,A2O
487 ,Inner Mongolia,847.82 ,979.40 ,253.49 ,26.57 ,153.80 ,4.65 ,186.66 ,5.40 ,38.28 ,0.46 ,81.77 ,10.56 ,6.98 ,0.18 ,0.46 ,A2O
488 ,Inner Mongolia,523.71 ,3762.00 ,378.95 ,37.79 ,219.53 ,8.44 ,234.31 ,8.31 ,65.69 ,1.02 ,91.40 ,29.18 ,8.48 ,0.30 ,0.90 ,A2O
489 ,Inner Mongolia,423.30 ,2193.00 ,600.21 ,25.31 ,197.79 ,6.11 ,188.34 ,6.59 ,59.37 ,2.27 ,78.11 ,19.47 ,7.90 ,0.29 ,0.56 ,A2O
490 ,Inner Mongolia,890.74 ,7495.00 ,443.64 ,22.94 ,133.05 ,6.02 ,154.31 ,6.84 ,56.59 ,1.25 ,81.15 ,24.29 ,6.28 ,0.26 ,0.34 ,A2O
491 ,Inner Mongolia,818.51 ,4373.55 ,181.90 ,12.33 ,76.97 ,4.06 ,60.84 ,3.93 ,16.76 ,0.60 ,31.49 ,7.35 ,2.62 ,0.20 ,0.43 ,A2O
492 ,Inner Mongolia,1279.23 ,8420.00 ,236.94 ,23.22 ,106.23 ,7.01 ,122.61 ,7.52 ,48.99 ,0.22 ,64.94 ,15.07 ,4.91 ,0.31 ,0.49 ,A2O
493 ,Inner Mongolia,940.65 ,6395.50 ,480.13 ,23.19 ,147.80 ,6.17 ,153.45 ,6.66 ,61.89 ,0.32 ,89.45 ,13.67 ,9.04 ,0.33 ,0.43 ,A2O
494 ,Inner Mongolia,3827.51 ,32180.32 ,393.93 ,29.86 ,238.43 ,6.42 ,176.38 ,6.31 ,57.99 ,0.26 ,76.66 ,8.82 ,8.21 ,0.15 ,0.36 ,A2O
495 ,Inner Mongolia,862.74 ,6489.88 ,377.74 ,34.47 ,133.02 ,7.63 ,181.50 ,11.60 ,50.80 ,3.06 ,95.15 ,33.27 ,9.82 ,1.02 ,0.64 ,A2O
496 ,Inner Mongolia,216.30 ,746.40 ,304.05 ,20.80 ,154.77 ,7.06 ,155.61 ,11.98 ,50.61 ,0.76 ,66.38 ,25.61 ,12.82 ,1.83 ,0.56 ,SBR
497 ,Inner Mongolia,529.38 ,4689.00 ,564.40 ,22.07 ,205.33 ,8.34 ,287.13 ,5.01 ,35.01 ,0.95 ,38.48 ,10.13 ,7.33 ,0.19 ,0.74 ,CAS
498 ,Inner Mongolia,964.50 ,5043.00 ,289.11 ,35.33 ,181.16 ,15.54 ,132.05 ,14.07 ,19.00 ,2.32 ,30.87 ,11.13 ,3.62 ,0.67 ,0.34 ,A2O
499 ,Inner Mongolia,142.18 ,2084.00 ,441.13 ,25.78 ,117.96 ,6.86 ,120.22 ,7.06 ,83.24 ,1.24 ,95.42 ,10.68 ,8.48 ,0.19 ,1.74 ,CAS
500 ,Inner Mongolia,101.12 ,81.78 ,307.74 ,32.85 ,160.77 ,7.72 ,219.05 ,5.04 ,36.47 ,2.87 ,65.81 ,37.36 ,3.86 ,0.77 ,0.79 ,A2O
501 ,Inner Mongolia,303.45 ,36.00 ,209.15 ,24.87 ,107.10 ,5.77 ,102.11 ,5.61 ,47.69 ,0.66 ,52.17 ,11.65 ,4.29 ,0.21 ,0.52 ,Other
502 ,Inner Mongolia,771.00 ,3100.50 ,441.94 ,22.02 ,201.29 ,8.57 ,170.07 ,7.70 ,50.21 ,2.22 ,64.30 ,13.98 ,2.89 ,0.13 ,0.39 ,A2O
503 ,Inner Mongolia,1339.69 ,16678.00 ,637.31 ,19.42 ,164.10 ,7.17 ,299.84 ,7.01 ,21.46 ,1.32 ,43.13 ,9.79 ,6.99 ,0.11 ,0.64 ,CAS
504 ,Inner Mongolia,2218.49 ,4158.63 ,363.34 ,23.30 ,127.55 ,6.26 ,118.93 ,5.59 ,45.31 ,1.72 ,52.02 ,9.11 ,4.61 ,0.20 ,0.61 ,A2O
505 ,Inner Mongolia,476.24 ,14545.32 ,548.63 ,20.09 ,226.98 ,3.37 ,339.68 ,6.43 ,53.96 ,0.23 ,69.17 ,8.83 ,7.11 ,0.08 ,0.93 ,Other
506 ,Inner Mongolia,413.57 ,3345.00 ,311.28 ,16.33 ,157.89 ,5.59 ,148.51 ,4.47 ,40.76 ,0.51 ,58.58 ,6.13 ,4.98 ,0.19 ,0.88 ,OD
507 ,Inner Mongolia,681.75 ,3414.00 ,615.26 ,21.41 ,351.08 ,7.57 ,177.14 ,7.38 ,63.46 ,0.83 ,72.03 ,8.93 ,7.55 ,0.21 ,1.27 ,OD
508 ,Inner Mongolia,845.42 ,18071.00 ,359.17 ,17.97 ,174.52 ,4.84 ,135.66 ,5.37 ,30.46 ,1.67 ,45.81 ,10.50 ,4.27 ,0.10 ,0.61 ,OD
509 ,Inner Mongolia,106.54 ,607.60 ,402.07 ,24.26 ,185.85 ,7.52 ,154.58 ,7.03 ,74.07 ,0.63 ,84.06 ,6.70 ,7.45 ,0.06 ,1.62 ,A2O
510 ,Inner Mongolia,21.34 ,351.20 ,1185.73 ,37.00 ,81.69 ,6.83 ,53.30 ,6.46 ,92.73 ,4.34 ,110.05 ,17.55 ,5.52 ,0.40 ,1.97 ,AO
511 ,Inner Mongolia,194.77 ,1224.53 ,600.28 ,21.16 ,137.06 ,1.72 ,119.56 ,4.17 ,45.83 ,0.36 ,48.12 ,13.28 ,4.63 ,0.12 ,1.38 ,OD
512 ,Inner Mongolia,166.14 ,1574.80 ,296.57 ,23.26 ,74.34 ,4.89 ,186.67 ,15.52 ,72.51 ,1.99 ,56.02 ,10.43 ,3.43 ,0.21 ,0.51 ,A2O
