OID_,Capacity__10000_ton_,Actual_volume_in_2019__10000_ton_,Sludge_yield,CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Electricity_consumption,Treatment_process,Latitude,Longitude
1376,5,1026.299999999999955,3302.000000000000000,247.300000000000011,30.570000000000000,113.359999999999999,3.040000000000000,66.980000000000004,6.420000000000000,49.719999999999999,0.72,58.909999999999997,11.699999999999999,5.500000000000000,0.27,0.29,A2O,33.537168999999999,117.581435999999997
1377,5,305.800000000000011,1394.569999999999936,191.710000000000008,18.699999999999999,80.750000000000000,5.320000000000000,85.340000000000003,11.390000000000001,31.289999999999999,1.090000000000000,37.229999999999997,12.240000000000000,3.230000000000000,0.46,0.26,CAS,34.294049899999997,116.931330000000003
1378,1,10.600000000000000,0,192.889999999999986,10.199999999999999,105.609999999999999,6.850000000000000,200.319999999999993,6.670000000000000,29.920000000000002,0.59,39.409999999999997,9.980000000000000,6.480000000000000,0.35,1.200000000000000,A2O,34.141457000000003,117.027704000000000
1379,8,1825.000000000000000,5418.810000000000400,104.799999999999997,11.160000000000000,58.840000000000003,8.260000000000000,115.540000000000006,6.380000000000000,21.620000000000001,0.46,25.969999999999999,9.010000000000000,1.280000000000000,0.25,0.19,A2O,33.598166900000002,116.992935399999993
1380,1.5,229.599999999999994,1291.400000000000091,148.659999999999997,18.430000000000000,57.530000000000001,6.310000000000000,153.879999999999995,7.830000000000000,18.590000000000000,1.030000000000000,30.840000000000000,12.690000000000000,2.250000000000000,0.36,0.57,CAS,33.646139900000001,116.963909999999998
1381,2,347.199999999999989,886.000000000000000,106.030000000000001,21.219999999999999,34.750000000000000,4.490000000000000,93.420000000000002,8.630000000000001,21.660000000000000,0.88,29.649999999999999,6.310000000000000,1.290000000000000,0.43,0.21,OD,33.552090000000000,117.130290000000002
1382,3,1189.799999999999955,0,217.659999999999997,20.120000000000001,74.480000000000004,6.810000000000000,177.219999999999999,6.780000000000000,27.270000000000000,0.75,34.030000000000001,9.100000000000000,4.050000000000000,0.33,0.08,SBR,30.897503000000000,119.415001000000004
1383,1,213.460000000000008,798.700000000000045,379.160000000000025,25.399999999999999,113.109999999999999,7.920000000000000,185.750000000000000,7.350000000000000,68.939999999999998,1.310000000000000,93.299999999999997,23.340000000000000,2.270000000000000,0.41,0.46,A2O,31.201449900000000,119.108829999999998
1384,1,203.550000000000011,1029.700000000000045,347.750000000000000,18.829999999999998,127.159999999999997,7.080000000000000,153.569999999999993,6.550000000000000,75.430000000000007,0.18,95.099999999999994,14.190000000000000,7.840000000000000,0.13,0.55,A2O,31.123753000000001,119.183059000000000
1385,0.5,49.600000000000001,1.250000000000000,72.709999999999994,11.390000000000001,24.289999999999999,3.280000000000000,32.750000000000000,8.039999999999999,11.100000000000000,0.67,13.220000000000001,5.300000000000000,1.480000000000000,0.48,0.42,Other,31.068069999999999,119.562010000000001
1386,3,933.850000000000023,4126.000000000000000,119.980000000000004,19.059999999999999,46.770000000000003,3.770000000000000,163.780000000000001,7.900000000000000,16.590000000000000,2.040000000000000,21.789999999999999,9.440000000000000,1.620000000000000,0.63,0.19,A2O,30.915350000000000,119.441140000000004
1387,1,132.759999999999991,174.099999999999994,333.550000000000011,31.020000000000000,57.700000000000003,10.740000000000000,106.799999999999997,7.040000000000000,36.439999999999998,3.540000000000000,41.100000000000001,13.880000000000001,3.230000000000000,0.31,0.38,CAS,31.068069999999999,119.562010000000001
1388,0.5,49.820000000000000,327.230000000000018,173.060000000000002,21.820000000000000,74.280000000000001,7.520000000000000,158.180000000000007,14.380000000000001,27.280000000000001,1.530000000000000,32.180000000000000,13.619999999999999,2.500000000000000,0.49,0.67,OD,30.050350000000002,118.574610000000007
1389,1.5,396.000000000000000,1089.710000000000036,116.689999999999998,11.560000000000000,38.509999999999998,3.640000000000000,39.600000000000001,3.380000000000000,20.160000000000000,0.72,27.969999999999999,8.490000000000000,1.560000000000000,0.19,0.39,A2O,29.988493999999999,118.544309999999996
1390,4,1136.460000000000036,5416.199999999999818,139.310000000000002,17.480000000000000,53.250000000000000,4.830000000000000,70.700000000000003,10.320000000000000,15.029999999999999,0.77,18.590000000000000,7.590000000000000,1.760000000000000,0.4,0.2,OD,30.696138000000001,118.414773999999994
1391,2,740.700000000000045,4005.099999999999909,190.759999999999991,16.250000000000000,75.310000000000002,5.120000000000000,128.360000000000014,5.510000000000000,19.239999999999998,0.76,24.510000000000002,12.619999999999999,2.740000000000000,0.36,0.29,SBR,31.129059999999999,119.185810000000004
1392,1,36.579999999999998,181.800000000000011,25.829999999999998,6.150000000000000,10.820000000000000,0.5,25.289999999999999,3.820000000000000,11.980000000000000,0.26,18.559999999999999,9.630000000000001,1.100000000000000,0.31,0.66,CAS,31.201449900000000,119.108829999999998
1393,0.5,32.700000000000003,163.509999999999991,167.180000000000007,34.180000000000000,61.149999999999999,8.680000000000000,76.189999999999998,7.320000000000000,20.460000000000001,1.890000000000000,25.370000000000001,11.810000000000000,3.090000000000000,0.35,0.33,A2O,31.261022000000001,119.211293999999995
1394,0.5,150.650000000000006,360.000000000000000,162.030000000000001,13.180000000000000,64.810000000000002,4.870000000000000,182.310000000000002,7.170000000000000,34.240000000000002,1.120000000000000,35.920000000000002,9.650000000000000,2.590000000000000,0.28,0.31,A2O,30.606568800000002,118.977590100000000
1395,0.5,126.239999999999995,568.700000000000045,133.810000000000002,17.510000000000002,49.680000000000000,3.970000000000000,151.289999999999992,4.450000000000000,20.460000000000001,0.76,32.750000000000000,11.660000000000000,3.220000000000000,0.18,0.4,SBR,30.718499999999999,118.911519999999996
1396,0.5,40.409999999999997,0,143.210000000000008,11.789999999999999,101.790000000000006,3.390000000000000,119.129999999999995,3.200000000000000,17.850000000000001,0.1,18.949999999999999,1.010000000000000,2.610000000000000,0.04,0.51,CAS,30.327049899999999,118.759940000000000
1397,10,3006.670000000000073,9901.000000000000000,103.120000000000005,9.990000000000000,71.109999999999999,6.890000000000000,102.189999999999998,4.340000000000000,16.910000000000000,0.45,27.730000000000000,10.760000000000000,2.410000000000000,0.24,0.23,OD,30.977010000000000,118.751069999999999
1398,0.5,45.829999999999998,283.899999999999977,218.020000000000010,11.970000000000001,97.060000000000002,1.980000000000000,86.390000000000001,8.770000000000000,20.920000000000002,0.23,43.840000000000003,11.190000000000000,1.630000000000000,0.33,0.34,OD,30.811370000000000,118.942459999999997
1399,3.3,524.289999999999964,3762.000000000000000,378.949999999999989,37.789999999999999,219.530000000000001,8.440000000000000,234.310000000000002,8.310000000000000,65.689999999999998,1.020000000000000,91.400000000000006,29.180000000000000,8.480000000000000,0.3,0.9,A2O,31.270098999999998,118.386630999999994
1400,1.5,61.310000000000002,157.110000000000014,251.439999999999998,24.260000000000002,65.489999999999995,5.360000000000000,86.790000000000006,5.720000000000000,17.510000000000002,1.420000000000000,29.510000000000002,7.550000000000000,1.030000000000000,0.08,0.3,A2O,31.118200000000002,118.827060000000003
1401,0.5,45.009999999999998,249.069999999999993,265.759999999999991,13.289999999999999,152.490000000000009,2.360000000000000,267.379999999999995,4.030000000000000,14.890000000000001,0.63,24.789999999999999,9.160000000000000,4.100000000000000,0.06,0.43,CAS,31.214129000000000,118.923779999999994
1402,4,1521.900000000000091,8627.200000000000728,163.860000000000014,16.579999999999998,76.450000000000003,2.620000000000000,81.750000000000000,4.410000000000000,17.070000000000000,0.32,23.160000000000000,9.670000000000000,2.590000000000000,0.23,0.13,A2O,33.939779999999999,116.789550000000006
1403,1,51.530000000000001,36.600000000000001,137.530000000000001,21.710000000000001,112.079999999999998,15.820000000000000,135.919999999999987,16.160000000000000,27.949999999999999,1.540000000000000,29.180000000000000,16.789999999999999,2.540000000000000,0.62,0.23,A2O,24.884810000000002,115.706469999999996
1404,0.5,94.000000000000000,196.699999999999989,89.969999999999999,20.579999999999998,95.640000000000001,11.500000000000000,16.000000000000000,4.000000000000000,12.369999999999999,3.170000000000000,23.390000000000001,10.460000000000001,2.260000000000000,0.38,0.43,OD,27.814759899999999,114.691909899999999
1405,3,832.899999999999977,6744.640000000000327,188.310000000000002,10.330000000000000,98.870000000000005,3.450000000000000,177.189999999999998,4.020000000000000,19.469999999999999,0.21,26.329999999999998,9.180000000000000,2.680000000000000,0.13,0.54,A2O,27.792850000000001,114.698013000000003
1406,2,442.060000000000002,1914.559999999999945,94.030000000000001,22.199999999999999,63.240000000000002,2.270000000000000,189.740000000000009,7.080000000000000,15.039999999999999,0.08,20.020000000000000,7.430000000000000,5.620000000000000,0.19,0.47,A2O,28.247709900000000,116.603340000000003
1407,12,3847.840000000000146,32968.559999999997672,191.189999999999998,23.329999999999998,101.950000000000003,6.090000000000000,115.170000000000002,5.830000000000000,20.100000000000001,0.52,32.990000000000002,7.620000000000000,2.530000000000000,0.18,0.28,A2O,27.947809899999999,116.358090000000004
1408,2,332.759999999999991,366.839999999999975,138.979999999999990,24.260000000000002,95.590000000000003,7.140000000000000,140.849999999999994,7.920000000000000,15.960000000000001,0.42,18.789999999999999,9.420000000000000,2.450000000000000,0.18,0.27,OD,27.947809899999999,116.358090000000004
1409,1,161.000000000000000,2573.829999999999927,485.290000000000020,25.789999999999999,143.729999999999990,8.380000000000001,111.090000000000003,16.309999999999999,63.990000000000002,1.260000000000000,57.490000000000002,11.580000000000000,6.430000000000000,0.41,0.56,SBR,25.932262699999999,114.945831100000007
1410,8,3042.219999999999800,9611.129999999999200,291.709999999999980,26.160000000000000,100.040000000000006,6.580000000000000,168.900000000000006,3.840000000000000,24.579999999999998,0.31,35.920000000000002,8.440000000000000,8.010000000000000,0.09,0.41,OD,25.897862900000000,114.926704799999996
1411,1,92.090000000000003,878.000000000000000,240.930000000000007,18.329999999999998,195.389999999999986,13.789999999999999,140.150000000000006,5.740000000000000,30.079999999999998,1.970000000000000,50.750000000000000,9.390000000000001,3.640000000000000,0.39,0.33,OD,29.170339999999999,115.820009999999996
1412,0.5,80.319999999999993,378.449999999999989,168.219999999999999,22.149999999999999,77.340000000000003,1.650000000000000,115.650000000000006,8.490000000000000,16.859999999999999,0.39,23.879999999999999,9.779999999999999,2.280000000000000,0.13,0.73,A2O,26.874070000000000,116.338406000000006
1413,2,159.000000000000000,1429.700000000000045,217.240000000000009,21.770000000000000,83.469999999999999,10.520000000000000,255.360000000000014,9.190000000000000,31.539999999999999,2.230000000000000,41.350000000000001,14.470000000000001,2.390000000000000,0.47,0.39,CAS,29.771507000000000,116.266703000000007
1414,1,319.430000000000007,0,144.280000000000001,13.199999999999999,67.269999999999996,4.840000000000000,89.239999999999995,2.120000000000000,17.620000000000001,2.200000000000000,21.300000000000001,11.970000000000001,2.670000000000000,0.39,0.35,AO,25.600840000000002,115.804100000000005
1415,0.5,75.959999999999994,327.699999999999989,142.960000000000008,12.740000000000000,53.430000000000000,6.530000000000000,96.890000000000001,6.990000000000000,29.940000000000001,0.7,27.059999999999999,9.850000000000000,3.790000000000000,0.26,0.47,CAS,25.585081400000000,115.795258399999994
1416,2,807.269999999999982,2218.099999999999909,274.759999999999991,14.850000000000000,81.840000000000003,7.010000000000000,148.229999999999990,6.010000000000000,23.090000000000000,1.440000000000000,41.729999999999997,8.240000000000000,4.690000000000000,0.14,0.18,A2O,26.748079900000000,114.289529999999999
1417,1,71.959999999999994,146.000000000000000,95.620000000000005,11.289999999999999,40.070000000000000,6.280000000000000,73.920000000000002,7.230000000000000,13.080000000000000,0.96,18.090000000000000,5.770000000000000,1.780000000000000,0.28,0,SBR,27.229759900000001,115.135499999999993
1418,1,140.419999999999987,63.700000000000003,140.460000000000008,19.280000000000001,51.399999999999999,5.790000000000000,78.129999999999995,8.529999999999999,23.699999999999999,1.840000000000000,31.739999999999998,14.000000000000000,2.160000000000000,0.64,0.23,OD,27.302831000000001,114.970591999999996
1419,1.5,400.110000000000014,1693.940000000000055,397.060000000000002,18.500000000000000,134.500000000000000,5.050000000000000,392.779999999999973,7.570000000000000,63.219999999999999,0.44,67.099999999999994,10.390000000000001,11.100000000000000,1.260000000000000,0.51,AO,28.844080999999999,115.603266000000005
1420,1,357.699999999999989,443.199999999999989,317.040000000000020,41.930000000000000,0,0,0,0,43.460000000000001,5.380000000000000,0,0,0,0,0.28,CAS,25.697524999999999,114.306235000000001
1421,2,611.779999999999973,7154.359999999999673,149.870000000000005,24.329999999999998,198.460000000000008,3.630000000000000,97.370000000000005,11.930000000000000,25.840000000000000,4.200000000000000,37.170000000000002,12.010000000000000,2.410000000000000,0.44,0.28,OD,25.395337999999999,114.369406999999995
1422,1.5,480.959999999999980,1038.599999999999909,127.060000000000002,10.260000000000000,98.329999999999998,7.490000000000000,176.539999999999992,7.070000000000000,24.770000000000000,2.430000000000000,33.399999999999999,9.960000000000001,2.750000000000000,0.27,0.27,OD,29.312470000000001,115.770889999999994
1423,1,330.000000000000000,722.960000000000036,154.050000000000011,17.160000000000000,52.170000000000002,6.400000000000000,64.549999999999997,3.110000000000000,7.660000000000000,0.93,9.619999999999999,3.040000000000000,1.470000000000000,0.24,0.27,OD,28.950989000000000,117.578239999999994
1424,1.75,313.449999999999989,911.399999999999977,134.650000000000006,13.029999999999999,56.549999999999997,5.720000000000000,79.349999999999994,11.010000000000000,17.800000000000001,1.350000000000000,21.350000000000001,6.510000000000000,1.860000000000000,0.48,0.28,OD,24.769314999999999,115.030343000000002
1425,6,934.220000000000027,2387.309999999999945,121.099999999999994,12.420000000000000,47.430000000000000,4.860000000000000,86.459999999999994,5.810000000000000,16.829999999999998,0.76,18.800000000000001,8.289999999999999,1.740000000000000,0.23,0.31,CAS,28.243140000000000,116.617850000000004
1426,2,689.850000000000023,1733.000000000000000,125.959999999999994,16.930000000000000,53.359999999999999,6.940000000000000,69.310000000000002,3.130000000000000,13.840000000000000,0.35,17.300000000000001,6.140000000000000,1.680000000000000,0.23,0.3,OD,29.265177000000001,116.207302999999996
1427,2,525.600000000000023,4039.679999999999836,293.310000000000002,15.890000000000001,135.900000000000006,6.110000000000000,350.000000000000000,4.900000000000000,37.680000000000000,1.440000000000000,47.229999999999997,13.670000000000000,4.050000000000000,0.32,0.34,OD,28.145267000000000,115.766482999999994
1428,1.5,609.940000000000055,0,59.369999999999997,20.600000000000001,22.949999999999999,9.940000000000000,347.689999999999998,10.520000000000000,10.810000000000000,5.430000000000000,19.250000000000000,3.960000000000000,0.67,0.18,0.4,OD,25.851669999999999,115.018709999999999
1429,6,2309.789999999999964,4080.239999999999782,139.710000000000008,21.410000000000000,71.969999999999999,11.230000000000000,92.950000000000003,14.000000000000000,26.329999999999998,2.520000000000000,30.620000000000001,8.760000000000000,2.560000000000000,0.34,0.17,OD,25.889859999999999,114.924629999999993
1430,4,1137.019999999999982,7344.300000000000182,116.709999999999994,20.020000000000000,59.289999999999999,5.670000000000000,100.219999999999999,5.350000000000000,32.810000000000002,1.330000000000000,49.000000000000000,11.190000000000000,2.840000000000000,0.21,0.3,OD,28.446040000000000,115.421239999999997
1431,1,339.449999999999989,976.450000000000045,142.490000000000009,17.329999999999998,60.090000000000003,6.140000000000000,297.600000000000023,10.930000000000000,16.840000000000000,0.89,26.680000000000000,7.380000000000000,1.710000000000000,0.24,0.31,AO,29.258320000000001,115.772030000000001
1432,1.5,486.569999999999993,512.000000000000000,126.329999999999998,20.109999999999999,44.740000000000002,8.970000000000001,32.530000000000001,10.859999999999999,13.289999999999999,3.600000000000000,22.350000000000001,12.109999999999999,1.120000000000000,0.38,0.2,A2O,26.840550000000000,116.319199999999995
1433,2,701.950000000000045,2265.179999999999836,123.359999999999999,13.340000000000000,51.000000000000000,2.940000000000000,76.719999999999999,8.250000000000000,8.520000000000000,0.62,11.220000000000001,4.010000000000000,1.540000000000000,0.59,0.22,OD,28.293748999999998,117.210907000000006
1434,1,320.620000000000005,3645.389999999999873,302.310000000000002,23.039999999999999,97.590000000000003,3.320000000000000,115.859999999999999,5.150000000000000,40.490000000000002,1.090000000000000,48.770000000000003,10.140000000000001,6.610000000000000,0.3,0.43,CAS,28.416170000000001,117.595770000000002
1435,3,898.820000000000050,3032.730000000000018,174.610000000000014,18.050000000000001,65.390000000000001,6.580000000000000,125.409999999999997,10.539999999999999,18.510000000000002,0.78,26.050000000000001,10.279999999999999,3.070000000000000,0.5,0.33,AO,28.636659000000002,115.751486000000000
1436,1,298.810000000000002,553.480000000000018,195.629999999999995,24.149999999999999,90.109999999999999,6.770000000000000,116.620000000000005,7.110000000000000,41.659999999999997,0.77,50.140000000000001,10.830000000000000,2.360000000000000,0.24,0.34,CAS,25.600840000000002,115.804100000000005
1437,1,350.899999999999977,1512.000000000000000,127.569999999999993,16.870000000000001,55.969999999999999,8.220000000000001,94.819999999999993,8.460000000000001,20.850000000000001,2.790000000000000,25.340000000000000,11.720000000000001,2.520000000000000,0.52,0.26,OD,27.139519900000000,115.041920000000005
1438,2,712.889999999999986,2528.000000000000000,128.889999999999986,19.449999999999999,57.009999999999998,8.100000000000000,111.299999999999997,9.270000000000000,13.900000000000000,1.530000000000000,16.969999999999999,9.250000000000000,2.310000000000000,0.62,0.25,CAS,27.247719600000000,115.139368000000005
1439,0.5,153.969999999999999,306.389999999999986,96.260000000000005,9.770000000000000,47.689999999999998,4.880000000000000,54.359999999999999,7.820000000000000,8.880000000000001,2.440000000000000,14.720000000000001,4.250000000000000,2.390000000000000,0.32,0.32,A2O,27.946019900000000,116.761030000000005
1440,1.5,505.670000000000016,2151.000000000000000,161.689999999999998,35.530000000000001,46.520000000000003,11.779999999999999,430.550000000000011,23.219999999999999,30.890000000000001,10.770000000000000,42.020000000000003,18.530000000000001,1.730000000000000,0.45,0.48,Other,27.946019900000000,116.761030000000005
1441,4,1335.599999999999909,10181.000000000000000,305.629999999999995,15.570000000000000,181.310000000000002,3.410000000000000,187.400000000000006,5.970000000000000,39.710000000000001,0.23,46.350000000000001,8.640000000000001,3.810000000000000,0.25,0.39,CAS,28.387039999999999,116.220640000000003
1442,4,1025.650000000000091,2194.699999999999818,167.669999999999987,16.739999999999998,66.069999999999993,4.800000000000000,120.659999999999997,6.580000000000000,16.289999999999999,0.38,24.390000000000001,5.660000000000000,1.140000000000000,0.08,0.3,OD,28.945339999999991,117.108639999999994
1443,1.5,375.550000000000011,2544.570000000000164,45.420000000000002,7.400000000000000,20.690000000000001,1.510000000000000,89.420000000000002,3.690000000000000,14.390000000000001,0.12,23.469999999999999,7.920000000000000,0.89,0.03,0.38,A2O,27.077268000000000,113.939950999999994
1444,1.5,603.220000000000027,2943.000000000000000,149.719999999999999,14.609999999999999,62.920000000000002,6.430000000000000,92.680000000000007,8.750000000000000,13.490000000000000,1.020000000000000,19.859999999999999,7.850000000000000,1.430000000000000,0.3,0.26,OD,27.962129999999998,116.336230000000000
1445,2,771.019999999999982,3982.500000000000000,144.360000000000014,10.359999999999999,58.479999999999997,4.210000000000000,154.219999999999999,9.949999999999999,19.260000000000002,2.170000000000000,22.309999999999999,8.380000000000001,2.700000000000000,0.44,0.26,OD,24.910782000000001,114.790118000000007
1446,2,358.699999999999989,442.930000000000007,136.810000000000002,14.710000000000001,52.109999999999999,5.000000000000000,57.659999999999997,5.390000000000000,10.869999999999999,1.680000000000000,15.470000000000001,9.640000000000001,1.400000000000000,0.23,0.46,OD,29.448209899999998,116.045119999999997
1447,6,1985.079999999999927,80474.000000000000000,1043.970000000000027,40.490000000000002,449.290000000000020,14.500000000000000,585.820000000000050,5.350000000000000,63.640000000000001,3.690000000000000,81.049999999999997,8.430000000000000,12.529999999999999,0.49,0.77,OD,28.858449999999991,115.990809999999996
1448,4,1167.000000000000000,4241.720000000000255,275.000000000000000,14.270000000000000,110.500000000000000,4.300000000000000,234.680000000000007,5.370000000000000,7.090000000000000,0.73,15.670000000000000,3.750000000000000,5.250000000000000,0.25,0.15,OD,27.588339300000001,116.650872100000001
1449,2,719.149999999999977,3907.219999999999800,162.639999999999986,22.960000000000001,54.689999999999998,0.99,73.719999999999999,6.340000000000000,18.059999999999999,0.43,19.480000000000000,5.120000000000000,2.180000000000000,0.15,0.36,CAS,27.256940000000000,116.534170000000003
1450,4,1517.519999999999982,11697.649999999999636,191.560000000000002,8.949999999999999,90.019999999999996,8.029999999999999,208.960000000000008,7.170000000000000,23.050000000000001,1.100000000000000,36.950000000000003,10.100000000000000,3.040000000000000,0.23,0.37,OD,25.723552000000002,114.816969000000000
1451,2,782.509999999999991,2343.000000000000000,134.960000000000008,14.890000000000001,54.750000000000000,9.730000000000000,52.789999999999999,6.700000000000000,15.390000000000001,2.630000000000000,18.600000000000001,9.010000000000000,2.000000000000000,0.44,0.22,OD,26.450588000000000,116.022400000000005
1452,4,974.549999999999955,4075.539999999999964,180.580000000000013,19.559999999999999,65.140000000000001,6.200000000000000,152.210000000000008,4.730000000000000,13.480000000000000,2.430000000000000,18.559999999999999,6.190000000000000,2.930000000000000,0.19,0.23,OD,28.992490000000000,116.701099999999997
1453,0.5,63.130000000000003,72.799999999999997,93.879999999999995,19.129999999999999,50.450000000000003,6.170000000000000,63.369999999999997,5.850000000000000,17.960000000000001,1.990000000000000,24.260000000000002,5.890000000000000,1.550000000000000,0.36,0.22,OD,24.749659999999999,114.546580000000006
1454,1,335.470000000000027,1118.000000000000000,134.610000000000014,15.710000000000001,63.289999999999999,7.530000000000000,107.829999999999998,7.530000000000000,20.910000000000000,1.470000000000000,25.620000000000001,8.980000000000000,2.300000000000000,0.45,0.26,OD,24.749659999999999,114.546580000000006
1455,4,1022.000000000000000,6137.000000000000000,200.509999999999991,25.719999999999999,35.960000000000001,3.120000000000000,95.250000000000000,3.150000000000000,40.259999999999998,0.44,43.859999999999999,9.119999999999999,9.480000000000000,0.25,0.29,A2O,25.869426000000001,116.014380000000003
1456,4.5,1036.750000000000000,7197.579999999999927,304.050000000000011,28.289999999999999,127.689999999999998,5.820000000000000,106.219999999999999,5.760000000000000,31.809999999999999,2.010000000000000,44.390000000000001,10.990000000000000,3.960000000000000,0.24,0.48,A2O,28.254239900000002,114.987219999999994
1457,1.5,437.939999999999998,1827.000000000000000,135.319999999999993,14.640000000000001,62.759999999999998,3.900000000000000,112.069999999999993,10.520000000000000,17.340000000000000,1.330000000000000,21.800000000000001,8.130000000000001,1.460000000000000,0.5,0.26,OD,27.869339900000000,113.777199999999993
1458,3.5,1134.799999999999955,856.070000000000050,181.770000000000010,25.800000000000001,57.329999999999998,7.140000000000000,113.849999999999994,8.580000000000000,19.180000000000000,0.95,33.189999999999998,10.990000000000000,2.730000000000000,0.33,0.24,CAS,28.430890000000002,118.158410000000003
1459,1,411.480000000000018,2324.900000000000091,145.169999999999987,15.270000000000000,62.119999999999997,7.120000000000000,130.110000000000014,7.060000000000000,24.190000000000001,2.130000000000000,27.079999999999998,7.770000000000000,3.830000000000000,0.52,0.25,OD,25.788869999999999,114.549580000000006
1460,1.5,565.519999999999982,1648.000000000000000,123.159999999999997,16.699999999999999,40.680000000000000,5.990000000000000,65.239999999999995,4.950000000000000,12.330000000000000,1.360000000000000,16.420000000000002,4.990000000000000,1.150000000000000,0.24,0.2,A2O,26.815120000000000,114.969520000000003
1461,1,335.800000000000011,240.000000000000000,271.470000000000027,48.670000000000002,113.609999999999999,14.810000000000000,94.099999999999994,9.600000000000000,23.010000000000002,9.730000000000000,22.910000000000000,13.840000000000000,3.290000000000000,1.730000000000000,0.02,A2O,28.568130000000000,114.454939999999993
1462,3,1046.519999999999982,3827.599999999999909,134.280000000000001,20.210000000000001,47.979999999999997,6.220000000000000,43.570000000000000,11.369999999999999,10.090000000000000,2.830000000000000,15.890000000000001,7.110000000000000,1.250000000000000,0.5,0.22,OD,28.108087999999999,114.457886000000002
1463,2,359.819999999999993,3437.000000000000000,247.379999999999995,16.899999999999999,149.860000000000014,8.710000000000001,118.969999999999999,7.540000000000000,19.699999999999999,1.900000000000000,36.609999999999999,10.910000000000000,3.010000000000000,0.38,0.44,A2O,27.586041000000002,115.484958000000006
1464,3,1076.410000000000082,3925.860000000000127,88.150000000000006,15.320000000000000,38.140000000000001,6.580000000000000,36.859999999999999,2.540000000000000,12.359999999999999,1.110000000000000,17.739999999999998,6.520000000000000,2.100000000000000,0.35,0.22,OD,25.399429999999999,114.947829999999996
1465,1,406.339999999999975,1680.529999999999973,202.189999999999998,7.110000000000000,86.950000000000003,4.150000000000000,122.510000000000005,4.800000000000000,21.989999999999998,0.25,29.170000000000002,8.740000000000000,4.860000000000000,0.26,0.28,A2O,24.957989999999999,115.650940000000006
1466,1.5,583.029999999999973,1585.000000000000000,191.080000000000013,16.079999999999998,79.769999999999996,4.540000000000000,114.870000000000005,7.690000000000000,12.660000000000000,2.130000000000000,16.960000000000001,6.420000000000000,2.730000000000000,0.32,0.25,OD,28.397596000000000,114.816394000000003
1467,2,573.000000000000000,6407.000000000000000,444.160000000000025,36.770000000000003,224.409999999999997,14.430000000000000,99.879999999999995,13.320000000000000,46.579999999999998,0.47,56.659999999999997,16.430000000000000,6.600000000000000,1.220000000000000,0.28,CAS,28.390640000000001,117.443325999999999
1468,1.5,371.709999999999980,988.220000000000027,115.209999999999994,19.980000000000000,45.219999999999999,8.310000000000000,94.019999999999996,10.070000000000000,11.619999999999999,2.270000000000000,13.990000000000000,4.490000000000000,2.140000000000000,0.4,0.24,OD,28.209909900000000,116.818340000000006
1469,1,353.060000000000002,1489.000000000000000,321.589999999999975,25.520000000000000,141.949999999999989,7.930000000000000,216.080000000000013,6.600000000000000,29.300000000000001,1.850000000000000,62.619999999999997,9.109999999999999,6.340000000000000,0.42,0.28,SBR,27.297644999999999,115.418104000000000
1470,2,436.519999999999982,3941.480000000000018,218.620000000000005,35.070000000000000,116.870000000000005,3.100000000000000,254.340000000000003,5.960000000000000,14.949999999999999,0.83,20.620000000000001,8.240000000000000,1.740000000000000,0.16,0.58,A2O,26.999259899999998,114.289779999999993
1471,2,504.899999999999977,172.830000000000013,132.990000000000009,8.310000000000000,90.219999999999999,1.750000000000000,113.849999999999994,8.480000000000000,15.460000000000001,1.790000000000000,16.510000000000002,5.100000000000000,1.910000000000000,0.45,0.08,A2O,29.037852000000001,115.841607999999994
1472,4,1332.000000000000000,6540.000000000000000,275.959999999999980,27.960000000000001,150.780000000000001,6.980000000000000,147.310000000000002,3.980000000000000,26.920000000000002,0.47,34.740000000000002,12.000000000000000,2.660000000000000,0.32,0.5,A2O,25.961326000000000,115.417349000000002
1473,2,730.000000000000000,2870.000000000000000,233.840000000000003,19.960000000000001,53.649999999999999,5.500000000000000,80.549999999999997,6.250000000000000,21.309999999999999,0.77,28.270000000000000,10.880000000000001,2.060000000000000,0.22,0.41,SBR,28.716635000000000,116.693505999999999
1474,4,1303.049999999999955,9870.000000000000000,770.730000000000018,22.750000000000000,232.919999999999987,2.950000000000000,938.059999999999945,2.000000000000000,34.759999999999998,0.88,61.359999999999999,8.109999999999999,11.550000000000001,0.09,0.52,OD,28.067252700000001,115.561094299999993
1475,2,73.000000000000000,194.930000000000007,160.900000000000006,13.480000000000000,80.359999999999999,6.750000000000000,62.859999999999999,8.570000000000000,23.910000000000000,2.490000000000000,32.570000000000000,11.160000000000000,2.350000000000000,0.42,0.67,A2O,28.743702700000000,116.081222499999996
1476,1,84.939999999999998,46.750000000000000,169.180000000000007,10.279999999999999,52.899999999999999,4.680000000000000,131.310000000000002,7.680000000000000,23.640000000000001,0.53,27.719999999999999,11.480000000000000,2.080000000000000,0.36,0.4,OD,27.814429900000000,114.416120000000006
1477,1.5,171.550000000000011,2178.000000000000000,419.589999999999975,27.120000000000001,109.030000000000001,7.440000000000000,117.230000000000004,5.860000000000000,79.299999999999997,2.230000000000000,118.799999999999997,10.830000000000000,10.930000000000000,0.2,1.120000000000000,Other,27.665150000000001,114.918678999999997
