Plant ID,Longitude,Latitude,Province,Annual_HDD,Treatment_process,Average_flow__MGD_,Sludgeield__tone__file2,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Recoverable energy density (kWh/m3),Current recovered heat waste,Efficiency score,Efficiency_Group,Optimal EUI (kWh/kg COD removed),Optimal EUI (kWh/m3),Energy gap,Selected_Process,Electricity recovery after selection (kWh/a),Heat recovery after selection (kWh/a),Electricity consumption after upgrade,Heat consumption after upgrade,Effective heat recovery after selection (kWh/a),Recoverable energy density after selection (kWh/m3),EUI (kWh/m3),EUI (kWH/kg COD removed),New efficiency score,Optimal EUI after selection (kWh/kg COD removed),Optimal EUI after selection (kWh/m3),Energy gap after selection
1466,117.443326,28.39064,Jiangxi,5868.15,CAS,4.14852,6407,444.16,36.77,224.41,0.917214517,0.710024709,1.979234437,7.839039887,14.43,99.88,13.32,46.58,0.47,56.66,16.43,6.6,1.22,0.28,0.687302094,1630000,120000,549000,628000,120000,0.116715096,0.191,0.374890843,Inefficient,0.257663261,0.125904879,0.072989893,Current,549000,628000,1630000,120000,120000,0.116715096,0.305308546,0.749425725,0.644859737,0.483274476,0.196881189,0.407180055
1467,116.81834,28.2099099,Jiangxi,5876.06,OD,2.6911804,988.22,115.21,19.98,45.22,0.826577554,0.679056469,2.547766475,8.235167977,8.31,94.02,10.07,11.62,2.27,13.99,4.49,2.14,0.4,0.24,2.520214218,896000,18500,62600,71600,18500,0.021810828,0.258,1,Efficient,2.520214218,0.244975343,0.910967254,Current,62600,71600,896000,18500,18500,0.021810828,0.245943302,2.582624192,0.406969444,1.051049131,0.100091409,0.782090913
1468,115.418104,27.297645,Jiangxi,5974.81,SBR,2.5561544,1489,321.59,25.52,141.95,0.920644299,0.854519323,2.265516027,5.135579687,7.93,216.08,6.6,29.3,1.85,62.62,9.11,6.34,0.42,0.28,0.945722295,995000,28300,216000,247000,28300,0.069172024,0.115,0.710385029,Inefficient,0.67182696,0.206920777,0.665707692,CEPT,343000,392000,630201.6872,141599.3594,141599.3594,0.137211292,0.218530662,0.73810471,0.897477287,0.662432213,0.196126305,0.300393226
1469,114.28978,26.9992599,Jiangxi,6043.02,A2O,3.1604048,3941.48,218.62,35.07,116.87,0.839584667,0.600387973,1.870625481,10.60232784,3.1,254.34,5.96,14.95,0.83,20.62,8.24,1.74,0.16,0.58,3.159901934,2550000,75800,227000,259000,75800,0.06934374,0.292,0.154168208,Inefficient,0.487156419,0.106776396,0.35057052,Current,227000,259000,2550000,75800,75800,0.06934374,0.601330222,3.276111264,0.119409763,0.391199668,0.071804699,0.03427296
1470,115.841608,29.037852,Jiangxi,6199.36,A2O,3.655476,172.83,132.99,8.31,90.22,0.937514099,0.691096305,1.474063401,8.05511811,1.75,113.85,8.48,15.46,1.79,16.51,5.1,1.91,0.45,0.08,0.641642605,405000,3410,204000,233000,3410,0.041065759,0.0146,1,Efficient,0.641642605,0.080675157,0.490973916,Current,204000,233000,405000,3410,3410,0.041065759,0.080862382,0.648559369,2.109910994,1.368402542,0.170612429,0.759303825
1471,115.417349,25.961326,Jiangxi,5683.23,A2O,9.64368,6540,275.96,27.96,150.78,0.898680968,0.654576857,1.830216209,7.943580887,6.98,147.31,3.98,26.92,0.47,34.74,12,2.66,0.32,0.5,2.016129032,6690000,118000,874000,999000,118000,0.074449705,0.118,0.302746664,Inefficient,0.610376339,0.160229244,0.535355076,Current,874000,999000,6690000,118000,118000,0.074449705,0.510941121,2.060246456,0.268786977,0.553767417,0.13733432,0.45789439
1472,116.693506,28.716635,Jiangxi,5765.73,SBR,5.2852,2870,233.84,19.96,53.65,0.914642491,0.615139724,4.35862069,8.271666077,5.5,80.55,6.25,21.31,0.77,28.27,10.88,2.06,0.22,0.41,1.916962783,3010000,52600,160000,183000,52600,0.029113602,0.287,0.442522837,Inefficient,0.848299809,0.188637446,0.845663721,Current,160000,183000,3010000,52600,52600,0.029113602,0.419394714,1.960887946,0.362248991,0.710329679,0.151925312,0.808368986
1473,115.5610943,28.0672527,Jiangxi,5892.63,OD,9.434082,9870,770.73,22.75,232.92,0.97048253,0.867829205,3.308990211,12.56078879,2.95,938.06,2,34.76,0.88,61.36,8.11,11.55,0.09,0.52,0.695205754,6820000,185000,1370000,1560000,185000,0.119295716,0.118,0.099157413,Inefficient,0.068934804,0.065754593,-0.814256783,Current,1370000,1560000,6820000,185000,185000,0.119295716,0.537406102,0.718476566,0.451580697,0.324450149,0.242682222,0.508428287
1474,116.0812225,28.7437027,Jiangxi,5784.37,A2O,0.52852,194.93,160.9,13.48,80.36,0.916221255,0.657353393,2.00223992,4.940128953,6.75,62.86,8.57,23.91,2.49,32.57,11.16,2.35,0.42,0.67,4.544837878,490000,3590,24500,28000,3590,0.038466654,0.128,0.131670586,Inefficient,0.598421467,0.093135465,0.586981671,CEPT,40200,45900,270918.6479,20148.88883,20148.88883,0.082642216,0.398590042,2.703771823,0.308671959,0.834578544,0.123033569,0.328295389
1475,114.41612,27.8144299,Jiangxi,6074.87,OD,0.6149656,46.75,169.18,10.28,52.9,0.939236316,0.585858586,3.198109641,6.103174603,4.68,131.31,7.68,23.64,0.53,27.72,11.48,2.08,0.36,0.4,2.517306482,340000,903,18700,21400,903,0.023070968,0.0423,0.587755599,Inefficient,1.479560979,0.236164989,0.902309957,CEPT,30800,35200,201446.9969,29084.01802,29084.01802,0.070478104,0.271314272,1.70745294,0.741966878,1.266873527,0.201306203,0.649896017
1477,116.691979,29.010013,Jiangxi,5890.5,OD,0.39639,79.95,332.16,31.96,111.26,0.90378131,0.861528269,2.985439511,7.335689046,7.07,94.29,5.17,34.6,1.6,45.28,6.27,3.69,0.28,0.87,2.898067955,477000,1500,26000,29800,1500,0.050211605,0.0503,0.105404356,Inefficient,0.305468986,0.094440605,0.468326094,Current,26000,29800,477000,1500,1500,0.050211605,0.873681929,2.910332874,0.138589078,0.403340348,0.121082773,0.585311733
1479,115.455573,27.895566,Jiangxi,5892.63,Other,2.8879636,351.57,137.41,15.34,41.92,0.888363292,0.738934734,3.277910305,5.154163541,5.42,135.21,8.1,12.28,0.72,26.66,6.96,1.27,0.31,0.23,1.884164823,919000,6590,66500,76000,6590,0.018317253,0.0868,1,Efficient,1.884164823,0.231651535,0.920927556,CEPT,114000,131000,607182.9305,134028.1833,131000,0.061400014,0.185756623,1.521722154,0.914259269,1.391248584,0.169829715,0.638461302
1480,116.119986,28.356947,Jiangxi,5784.37,SBR,0.6054088,6.74,103.22,20.08,35.5,0.805464057,0.688178528,2.907605634,6.225572979,1.54,36.04,7.8,11.87,0.74,16.58,5.17,1.56,0.31,0.48,5.773394275,402000,124,13000,14800,124,0.01568959,0.00837,0.096538713,Inefficient,0.557356053,0.046486823,0.662493821,CEPT,20300,23200,230509.115,21436.94565,21436.94565,0.049896035,0.301198596,3.622788022,0.193910484,0.70249658,0.058405566,0.145697258
1481,114.16792,26.56715,Jiangxi,6235.75,A2O,1.698866,904.1,85.93,6.9,49.37,0.919702083,0.346681922,1.740530687,4.91590389,5.15,125.82,3.95,12.18,0.4,17.48,11.42,1.67,0.31,0.34,4.302163735,802000,17900,47400,54100,17900,0.027819425,0.331,0.539060098,Inefficient,2.319124805,0.190906279,0.854277053,CEPT,79300,90700,485896.1361,81528.87203,81528.87203,0.068517103,0.241737178,3.05880271,0.348207387,1.0650977,0.084174671,0.186012824
1482,117.11084,29.20592,Jiangxi,5890.5,Other,3.488232,4116.68,182.81,24.2,71.86,0.867622121,0.680571109,2.543974395,5.117861142,3.5,112.83,6.31,24.45,1.49,35.72,11.41,4.75,0.24,0.38,2.395813631,1850000,77100,150000,172000,77100,0.047120064,0.449,0.618731344,Inefficient,1.482364988,0.251115079,0.812356692,CEPT,237000,271000,1093112.649,153655.0822,153655.0822,0.081055449,0.258686814,1.630961566,0.628296571,1.02472756,0.162532038,0.501295559
1485,115.83834,29.73737,Hubei,6197.81,SBR,3.4523216,1300.59,120.78,17.42,36.23,0.855770823,0.588723776,3.333701352,5.278846154,3.67,96.46,5.26,20.3,1,22.88,9.41,2.82,0.17,0.2,1.93498452,959000,25600,70900,81000,25600,0.020230665,0.317,1,Efficient,1.93498452,0.205366892,0.901490132,CEPT,118000,135000,651298.2381,153784.9294,135000,0.053039983,0.168781018,1.632943284,0.910391776,1.486618136,0.15365685,0.654815371
1486,115.58508,29.8284,Hubei,6251.35,OD,0.7071308,26.75,93.09,33.41,68.74,0.641100011,0.359296482,1.354233343,5.847361809,10.61,91.42,14.82,15.5,3.59,15.92,10.2,3.36,0.5,0.39,6.534852547,381000,532,25900,29600,532,0.027053557,0.018,0.064096246,Inefficient,0.418859516,0.025542046,-0.059177357,CEPT,46000,52500,226130.6133,31320.9762,31320.9762,0.079139204,0.263505645,4.415309071,0.099899639,0.441087784,0.026324119,-2.006338168
1487,116.00476,29.73371,Hubei,6093.71,A2O,16.0198032,4158.63,363.34,23.3,127.55,0.935872736,0.824875048,2.848608389,6.9846213,6.26,118.93,5.59,45.31,1.72,52.02,9.11,4.61,0.2,0.61,1.793906599,13500000,80600,1230000,1400000,80600,0.05921164,0.0576,0.23134933,Inefficient,0.41501909,0.144764521,0.590979619,Current,1230000,1400000,13500000,80600,80600,0.05921164,0.613558365,1.804371148,0.253326643,0.457095286,0.155430681,0.61904793
1488,115.90894,29.70627,Hubei,6197.81,OD,24.43862,27192.99,225.78,19.42,84.49,0.913987067,0.633864417,2.672268908,7.053420806,7.26,194.95,6.92,25.52,1.23,32.01,11.72,2.6,0.18,0.39,1.889901144,13300000,536000,1190000,1360000,536000,0.051116159,0.394,0.528955546,Inefficient,0.999673692,0.222166511,0.769919602,Current,1190000,1360000,13300000,536000,536000,0.051116159,0.409758504,1.985648884,0.314814277,0.625110617,0.128997827,0.60374403
1489,116.17911,27.80651,Jiangxi,5769.93,OD,1.1192316,704,241.53,19.51,104.72,0.919223285,0.882326318,2.306436211,5.465716225,8.47,105.02,10.59,35.28,0.48,44.19,5.2,5.51,0.52,0.25,1.126024682,389000,12900,67900,77600,12900,0.052249904,0.166,1,Efficient,1.126024682,0.258341878,0.797748996,HRAS,135045.22,154337.39,389740.428,17942.14349,17942.14349,0.098930385,0.263630882,1.187419521,0.825548678,0.980272616,0.217640126,0.545440511
1490,116.23628,27.5548899,Jiangxi,6004.48,OD,0.9203488,56.9,114.8,17.31,44.1,0.849216028,0.648965903,2.603174603,6.416992733,4.81,53.56,11.99,16.78,0.67,17.89,6.28,1.87,0.46,0.26,2.666940199,331000,1090,22800,26100,1090,0.018787016,0.0417,1,Efficient,2.666940199,0.260857172,0.927979685,CEPT,38400,43900,210899.6685,35527.87755,35527.87755,0.058136635,0.193789795,1.987791513,0.779510149,1.549503659,0.151061112,0.615144931
1491,115.89797,28.53393,Jiangxi,5861.51,A2O,17.0303624,28900.27,206.15,15.83,61.74,0.923211254,0.783939169,3.339002268,3.823256677,4.97,135.63,5,47.38,0.53,53.92,11.65,4.28,0.19,0.43,2.259352669,10200000,539000,610000,697000,539000,0.048830395,0.774,0.649150717,Inefficient,1.466660405,0.302041321,0.83833207,HRAS,1519820.67,1736937.91,7397254.955,205093.5077,205093.5077,0.073305693,0.323085883,1.697592914,0.452720193,0.768534593,0.146267504,0.498824476
1492,114.49316,28.13521,Jiangxi,6074.87,OD,1.7508492,263.06,143.36,16.08,47.93,0.887834821,0.663871673,2.991028583,5.226394459,6.69,48.56,3.56,14.71,0.38,27.43,9.22,2.32,0.45,0.17,1.335637964,412000,5080,45500,52000,5080,0.020908563,0.0977,1,Efficient,1.335637964,0.172099951,0.878509187,CEPT,79400,90700,292137.0254,67347.37728,67347.37728,0.060661858,0.148602259,1.167522459,1.28405379,1.499161639,0.190813293,0.682087885
1494,115.43266,28.82643,Jiangxi,6199.36,SBR,2.7535892,250,347.06,163.4,170.63,0.529188037,0.616760829,2.033991678,8.169962335,58.07,254.57,63.9,40.61,13.38,42.48,16.28,5.11,1.08,0.1,0.544484373,381000,4930,195000,223000,4930,0.052550024,0.0221,0.663449802,Inefficient,0.361238049,0.067640792,0.223101587,Current,195000,223000,381000,4930,4930,0.052550024,0.101438657,0.552317635,0.975183857,0.538611242,0.098921341,0.468769596
1497,115.8579399,28.6820199,Jiangxi,5861.51,Other,10.015816,4029.31,135.4,21.47,48.33,0.841432792,0.604562738,2.801572522,6.435361217,7.58,114.18,9.18,17.09,2.39,21.04,8.32,2.24,0.37,0.24,2.106556658,3340000,75100,257000,294000,75100,0.023998088,0.255,1,Efficient,2.106556658,0.245426849,0.902218979,CEPT,458000,523000,2170190.386,440050.4098,440050.4098,0.064894588,0.188620259,1.655580256,0.733263588,1.213976718,0.138308367,0.530797818
1498,115.88012,28.72473,Jiangxi,5861.51,A2O,39.5650796,28300.01,267.06,23.41,98.14,0.912341796,0.697899392,2.721214591,7.381426202,2.59,229.94,11.1,32.48,1.34,36.18,10.93,3.41,0.28,0.22,0.902934537,12100000,528000,2380000,2720000,528000,0.053195692,0.194,0.858465754,Inefficient,0.775138378,0.198521106,0.732040121,Current,2380000,2720000,12100000,528000,528000,0.053195692,0.231002473,0.948091415,0.682460625,0.64703506,0.157650092,0.662571136
1499,115.97333,28.71884,Jiangxi,5784.37,SBR,127.1887,180853.33,327.78,22.45,214.07,0.931508939,0.803410924,1.531181389,7.554275179,3.49,233.63,4.99,36.7,0.45,43.39,8.53,3.89,0.16,0.32,1.048046376,57000000,3330000,16900000,19300000,3330000,0.115117528,0.172,0.505970596,Inefficient,0.53028065,0.180859744,0.363498336,Current,16900000,19300000,57000000,3330000,3330000,0.115117528,0.343304027,1.124370441,0.448286371,0.504039944,0.153898516,0.251990657
1500,115.79129,28.89584,Jiangxi,6199.36,Other,0.3452032,140,178.22,23.45,112.24,0.868421053,0.750408719,1.58784747,4.85613079,4.09,107.07,3.66,14.56,2.56,36.7,9.16,4.46,0.24,0.56,3.618272275,268000,2760,23500,26900,2760,0.055057186,0.103,0.238662656,Inefficient,0.863546471,0.139437753,0.605148643,CEPT,36600,41900,151057.1757,15776.75787,15776.75787,0.109814048,0.34978701,2.260044001,0.443140247,1.001516458,0.155004702,0.291543765
1501,115.88131,28.64046,Jiangxi,5861.51,Other,34.2452,9213.65,140.76,25,48.28,0.822392725,0.455182774,2.915492958,7.048572859,7.6,138.02,15.44,16.7,1.73,19.97,10.88,3.81,0.65,0.17,1.468555632,8080000,172000,878000,1000000,172000,0.022191348,0.171,1,Efficient,1.468555632,0.173635154,0.872195532,Current,878000,1000000,8080000,172000,172000,0.022191348,0.174402864,1.506590049,0.727556751,1.096129761,0.126887981,0.825110714
1502,115.88657,28.65973,Jiangxi,5861.51,A2O,16.9743972,25048.5,169.36,23.07,74.13,0.863781294,0.832208293,2.2846351,3.266345227,5,104.78,1.44,29.54,0.46,51.85,8.7,3.43,0.18,0.49,3.349511245,11600000,467000,740000,846000,467000,0.051464411,0.552,0.411928287,Inefficient,1.379758429,0.22175694,0.767924236,HRAS,1424004.12,1627433.28,7862828.147,192145.4633,192145.4633,0.068909848,0.34345027,2.347735798,0.292924064,0.687708311,0.100604849,0.315044461
1504,117.70942,28.3153499,Jiangxi,5868.15,CAS,1.5372692,213.25,45.95,9.15,14.94,0.800870511,0.363018355,3.075635877,3.123725357,2.77,22.18,5.91,5.82,0.21,14.71,9.37,0.96,0.59,0.19,5.163043478,404000,3980,11800,13500,3980,0.007429356,0.295,1,Efficient,5.163043478,0.191873817,0.96127999,CEPT,21700,24800,276860.8027,53015.20721,24800,0.021892589,0.155308386,4.220336585,0.168216018,0.709928214,0.026125358,0.162017648
1505,115.699,29.68317,Jiangxi,6197.81,OD,6.547856,2936.03,184.55,25.28,73.08,0.863018152,0.583049404,2.525314724,7.85988075,8.54,150.42,13.85,16.19,3.01,23.48,9.79,3.48,0.61,0.24,1.506875118,2180000,57900,266000,305000,57900,0.035801888,0.19,1,Efficient,1.506875118,0.246399905,0.854700074,Current,266000,305000,2180000,57900,57900,0.035801888,0.247363523,1.553108072,0.640680566,0.995046159,0.158481002,0.774093503
1506,114.9248,28.2333699,Jiangxi,5915.73,AO,2.351914,74.15999999999998,360.78,21.1,144.96,0.941515605,0.845966685,2.488824503,6.7523863,6.24,124.07,7.09,41.13,0.29,53.43,8.23,5.72,0.23,0.74,2.178520961,2400000,1400,206000,235000,1400,0.063823617,0.00594,0.172816624,Inefficient,0.376484638,0.128315127,0.502602545,CEPT,322000,368000,1322432.31,106325.5673,106325.5673,0.131809485,0.439674523,1.2943786,0.49028106,0.634609312,0.215564091,0.388536913
1507,118.10966,28.3848,Jiangxi,6128.97,A2O,0.956042,525.73,143.07,35.36,115,0.752848256,0.648983201,1.244086957,4.216622458,15.15,107.35,5.1,22.82,3,33.93,11.91,2.06,0.29,0.44,4.085043171,583000,10300,60200,68800,10300,0.053371111,0.149,0.265271233,Inefficient,1.083644439,0.124516824,0.571374297,CEPT,104000,119000,339094.8326,43185.9167,43185.9167,0.111425191,0.289400687,2.68685068,0.32777922,0.880693819,0.094859531,-0.174633579
1508,117.848857,28.386533,Jiangxi,6128.97,CAS,9.0138,9608.51,219.54,17.33,71.23,0.921062221,0.757689422,3.082128317,5.489872468,2.98,132.79,5.91,31.19,0.78,39.99,9.69,5.04,0.1,0.3,1.483606152,3770000,187000,388000,443000,187000,0.046169378,0.423,0.903798712,Inefficient,1.340881329,0.286154698,0.838655879,CEPT,607000,694000,2330345.581,431859.167,431859.167,0.083414751,0.221790046,1.096830254,0.804970614,0.882916123,0.178534469,0.532780692
1510,117.07026,28.69415,Jiangxi,5765.73,Other,5.72684,156.76,84.68,40.35,30.06,0.523500236,0.221140473,2.817032601,11.77746871,17.39,85.07,29.57,6.03,4.62,7.19,5.6,0.74,0.55,0.28,6.316264381,2220000,2880,45700,52300,2880,0.00613955,0.055,0.064236525,Inefficient,0.405734875,0.018350202,0.665423285,Current,45700,52300,2220000,2880,2880,0.00613955,0.280928027,6.337198895,0.01508541,0.095599242,0.004237914,-0.448719754
1511,117.7736,29.24123,Jiangxi,6125.88,A2O,0.6216988,6.4,66.28,9.52,23.1,0.856366928,0.552878966,2.869264069,3.894242068,2.14,98.95,2.52,13.82,0.11,17.02,7.61,1.54,0.01,0.69,12.1564482,593000,125,8220,9390,125,0.009714946,0.0133,0.001338046,Inefficient,0.016265887,0.001068772,-8.089819518,CEPT,13600,15500,327759.6336,27476.94942,15500,0.033877165,0.413553552,7.286003383,0.014877268,0.108395827,0.006152547,-4.50620164
1512,114.94461,27.8003799,Jiangxi,5915.73,A2O,1.109892,1192.2,150.93,17.38,105.01,0.88484728,0.670833333,1.437291687,4.8375,11.31,131.69,21.96,24.49,3.18,31.2,10.27,1.74,0.5,0.81,6.065144141,1250000,22400,65600,74900,22400,0.057384692,0.299,0.041798617,Inefficient,0.253514637,0.048463892,-0.184071047,CEPT,110000,126000,677956.8627,51186.82177,51186.82177,0.105109728,0.475473698,3.560267301,0.137099935,0.488112415,0.065187413,-0.61242367
1513,115.01473,27.8293,Jiangxi,5915.73,OD,32.134016,8521,150.28,16.24,70.96,0.891935055,0.62773383,2.117812852,6.993020009,7.13,99.37,9.32,18.62,2.83,21.49,8,1.85,0.56,0.17,1.268278126,7580000,160000,1290000,1480000,160000,0.032658565,0.108,1,Efficient,1.268278126,0.173603704,0.81187864,Current,1290000,1480000,7580000,160000,160000,0.032658565,0.174329167,1.300575703,0.836267583,1.0876293,0.145785831,0.775982586
1514,114.89544,27.7796,Jiangxi,5915.73,CAS,1.294874,545,256.05,28.95,121.77,0.886936145,0.503216042,2.102734664,4.843927355,17.73,187.38,12.77,52.49,1.29,52.86,26.26,5.15,2.42,0.38,1.673271686,682000,10300,84900,97100,10300,0.053211259,0.106,0.615199393,Inefficient,1.029395726,0.23953287,0.77785404,HRAS,166127.22,189859.68,532593.1229,22629.88156,22629.88156,0.105504234,0.310337346,1.36652288,0.65141769,0.890177177,0.202159237,0.478113215
1515,114.41612,27.8144299,Jiangxi,6074.87,A2O,5.255516,7621.689999999999,161.23,25.95,56.09,0.839049805,0.717916457,2.874487431,4.057121288,4.87,252.65,3.37,35.21,1.5,39.74,11.21,3.93,0.31,0.61,4.509166174,4460000,147000,170000,194000,147000,0.043655403,0.759,0.15080754,Inefficient,0.680016258,0.112236587,0.611041249,HRAS,388702.59,444231.53,2737912.071,54354.80322,54354.80322,0.061015296,0.384534811,2.842510433,0.216920165,0.616597832,0.083413355,0.268518852
1516,114.45561,27.79426,Jiangxi,6074.87,SBR,30.186456,18291.8,249.31,29.6,120.44,0.881272312,0.555772994,2.069993358,9.757729941,5.77,144.39,7.66,16.48,2.06,25.55,11.35,2.5,0.28,0.48,2.184698011,20100000,353000,2180000,2490000,353000,0.060731941,0.142,0.284970471,Inefficient,0.622574421,0.145249456,0.581878358,Current,2180000,2490000,20100000,353000,353000,0.060731941,0.490387047,2.231974181,0.226943988,0.506533122,0.111290392,0.454293045
1517,117.01426,28.2646,Jiangxi,5765.73,SBR,2.0559428,1002.6,146.48,14.24,50.6,0.902785363,0.681517424,2.89486166,6.461402735,4.83,105.2,11.04,17.3,2.15,22.67,7.22,2.3,0.71,0.05,0.378100423,146000,18400,59300,67800,18400,0.027352945,0.271,1,Efficient,0.378100423,0.056477403,0.515683376,CEPT,98400,112000,175195.4623,86938.78359,86938.78359,0.065245322,0.09227984,0.697820935,1.93632883,1.351210794,0.178684115,0.634856617
1518,117.06919,28.2601899,Jiangxi,5765.73,SBR,13.7432576,8787.739999999998,150.38,19.53,62.34,0.870129007,0.804614275,2.412255374,5.421052632,4.01,97.52,4.16,18.87,0.37,27.74,5.42,2.69,0.1,0.43,3.286205579,8200000,161000,505000,578000,161000,0.035073463,0.279,0.411408756,Inefficient,1.351973749,0.185384485,0.810806915,CEPT,810000,926000,4776635.284,570421.1328,570421.1328,0.07269692,0.281591266,2.152015787,0.40561755,0.872895372,0.114218359,0.363526839
1519,118.35297,28.8126199,Zhejiang,6420.65,CAS,5.1586448,4414.29,397.35,19.25,211.76,0.951554046,0.822068966,1.876416698,6.850862069,6.76,368.7,6.64,44.41,0.25,58,10.32,4.67,0.31,0.28,0.740544829,2010000,90200,667000,762000,90200,0.106235357,0.118,0.478733144,Inefficient,0.354523354,0.146700364,0.275834401,Current,667000,762000,2010000,90200,90200,0.106235357,0.294658605,0.779313953,0.675783861,0.526647792,0.19912553,0.466490527
1520,115.63441,28.8557499,Jiangxi,6199.36,A2O,4.2207752,2114.2,328.58,14.41,105.55,0.956144622,0.692171717,3.113027001,8.297474747,7.37,133.17,4.97,31.14,0.8,39.6,12.19,3.69,0.28,0.42,1.336855842,2460000,41700,261000,299000,41700,0.05190561,0.14,0.374626528,Inefficient,0.500821663,0.164493667,0.684452228,Current,261000,299000,2460000,41700,41700,0.05190561,0.428980061,1.365439289,0.475557453,0.64934483,0.204004665,0.745566554
1523,114.9203833,25.8607947,Jiangxi,5761.15,OD,1.1226344,466.92,231.25,16.1,74.12,0.930378378,0.776724138,3.119940637,6.645114943,1.66,76.19,7.77,28.46,0.18,34.8,7.77,3.28,0.16,0.28,1.301417616,436000,8560,51300,58600,8560,0.038591572,0.146,0.857604225,Inefficient,1.116101246,0.245647791,0.842898763,CEPT,78700,89900,273309.7004,44076.30505,44076.30505,0.079153535,0.204617855,0.951047433,1.076638677,1.02393445,0.220299497,0.640700338
1525,116.04512,29.4482099,Jiangxi,6093.71,SBR,0.33304,0.5,177.22,58.4,135.4,0.670466087,0.459143969,1.308862629,8.619649805,9,47.04,13.98,13.11,4.29,20.56,11.12,2.47,0.61,0.87,7.321999663,400000,9.69,26500,30300,9.69,0.057610594,0.00032,0.007745328,Inefficient,0.056711289,0.006759494,-7.522915692,Current,26500,30300,400000,9.69,9.69,0.057610594,0.869297067,7.316083719,0.006720441,0.049167307,0.005842059,-8.861350266
1527,116.5337862,27.2573717,Jiangxi,6004.48,CAS,1.28148,110.3,192.63,10.22,91.37,0.94694492,0.822422579,2.108241217,7.551156409,3.89,92.86,4.5,21.68,0.3,25.51,4.53,1.86,0.2,0.67,3.673044241,1190000,2110,70700,80800,2110,0.041121912,0.0261,0.153733901,Inefficient,0.56467142,0.104193408,0.605330962,Current,70700,80800,1190000,2110,2110,0.041121912,0.673284473,3.691050232,0.097708817,0.360648153,0.06578583,0.374912314
1528,115.15594,26.986567,Jiangxi,5797.63,A2O,0.482184,414.3,248.1,28.02,159.41,0.887061669,0.895823254,1.556364093,4.000967586,9.52,35.11,8,19.75,1.43,62.01,6.46,2.5,0.11,0.3,1.363140676,202000,7640,45600,52100,7640,0.079913353,0.147,0.945044824,Inefficient,1.28822904,0.294981103,0.729089925,CEPT,72700,83100,123619.8841,17059.76895,17059.76895,0.134729603,0.211160457,0.959471361,1.067400784,1.024140484,0.225392838,0.40224541
1529,116.0025259,25.8817246,Jiangxi,5802.25,SBR,3.17112,1581,116.13,17.42,48.53,0.849995694,0.627259036,2.392952813,8.744728916,7.27,83.3,7.8,6.62,0.44,13.28,4.95,0.98,0.33,0.25,2.532671462,1100000,29200,82500,94300,29200,0.025493801,0.31,0.985048832,Inefficient,2.494805065,0.252926657,0.899204767,Current,82500,94300,1100000,29200,29200,0.025493801,0.257722475,2.610905429,0.388347565,1.013938765,0.100085896,0.745280779
1531,114.90887,26.7899299,Jiangxi,5797.63,A2O,1.200754,1513.34,422.81,21.32,205.52,0.949575459,0.865068797,2.057269366,6.25551117,8,316.08,8.08,45.49,1.24,67.59,9.12,3.16,0.27,0.76,1.892948766,1270000,27900,150000,171000,27900,0.107229926,0.163,0.169306949,Inefficient,0.32048938,0.145490116,0.262974497,CEPT,233000,267000,696871.231,76815.06774,76815.06774,0.186742253,0.466342465,1.161529466,0.511485259,0.5941052,0.238527297,0.217103218
1532,115.10065,29.2562199,Jiangxi,6514.94,CAS,1.53488,1503.6,149.22,16.65,57.35,0.888419783,0.818491357,2.601918047,3.908328968,4.8,79.17,6.51,26.52,0.7,38.18,6.93,2.63,0.16,0.53,3.997887908,1130000,31200,50900,58100,31200,0.038713535,0.536,0.274772712,Inefficient,1.098510503,0.160341624,0.758555925,HRAS,110193.21,125935.1,740134.4452,16524.67268,16524.67268,0.059752706,0.356795972,2.69137793,0.299955204,0.807292816,0.107022809,0.441682505
1533,115.34099,26.2863399,Jiangxi,5955.02,SBR,0.3968968,61,203.7,23,134.31,0.887088856,0.903232759,1.516640608,4.390086207,27.33,220.92,6.62,22.07,1.18,46.4,4.49,3.2,0.2,0.32,1.77089098,176000,1160,26800,30600,1160,0.05098632,0.0378,0.927811736,Inefficient,1.643053434,0.299015068,0.829485782,CEPT,50400,57600,108872.6534,22164.09499,22164.09499,0.132323898,0.238951417,1.322365342,0.927301673,1.226231594,0.221580049,0.402816731
1534,117.06919,28.2601899,Jiangxi,5765.73,SBR,1.434606,534.5,134.7,24.44,42.96,0.818559762,0.710678211,3.13547486,4.859307359,7.39,78.35,9.42,22.35,2.24,27.72,8.02,1.38,0.35,0.33,2.992925812,656000,9800,32200,36800,9800,0.021189014,0.267,0.691124966,Inefficient,2.06848575,0.233015342,0.909066013,CEPT,58300,66600,398901.0528,56766.99055,56766.99055,0.058051335,0.22988468,2.084932703,0.586560174,1.222938489,0.134841198,0.569483689
