Plant ID,Longitude,Latitude,Province,Annual_HDD,Treatment_process,Average_flow__MGD_,Sludgeield__tone__file2,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Recoverable energy density (kWh/m3),Current recovered heat waste,Efficiency score,Efficiency_Group,Optimal EUI (kWh/kg COD removed),Optimal EUI (kWh/m3),Energy gap,Selected_Process,Electricity recovery after selection (kWh/a),Heat recovery after selection (kWh/a),Electricity consumption after upgrade,Heat consumption after upgrade,Effective heat recovery after selection (kWh/a),Recoverable energy density after selection (kWh/m3),EUI (kWh/m3),EUI (kWH/kg COD removed),New efficiency score,Optimal EUI after selection (kWh/kg COD removed),Optimal EUI after selection (kWh/m3),Energy gap after selection
1,116.26667,40.18437,Beijing,8213.33,A2O,6.5522724,14835.97,335.97,14.49,163.98,0.956871149,0.796590008,2.04884742,6.660785091,2.39,303.27,2.81,38.28,0.28,50.44,10.26,7.43,0.16,0.61,1.897474182,5580000,388000,668000,763000,388000,0.116644986,0.508,0.253027654,Inefficient,0.480113441,0.197205064,0.408509178,CEPT,1020000,1160000,3121792.174,581339.9975,581339.9975,0.176882842,0.409045265,1.272381687,0.484378222,0.616313979,0.198132618,0.107250266
2,116.290595,40.148968,Beijing,8213.33,A2O,7.2207416,6708.06,379.67,23.54,115.75,0.937998788,0.739227506,3.280086393,8.476668899,5.78,366.27,7.17,31.84,1.52,44.79,11.68,8.19,0.4,0.36,1.010866818,3620000,175000,501000,572000,175000,0.067757753,0.306,0.369147717,Inefficient,0.373159178,0.150434016,0.5495849,Current,501000,572000,3620000,175000,175000,0.067757753,0.380385608,1.068108859,0.524757335,0.560497959,0.199610138,0.660549543
3,116.45241,39.756206,Beijing,8213.33,A2O,1.8218736,3102.4,212.46,18.09,88.86,0.914854561,0.675328304,2.390952059,5.936295054,3.33,107.48,3.57,30.6,1.85,35.79,11.62,3.04,0.34,0.58,2.983999588,1470000,81100,98200,112000,81100,0.071228885,0.722,0.260098005,Inefficient,0.77613234,0.183074705,0.610929946,CEPT,153000,175000,822395.906,110258.6422,110258.6422,0.104582374,0.370507216,1.906195481,0.453811226,0.865052909,0.168140334,0.378005436
4,116.551552,39.82159,Beijing,8213.33,AO,1.8029772,2111.58,417.87,27.07,141.65,0.935219087,0.876888218,2.950017649,5.260196375,12.02,144.51,6.25,63.34,0.96,79.44,9.78,6.37,0.17,0.58,1.484135107,1450000,55200,147000,168000,55200,0.081168032,0.328,0.269517796,Inefficient,0.400000823,0.178478954,0.545223509,HRAS,348531.69,398321.93,919356.1808,65934.86365,65934.86365,0.166377025,0.395519956,1.012077677,0.568700551,0.575569133,0.224932417,0.260324378
5,116.3343273,39.9941159,Beijing,8213.33,A2O,129.2938024,178452.41,538.09,12.89,217.01,0.9760449,0.819904268,2.479563154,10.7317511,1.02,306.49,2.5,38.32,0.41,50.14,9.03,5.65,0.11,0.58,1.104341203,104000000,4660000,17600000,20100000,4660000,0.124606745,0.232,0.152995442,Inefficient,0.16895917,0.114823045,-0.085206765,Current,17600000,20100000,104000000,4660000,4660000,0.124606745,0.608255568,1.158140838,0.282120577,0.326735361,0.171601412,0.273859439
6,116.2534048,39.8831277,Beijing,8213.33,SBR,20.8451184,32777.91,461.8,13.9,196.62,0.96990039,0.82708563,2.34869291,8.48585079,1.01,202.48,2.5,43.35,0.15,54.42,9.41,5.7,0.11,0.48,1.071667783,14000000,856000,2570000,2940000,856000,0.118953464,0.291,0.240644346,Inefficient,0.257890793,0.145230292,0.180932142,Current,2570000,2940000,14000000,856000,856000,0.118953464,0.515812218,1.151623617,0.368974945,0.424920261,0.190321785,0.374987662
7,116.45573,39.83298,Beijing,8213.33,A2O,139.5943676,215278.94,413.82,14.57,169.95,0.964791455,0.789178357,2.434951456,8.292985972,1.04,185.53,2.5,39.22,0.37,49.9,10.52,5.07,0.15,0.48,1.202254227,93400000,5620000,14900000,17000000,5620000,0.106390674,0.331,0.269543802,Inefficient,0.324060175,0.158519212,0.328846812,Current,14900000,17000000,93400000,5620000,5620000,0.106390674,0.513392035,1.285891134,0.314022553,0.403798817,0.161216678,0.340076499
8,116.15761,40.07967,Beijing,8213.33,SBR,2.421418,1961.06,155.06,14.49,80.05,0.906552302,0.829606785,1.93703935,3.985093806,2.09,74.47,4,34.45,0.2,38.91,6.63,4.13,0.14,0.91,6.473643025,3050000,51200,119000,136000,51200,0.050872595,0.377,0.03132911,Inefficient,0.202813474,0.043813114,-0.161127108,HRAS,185555.78,212063.75,1612937.569,35080.66717,35080.66717,0.065947994,0.492590858,3.504238868,0.130232895,0.456367172,0.064151533,-0.028003393
9,116.187079,40.053627,Beijing,8213.33,OD,3.9101792,2183.11,199.23,18.22,66.8,0.908547909,0.443938532,2.98248503,11.33921457,6.51,165.3,11.32,13.18,3.02,17.57,9.77,2.02,0.68,0.24,1.325893597,1310000,57000,149000,170000,57000,0.038129812,0.336,0.834664132,Inefficient,1.106675828,0.210869874,0.819178477,Current,149000,170000,1310000,57000,57000,0.038129812,0.253026468,1.39785906,0.734604115,1.026873018,0.185874285,0.794862363
10,116.26378,40.04842,Beijing,8213.33,OD,4.464908,6783,173.65,19.91,89.6,0.885344083,0.755580866,1.938058036,3.955580866,2.19,83.21,7.97,39.41,0.26,43.9,10.73,5.03,0.14,0.72,4.68323143,4470000,177000,246000,281000,177000,0.068568074,0.63,0.114598463,Inefficient,0.536691124,0.111202499,0.383394483,HRAS,385352.98,440403.41,2565141.864,72859.76319,72859.76319,0.074276041,0.427618657,2.781440463,0.218003719,0.606364366,0.093222458,0.203238756
11,116.418944,39.945213,Beijing,8213.33,A2O,12.6894756,2561.74,149.34,12.85,71.7,0.913954734,0.691729323,2.082845188,7.485714286,5.8,175.11,4,16.44,1.02,19.95,6.15,2.08,0.28,0.24,1.758370577,4220000,66900,527000,603000,66900,0.033873787,0.111,1,Efficient,1.758370577,0.24381572,0.861068077,Current,527000,603000,4220000,66900,66900,0.033873787,0.244508397,1.791401546,0.581796849,1.042231775,0.142254215,0.761878501
12,116.144132,39.889526,Beijing,8213.33,A2O,11.0926936,16632.52,270.52,15.5,98.19,0.942702942,0.874107291,2.755066707,4.492941372,2.38,140.1,4,45.57,0.45,60.21,7.58,5.51,0.13,0.7,2.744882754,10800000,435000,670000,766000,435000,0.07209736,0.567,0.234048731,Inefficient,0.642436325,0.19221633,0.624915533,HRAS,1435577.56,1640660.07,6279451.595,271512.8276,271512.8276,0.111381638,0.427427366,1.676054293,0.379110529,0.635409829,0.162042215,0.31263814
13,116.40167,39.83524,Beijing,8213.33,A2O,112.0161216,166394.59,343.44,15.91,137.3,0.953674587,0.834344877,2.501383831,6.130667619,1.3,156.61,2.5,45.69,0.33,56.02,9.28,5.1,0.15,0.8,2.442524349,124000000,4350000,9600000,11000000,4350000,0.09013382,0.396,0.160513788,Inefficient,0.392058836,0.156517275,0.424128617,HRAS,19131260.23,21864297.4,68962341.75,3619051.027,3619051.027,0.146994441,0.46896331,1.431817879,0.320548699,0.458967359,0.150325579,0.022159489
14,116.462308,40.057896,Beijing,8213.33,A2O,77.72132759999998,107172.61,578.98,13.13,281.18,0.977322187,0.821968229,2.059108045,11.21619527,1.03,330.11,2.5,35.61,0.37,51.62,9.19,8.69,0.11,0.45,0.795263762,48800000,2800000,13700000,15700000,2800000,0.153651864,0.178,0.168256729,Inefficient,0.133808479,0.101789784,-0.509501825,Current,13700000,15700000,48800000,2800000,2800000,0.153651864,0.480511285,0.849184916,0.356608306,0.302826395,0.171354316,0.103309048
15,116.308629,39.839826,Beijing,8213.33,A2O,26.9301936,33365.79,429.33,20.13,202.71,0.95311299,0.717416602,2.117951754,8.326803724,2.96,284.32,3.21,43.63,0.31,51.56,14.57,5.35,0.32,0.23,0.562072336,8690000,872000,3390000,3880000,872000,0.114542873,0.225,0.429876007,Inefficient,0.241621411,0.122306814,0.063479219,Current,3390000,3880000,8690000,872000,872000,0.114542873,0.25698239,0.628011706,0.626141435,0.393224151,0.160907323,0.288143817
16,116.21585,40.0921499,Beijing,8213.33,AO,18.0582976,10267.06,224.08,13.47,88.39,0.93988754,0.666466527,2.535128408,6.727108976,1.3,107.86,3.1,28.6,0.23,33.31,11.11,3.61,0.2,0.46,2.184131808,11500000,268000,992000,1130000,268000,0.050499589,0.237,0.429945385,Inefficient,0.939057391,0.208516059,0.757814392,CEPT,1510000,1730000,6654781.567,1094748.13,1094748.13,0.104395801,0.310593699,1.474733865,0.524203967,0.773061342,0.162814449,0.358805062
17,116.82716,40.33191,Beijing,8716.09,CAS,3.3533508,3397,366.73,18.45,128.18,0.949690508,0.883436357,2.861054767,4.626340356,7.7,131.82,8.15,76.32,0.98,79.27,9.24,6.79,0.23,0.34,0.976226025,1590000,94200,255000,291000,94200,0.075368409,0.324,0.570991441,Inefficient,0.557416705,0.21446843,0.648580405,HRAS,578828.11,661517.84,1318703.555,116195.7676,116195.7676,0.150008144,0.309696675,0.889217512,0.673380113,0.598781388,0.208543582,0.280686835
20,116.19926,39.750652,Beijing,8213.33,A2O,3.3562468,2880.76,251.44,7.92,101.34,0.968501432,0.699463327,2.481152556,8.996064401,4.06,100.99,6.58,16.89,0.79,27.95,8.4,1.82,0.3,0.4,1.642575558,1870000,75300,206000,235000,75300,0.060661053,0.32,0.463044872,Inefficient,0.760586189,0.201456048,0.698886911,Current,206000,235000,1870000,75300,75300,0.060661053,0.419495009,1.722630622,0.443587091,0.764136707,0.186082571,0.674010024
21,116.630067,40.033827,Beijing,8070.85,OD,27.6568,22436.53,170.47,17.49,57.63,0.897401302,0.531674208,2.958007982,7.713574661,1.29,165.5,5.28,17.43,0.57,22.1,10.35,2.26,0.25,0.23,1.503464505,8880000,576000,982000,1120000,576000,0.040771776,0.513,1,Efficient,1.503464505,0.245073519,0.833634512,Current,982000,1120000,8880000,576000,576000,0.040771776,0.247456938,1.617577056,0.565625188,0.914942327,0.139967877,0.708706195
22,116.189968,39.793176,Beijing,8213.33,A2O,12.6952676,8894.79,113.65,10.03,37.61,0.91174659,0.713224894,3.021802712,4.01874116,2.52,178.02,3.88,19.94,0.46,28.28,8.11,2.94,0.18,0.58,5.597375024,10200000,232000,281000,321000,232000,0.029246211,0.724,0.1182596,Inefficient,0.661943331,0.081816925,0.64254082,CEPT,452000,516000,5750434.836,897484.4455,516000,0.055185832,0.378998925,3.657584687,0.127667667,0.466955305,0.048385909,-0.140535208
23,115.98456,40.4588,Beijing,9150.03,A2O,9.9463844,14938.46,273.01,12.2,185.67,0.955312992,0.858475894,1.470404481,6.065540991,2.33,119.33,3.04,37.41,0.23,45.01,6.37,5.35,0.09,0.72,2.760630344,9950000,435000,1150000,1310000,435000,0.115334205,0.331,0.191775813,Inefficient,0.529422129,0.169731822,0.32049156,CEPT,1750000,2000000,5454441.56,689845.4125,689845.4125,0.177537938,0.447095555,1.714257717,0.370274809,0.634746449,0.165548221,-0.072424315
24,116.44219,40.02847,Beijing,8213.33,OD,3.9799728,5895.79,339.59,18.31,127,0.94608204,0.846241242,2.673937008,6.430410907,4.72,151.42,4.38,43.2,0.45,52.81,8.12,5.23,0.19,0.57,1.774153386,3160000,154000,307000,351000,154000,0.083832983,0.439,0.280520947,Inefficient,0.497687188,0.187901884,0.553847032,CEPT,478000,546000,1772994.109,266501.9314,266501.9314,0.135387892,0.370882945,1.154391637,0.560473934,0.647006422,0.207870223,0.348690305
26,117.008316,40.053196,Hebei,8070.85,OD,1.6799696,52.4,77.01999999999998,12.44,42.62,0.838483511,0.377616747,1.807132802,6.201288245,5.02,74.1,4.82,9.4,1.71,12.42,7.73,1.33,0.34,0.33,5.109941158,766000,1350,39800,45500,1350,0.017728113,0.0296,0.297313084,Inefficient,1.519252365,0.09869492,0.820374613,CEPT,67700,77400,466968.5394,92042.70054,77400,0.062511524,0.24083146,3.72919572,0.207349022,0.773245084,0.049936168,-0.251828635
27,117.088839,40.131559,Beijing,8070.85,Other,17.5208,26780.36,416.35,13.99,250.94,0.966398463,0.779396728,1.659161553,10.64289366,3.5,419.91,4.31,28.76,0.23,39.12,8.63,2.93,0.15,0.65,1.615468734,15800000,688000,2730000,3120000,688000,0.141192695,0.22,0.163559254,Inefficient,0.264224861,0.134733812,-0.0479381,Current,2730000,3120000,15800000,688000,688000,0.141192695,0.681095714,1.692752047,0.250295728,0.423688606,0.170475347,0.171770601
28,116.24187,39.83273,Beijing,8213.33,CAS,1.1705632,566.56,263.67,16.21,105.23,0.938521637,0.80150463,2.505654281,15.25868056,5.91,110.49,6.09,6.85,0.27,17.28,3.43,3.3,0.53,0.34,1.373959428,552000,14800,73300,83800,14800,0.054472228,0.177,0.396919737,Inefficient,0.545351615,0.14410355,0.621992461,Current,73300,83800,552000,14800,14800,0.054472228,0.35045243,1.416198294,0.635481825,0.899968275,0.222706149,0.755407614
29,116.5764355,40.0587899,Beijing,8070.85,A2O,5.43,3114,148.06,17.7,65.62,0.88045387,0.564050633,2.256324291,7.496708861,8.76,110.14,4.17,15.06,2.89,19.75,8.61,1.6,0.38,0.21,1.610923596,1590000,80000,195000,222000,80000,0.036654472,0.359,1,Efficient,1.610923596,0.220663119,0.833889452,Current,195000,222000,1590000,80000,80000,0.036654472,0.22259261,1.707522324,0.686444115,1.17211865,0.152797387,0.760110612
30,116.609856,40.120122,Beijing,8070.85,A2O,5.8614316,13576.53,126.69,22.24,30.3,0.82445339,0.698626717,4.181188119,3.16329588,4.75,33.74,4.2,19.03,0.95,40.05,12.07,3.31,0.11,0.76,7.276208712,6210000,349000,94400,108000,108000,0.024991994,1,0.026654264,Inefficient,0.193941988,0.063351143,0.605500506,CEPT,168000,192000,3365223.337,287553.2067,192000,0.044452163,0.451038386,4.31822294,0.066726333,0.288139182,0.030096138,-0.477005582
31,116.55095,40.14796,Beijing,8213.33,A2O,5.8239284,6998,205.25,19.4,60.59,0.905481121,0.696451204,3.387522694,6.503485425,4.81,196.64,6.4,24.84,0.47,31.56,9.58,3.25,0.24,0.19,1.022329836,1560000,183000,205000,234000,183000,0.048218067,0.781,1,Efficient,1.022329836,0.212742027,0.773349591,CEPT,334000,381000,1071247.034,427186.9195,381000,0.088855459,0.186215436,1.001966296,0.978478768,0.980402747,0.182207851,0.512340117
32,116.57031,40.06319,Beijing,8070.85,OD,6.59564,3470.4,247.77,10.66,154.93,0.956976228,0.654060756,1.599238366,7.680409175,3.66,172.78,3.25,28.67,0.37,32.26,11.16,4.61,0.01,0.35,1.476108135,3200000,89100,629000,719000,89100,0.07879925,0.124,0.598205753,Inefficient,0.883016378,0.219149222,0.640431075,Current,629000,719000,3200000,89100,89100,0.07879925,0.360922731,1.522174228,0.505956523,0.77015398,0.18261121,0.568486239
33,116.728973,39.915848,Hebei,8070.85,A2O,10.5704,10232.71,193.83,13.15,93.1,0.932157045,0.878402367,2.081954887,5.734615385,2.78,134.78,4.53,26.88,0.25,33.8,4.11,3.15,0.1,0.51,2.822669914,7490000,263000,602000,688000,263000,0.059226871,0.382,0.362250738,Inefficient,1.022514259,0.202755584,0.707890311,CEPT,931000,1060000,4266784.365,670101.6692,670101.6692,0.109628025,0.338030416,1.870878992,0.431380235,0.807060219,0.14581964,0.248194383
34,116.65978,39.83269,Beijing,8070.85,A2O,2.2806724,129.91,72.04,18.7,36.66,0.740421988,0.438061938,1.965084561,3.598401598,5.18,45.47,10.89,14.67,2.27,20.02,11.25,1.93,0.47,0.27,5.061867267,851000,3340,45300,51700,3340,0.015435644,0.0645,0.471495954,Inefficient,2.386649936,0.128363839,0.879750837,CEPT,79100,90400,537959.4263,115663.1425,90400,0.05378992,0.207423631,3.888706998,0.181029088,0.703969081,0.037549711,-0.432498908
35,116.699706,39.869156,Beijing,8070.85,A2O,47.5668,94547,359.02,17.69,203.06,0.950726979,0.701547988,1.768048853,11.11517028,2,548.27,1,14.3,0.12,32.3,9.64,5.94,0.06,0.72,2.1093956,47700000,2430000,6030000,6890000,2430000,0.128724297,0.352,0.140002632,Inefficient,0.295320936,0.137775895,0.065697983,Current,6030000,6890000,47700000,2430000,2430000,0.128724297,0.762759928,2.234670051,0.157246061,0.351393062,0.119940994,-0.073230199
38,115.96932,39.71863,Beijing,7792.13,A2O,19.4396172,13901.75,185.36,12.39,89.8,0.9331571,0.658751099,2.064142539,8.151275286,1.7,88.77,3.58,20.27,0.22,22.74,7.76,3.83,0.07,0.21,1.214083367,5700000,345000,1080000,1230000,345000,0.053054382,0.279,1,Efficient,1.214083367,0.222844745,0.761922223,Current,1080000,1230000,5700000,345000,345000,0.053054382,0.225062271,1.301163618,0.72990523,0.94972613,0.164274129,0.677037511
39,116.58176,39.78248,Beijing,8070.85,SBR,13.5306188,10951.48,150.6,10.26,50.18,0.93187251,0.684364548,3.001195695,6.295986622,2.5,46.32,1.96,20.11,0.31,23.92,7.55,2.74,0.29,0.13,0.92632179,2470000,281000,407000,465000,281000,0.036801446,0.605,1,Efficient,0.92632179,0.145030823,0.746250866,CEPT,642000,734000,1883217.184,688073.7446,688073.7446,0.071146274,0.137539569,0.980045383,1.216056939,1.191790989,0.167255947,0.574626341
40,116.68359,40.30054,Beijing,8716.09,A2O,2.2937044,1771,115.15,14.76,66.18,0.871819366,0.797718886,1.739951647,3.862797719,6.26,88.53,5.8,15.78,0.18,29.81,6.03,1.98,0.17,0.51,5.08018727,1620000,49100,86700,99000,49100,0.042850552,0.496,0.182306338,Inefficient,0.926150338,0.108469326,0.604952351,CEPT,144000,164000,923608.8977,141407.6154,141407.6154,0.090057982,0.336057037,3.347515064,0.19748128,0.661071561,0.066364974,-0.357010729
42,116.172916,39.690931,Beijing,7792.13,CAS,23.9570152,55850,442.49,22.86,183.48,0.948337816,0.85254152,2.411652496,7.423083375,6.22,337.25,7.74,44.03,0.99,59.61,8.79,6.21,0.2,0.48,1.143864833,16100000,1380000,2680000,3060000,1380000,0.122655613,0.452,0.264970718,Inefficient,0.303090686,0.168876769,0.27369754,Current,2680000,3060000,16100000,1380000,1380000,0.122655613,0.52808377,1.258450945,0.340981428,0.4291084,0.180066758,0.31883256
45,116.36177,39.6716399,Beijing,7792.13,CAS,18.1898484,18157.77,205.51,16.37,94.48,0.920344509,0.794159209,2.175169348,4.840084786,1.17,165.55,2.73,28.96,0.35,42.46,8.74,3.01,0.13,0.4,2.114835572,10100000,450000,1070000,1220000,450000,0.060479558,0.368,0.646363868,Inefficient,1.366953301,0.27645068,0.781228398,CEPT,1630000,1860000,5972465.521,1189811.996,1189811.996,0.112198015,0.28498117,1.50672079,0.543347605,0.818673133,0.154843836,0.275411809
47,116.217768,40.1655745,Beijing,8213.33,A2O,4.5491092,4020.13,210.46,12.72,88.58,0.939560962,0.756985388,2.375931361,5.395026916,1.33,175.22,2.91,35.14,0.19,39.01,9.48,4.44,0.2,0.74,3.742287853,4670000,105000,250000,286000,105000,0.056480183,0.367,0.14740572,Inefficient,0.551634635,0.125785639,0.550980676,HRAS,477748.17,545997.91,2659980.475,90343.46176,90343.46176,0.090382871,0.437574079,2.212875891,0.314612152,0.696197645,0.137666122,0.343463236
48,116.39977,40.1776,Beijing,8213.33,OD,4.3748424,1843.57,166.28,43.81,77.71,0.736528747,0.661317568,2.139750354,7.021959459,13.25,85.12,12.84,17.57,0.93,23.68,8.02,2.31,0.4,0.26,2.12296889,1580000,48200,178000,203000,48200,0.037421767,0.237,0.784302782,Inefficient,1.665050407,0.211892769,0.823392903,Current,178000,203000,1580000,48200,48200,0.037421767,0.269363929,2.199427853,0.398250864,0.875924042,0.107274417,0.651158517
49,116.728973,39.915848,Hebei,8070.85,A2O,0.116202,83.7,169.3,35.27,57.11,0.791671589,0.539384246,2.964454561,6.769292283,8.56,74.15,7.06,21.4,1.19,25.01,11.52,2.7,0.32,0.4,2.984406476,64600,2150,3560,4070,2150,0.035564492,0.529,0.373944547,Inefficient,1.116002528,0.162969002,0.781771434,CEPT,6280,7170,37919.28162,6367.249577,6367.249577,0.078772855,0.275836772,2.058022625,0.581407203,1.196549178,0.160373486,0.508816221
50,116.594543,39.721099,Beijing,7996.75,CAS,4.4042368,2127.72,250.43,14.31,108.37,0.942858284,0.447075209,2.310879395,17.43941504,2.62,308.79,2.17,13.59,0.42,14.36,7.94,3.04,0.26,0.35,1.482297137,2140000,54100,294000,336000,54100,0.05720414,0.161,0.372593141,Inefficient,0.552293746,0.139297987,0.589339793,Current,294000,336000,2140000,54100,54100,0.05720414,0.360561919,1.527028287,0.532491675,0.81312985,0.19199622,0.702055904
51,116.652002,39.832494,Beijing,8070.85,OD,1.6822864,1031.1,238.16,21.14,94.51,0.911236144,0.575346687,2.519944979,7.339291217,6.17,164.49,11.52,28.74,0.85,32.45,13.78,2.39,0.6,0.22,1.013731453,515000,26500,93700,107000,26500,0.051712869,0.247,0.977447084,Inefficient,0.990868853,0.226439282,0.771625892,Current,93700,107000,515000,26500,26500,0.051712869,0.232966045,1.073477308,0.903765405,0.970171654,0.210546652,0.754387597
52,116.796586,39.709424,Beijing,7996.75,SBR,0.338108,0.33,147.22,18.42,60.65,0.87488113,0.734299517,2.427370157,8.890096618,4.92,114.82,8.17,13.92,2.02,16.56,4.4,1.59,0.66,0.1,0.776397516,46700,8.39,11900,13600,8.39,0.025491284,0.000618,1,Efficient,0.776397516,0.10001796,0.745132939,Current,11900,13600,46700,8.39,8.39,0.025491284,0.099984701,0.776278733,2.144122397,1.664436618,0.214379436,0.881092683
53,116.723457,39.67435,Beijing,7996.75,SBR,0.9995544,512.5,179.83,12.46,129.02,0.930712339,0.698196949,1.393814912,4.988349515,6.26,128.28,6,27.87,1.58,36.05,10.88,2.18,0.3,0.59,3.525123977,817000,13000,77400,88400,13000,0.065457,0.147,0.249983487,Inefficient,0.881222784,0.156903321,0.58281954,CEPT,122000,139000,458564.2808,61815.97295,61815.97295,0.133097811,0.3767979,2.251286969,0.4015787,0.904068894,0.151314011,0.120386736
54,116.34033,39.74288,Beijing,7792.13,A2O,0.1728188,0.28,130.61,34.82,13.03,0.733404793,0.491196114,10.02379125,7.930176078,6.19,14.48,7.36,11.97,2.59,16.47,8.38,3.6,0.28,0.38,3.96701117,90700,6.94,745,852,6.94,0.003149099,0.00815,0.246899536,Inefficient,0.979453217,0.093850888,0.966445721,Current,745,852,90700,6.94,6.94,0.003149099,0.379877553,3.965732882,0.124455307,0.493556502,0.047277777,0.933391561
55,116.666085,39.653165,Beijing,7996.75,A2O,1.4377916,706,183.53,13.76,83.61,0.925025881,0.707932293,2.19507236,6.091271158,6.49,94.11,4.81,21.1,0.09,30.13,8.8,3.09,0.22,0.42,2.473935324,837000,18000,69900,79900,18000,0.044247326,0.225,0.521993742,Inefficient,1.291378757,0.228298258,0.806186316,CEPT,114000,130000,489674.5701,82039.71718,82039.71718,0.098682973,0.287790997,1.6951817,0.644438206,1.092439854,0.185463514,0.46791166
56,117.71071,39.0031999,Tianjin,7835.25,A2O,35.37464,37962.98,300.51,19.87,116.31,0.933879072,0.811615071,2.583698736,7.211663067,0.92,122.67,2.34,30.83,0.26,41.67,7.85,4.25,0.1,0.44,1.567844926,21700000,946000,2570000,2940000,946000,0.071936771,0.322,0.395825611,Inefficient,0.620593176,0.19351827,0.628268842,Current,2570000,2940000,21700000,946000,946000,0.071936771,0.463333364,1.650988328,0.321964301,0.531559302,0.149176803,0.517775087
57,117.571686,39.013233,Tianjin,7835.25,OD,3.793036,5230,279.56,13.69,136.34,0.95103019,0.651116295,2.05046208,9.31556148,5.08,205.01,8.71,22.87,0.41,30.01,10.47,3.13,0.22,0.43,1.617331779,2270000,130000,314000,359000,130000,0.084720811,0.363,0.378343794,Inefficient,0.611907441,0.187493474,0.548139947,Current,314000,359000,2270000,130000,130000,0.084720811,0.457950331,1.72245959,0.39939546,0.68794254,0.182903283,0.536799942
59,117.42336,39.14588,Tianjin,7835.25,A2O,12.4166,21443.67,276.24,13.74,108.05,0.950260643,0.797430535,2.556594169,8.253361219,2.56,106.94,2.27,26.02,0.15,33.47,6.78,4.33,0.22,0.4,1.523809524,6950000,534000,826000,944000,534000,0.079273917,0.566,0.447972268,Inefficient,0.682624408,0.210315578,0.623071586,Current,826000,944000,6950000,534000,534000,0.079273917,0.436239703,1.661865534,0.380736964,0.632733638,0.16609258,0.522712471
60,117.715952,38.955388,Tianjin,7835.25,A2O,2.108288,1091.3,236.33,16.26,103.17,0.931197901,0.797092671,2.290685277,4.771451645,5.56,106.68,6.19,44.9,0.46,49.53,10.05,4.16,0.09,0.59,2.680965147,1720000,27200,130000,148000,27200,0.053965562,0.183,0.309331321,Inefficient,0.82930649,0.191843032,0.718699389,HRAS,249397.76,285026.01,1080649.756,44994.1246,44994.1246,0.101062491,0.386424967,1.755918421,0.464802775,0.816155755,0.179611397,0.43732696
61,117.462164,38.827667,Tianjin,7835.25,A2O,1.1185076,405.53,250.01,42.36,113.79,0.830566777,0.626414027,2.197117497,7.070418552,8.78,103.33,6.73,29.4,3.42,35.36,13.21,2.28,0.46,0.16,0.77052733,249000,10100,74100,84600,10100,0.054483783,0.119,1,Efficient,0.77052733,0.166535466,0.672839761,Current,74100,84600,249000,10100,10100,0.054483783,0.167657341,0.80740352,1.150777653,0.929141928,0.192936321,0.717607435
62,117.736636,39.151843,Tianjin,7835.25,Other,21.8989004,11593.44,175.63,22.96,64.72,0.869270626,0.823262032,2.71368974,4.695989305,3.5,167.62,3.67,27.27,0.88,37.4,6.61,3.62,0.29,0.44,2.882033143,13400000,289000,845000,966000,289000,0.037478728,0.299,0.4651842,Inefficient,1.340676282,0.214232505,0.825055828,CEPT,1340000,1530000,7796290.803,1445645.365,1445645.365,0.092065649,0.305446221,2.000695757,0.387333836,0.774937163,0.118309657,0.221824731
63,117.45906,38.85103,Tianjin,7835.25,A2O,3.9814932,3070.24,359.73,27.91,159.46,0.922414033,0.713201078,2.255926251,8.810433505,7.34,89.07,6.53,26.72,2.3,40.83,11.71,2.83,0.35,0.52,1.567114701,2870000,76500,382000,436000,76500,0.083346518,0.175,0.250717214,Inefficient,0.392902632,0.144279186,0.422324727,Current,382000,436000,2870000,76500,76500,0.083346518,0.535617265,1.614180173,0.350375672,0.565569464,0.187667259,0.555881412
65,117.71749,39.07117,Tianjin,7835.25,CAS,26.1916412,18032.72,211.46,20.06,94.01,0.905135723,0.754824875,2.249335177,7.557541101,2.2,125.68,1.99,21.27,0.39,27.98,6.86,2.64,0.09,0.21,1.097178683,7670000,449000,1520000,1730000,449000,0.054409797,0.259,1,Efficient,1.097178683,0.222407313,0.755359677,Current,1520000,1730000,7670000,449000,449000,0.054409797,0.224354058,1.172173762,0.709768495,0.831972006,0.159239442,0.658314573
66,117.71071,39.0031999,Tianjin,7835.25,A2O,7.94952,1547.7,205.78,24.85,89.49,0.879239965,0.71950424,2.299474802,6.711676451,7.75,195.73,7.71,21.32,1.5,30.66,8.6,2.84,0.16,0.33,1.823909799,3630000,38600,410000,468000,38600,0.040842514,0.0824,0.686924758,Inefficient,1.252888797,0.230199484,0.822577735,CEPT,673000,769000,2231012.344,555825.718,555825.718,0.111877689,0.253725974,1.402343301,0.653467871,0.916386291,0.165801772,0.325232247
