Plant_ID,Average_flow__MGD_,Sludge_yield__tone_,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),EUI__kWh_kg_TN_removed_,Treatment_process,Longitude,Annual_HDD,Latitude1,Province,City,Regional
2160,5.732052800000000,3614.300000000000182,146.360000000000014,15.160000000000000,69.060000000000002,0.896419787,0.740825688,2.119316536,3.729867482,4.930000000000000,200.099999999999994,4.920000000000000,36.960000000000001,1.180000000000000,39.240000000000002,10.170000000000000,2.850000000000000,0.21,0.4,3.048780487804878,13.759889920880637,A2O,112.16967,6519.89,33.049920000000000,Henan,南阳市,中南
2161,8.456320000000000,8108.260000000000218,175.520000000000010,14.470000000000001,81.239999999999995,0.917559253,0.620138132,2.160512063,6.380225373,3.870000000000000,77.439999999999998,2.720000000000000,21.399999999999999,0.43,27.510000000000002,10.449999999999999,2.830000000000000,0.17,0.29,1.800683017696367,16.998827667057441,A2O,114.39274,6628.99,32.605659899999999,Henan,驻马店市,中南
2176,15.540370400000000,17592.729999999999563,392.500000000000000,13.820000000000000,173.580000000000013,0.964789809,0.742124701,2.261205208,8.527047578,0.89,745.179999999999950,2.600000000000000,33.329999999999998,0.25,46.030000000000001,11.869999999999999,5.860000000000000,0.08,0.38,1.003485792753776,11.124121779859482,A2O,113.692542,7017.78,34.708015600000003,Henan,郑州市,中南
2178,13.767583999999999,18343.689999999998690,190.860000000000014,10.490000000000000,81.659999999999997,0.945038248,0.728452579,2.337252021,6.351414309,2.770000000000000,194.240000000000009,5.910000000000000,22.960000000000001,0.3,30.050000000000001,8.160000000000000,2.670000000000000,0.18,0.27,1.496922991628320,12.334399269072637,A2O,113.99872,6883.69,33.818109999999997,Henan,漯河市,中南
2180,6.589992800000000,2819.130000000000109,332.439999999999998,22.960000000000001,143.210000000000008,0.930934906,0.836055895,2.321346275,6.542806534,2.240000000000000,302.600000000000023,7.410000000000000,43.030000000000001,1.370000000000000,50.810000000000002,8.330000000000000,6.210000000000000,0.18,0.64,2.067985007108699,15.065913370998114,A2O,113.30012,7048.46,34.829140000000002,Henan,郑州市,中南
2181,3.004962000000000,2152.500000000000000,170.889999999999986,11.609999999999999,111.040000000000006,0.93206156,0.635955728,1.538994957,5.111875561,5.720000000000000,66.659999999999997,3.710000000000000,28.930000000000000,0.29,33.430000000000000,12.170000000000000,2.780000000000000,0.35,0.27,1.695128076343546,12.699905926622767,A2O,114.5318,6803.94,33.789239999999999,Henan,周口市,中南
2183,5.329364000000000,4058.949999999999818,210.180000000000007,16.350000000000001,97.579999999999998,0.922209535,0.763715233,2.153924985,5.363102832,5.010000000000000,153.300000000000011,7.060000000000000,25.300000000000001,0.74,39.189999999999998,9.260000000000000,3.800000000000000,0.18,0.48,2.476396842594025,16.037420648179086,A2O,115.534954,7061.77,35.868397000000002,Shandong,濮阳市,华东
2187,29.554983199999999,18964.080000000001746,151.360000000000014,13.170000000000000,46.100000000000001,0.912988901,0.497857755,3.28329718,12.97000857,3.010000000000000,120.620000000000005,10.140000000000001,8.490000000000000,0.4,11.670000000000000,5.860000000000000,1.660000000000000,0.65,0.13,0.940733772,22.375215146299485,A2O,114.06516,6647.72,32.978690000000000,Henan,驻马店市,中南
2189,0.932512,689.399999999999977,275.379999999999995,18.340000000000000,118.969999999999999,0.933401118,0.790446841,2.314701185,6.061633282,6.690000000000000,230.189999999999998,4.430000000000000,37.359999999999999,2.070000000000000,45.430000000000000,9.520000000000000,2.750000000000000,0.38,0.56,2.178649237472767,15.594541910331387,A2O,114.212488,6710.46,33.283324999999998,Henan,驻马店市,中南
2190,0.559652,374.199999999999989,71.879999999999995,13.800000000000001,22.559999999999999,0.808013356,0.786968577,3.186170213,3.321626617,4.360000000000000,18.590000000000000,7.800000000000000,14.539999999999999,1.580000000000000,21.640000000000001,4.610000000000000,0.78,0.19,0.14,2.410468319559229,8.220786846741046,A2O,114.1314687,6012.98,30.420956499999999,Hubei,武汉市,中南
2199,8.253600000000000,1498.890000000000100,148.389999999999986,26.480000000000000,64.659999999999997,0.821551317,0.663663664,2.294927312,14.85385385,9.680000000000000,112.829999999999998,8.760000000000000,7.540000000000000,0.52,9.990000000000000,3.360000000000000,2.610000000000000,0.8,0.29,2.378804035764088,43.740573152337845,A2O,115.025153,6187.53,30.031056000000000,Hubei,黄石市,中南
2200,3.307232000000000,488.930000000000007,60.509999999999998,12.650000000000000,17.920000000000002,0.790943646,0.794996949,3.376674107,3.691885296,3.360000000000000,124.030000000000001,15.869999999999999,7.290000000000000,0.24,16.390000000000001,3.360000000000000,1.670000000000000,0.45,0.25,5.223568742164646,19.186492709132768,A2O,108.96074,7126.39,34.266649899999997,Shaanxi,西安市,西北
2202,4.840664000000000,8672.409999999999854,151.830000000000013,14.330000000000000,58.329999999999998,0.905618126,0.736752717,2.60294874,5.157269022,4.370000000000000,131.060000000000002,5.630000000000000,15.630000000000001,0.32,29.440000000000001,7.750000000000000,3.220000000000000,0.16,0.46,3.345454545454546,21.207929921622867,A2O,111.7979927,6312.34,30.839707300000001,Hubei,宜昌市,中南
2205,1.585560000000000,126.799999999999997,95.959999999999994,14.070000000000000,37.909999999999997,0.853376407,0.537508154,2.531258243,6.259621657,2.190000000000000,48.090000000000003,5.220000000000000,9.590000000000000,0.79,15.330000000000000,7.090000000000000,1.250000000000000,0.2,0.13,1.587495420686287,15.776699029126217,A2O,114.98082,6438.83,31.147140000000000,Hubei,麻城市,中南
2206,5.060760000000000,4572.500000000000000,175.729999999999990,13.320000000000000,68.689999999999998,0.924201901,0.694590713,2.55830543,8.412158928,4.690000000000000,98.930000000000007,5.280000000000000,17.260000000000002,0.76,20.890000000000001,6.380000000000000,2.720000000000000,0.21,0.27,1.662459208176837,18.607856650585802,A2O,114.531357,6012.98,30.488624999999999,Hubei,武汉市,中南
2210,26.975515999999999,12789.969999999999345,145.000000000000000,27.520000000000000,64.790000000000006,0.810206897,0.473391948,2.237999691,6.709856548,4.910000000000000,109.019999999999996,4.080000000000000,17.739999999999998,0.69,21.609999999999999,11.380000000000001,2.350000000000000,0.35,0.29,2.468505277494041,28.347996089931577,A2O,114.92594,6131.89,30.381319999999999,Hubei,鄂州市,中南
2211,1.675336000000000,4.010000000000000,95.750000000000000,12.279999999999999,49.710000000000001,0.871749347,0.627655311,1.926171796,3.837675351,4.410000000000000,103.900000000000006,6.020000000000000,14.869999999999999,3.250000000000000,24.949999999999999,9.289999999999999,1.850000000000000,0.29,0.25,2.995088055588834,15.964240102171138,A2O,114.8345509,6131.89,30.408374100000000,Hubei,鄂州市,中南
2212,16.485479999999999,5851.000000000000000,132.699999999999989,24.199999999999999,40.350000000000001,0.81763376,0.648792271,3.288723668,6.410628019,7.720000000000000,121.689999999999998,9.220000000000001,19.219999999999999,3.740000000000000,20.699999999999999,7.270000000000000,1.280000000000000,0.37,0.2,1.843317972350231,14.892032762472079,A2O,109.48511,7747.94,30.275449999999999,Hubei,恩施市,中南
2217,7.769244000000000,23984.000000000000000,501.889999999999986,24.140000000000001,211.310000000000002,0.951901811,0.674126303,2.375136056,7.692979767,4.060000000000000,182.490000000000009,5.000000000000000,52.859999999999999,1.330000000000000,65.239999999999995,21.260000000000002,5.980000000000000,0.23,0.76,1.590790162218733,17.280582082764894,A2O,113.584752,6130.33,30.640732000000000,Hubei,孝感市,中南
2218,1.042560000000000,128.430000000000007,143.349999999999994,11.570000000000000,45.820000000000000,0.919288455,0.794409709,3.128546486,5.272158882,3.020000000000000,221.250000000000000,7.410000000000000,6.930000000000000,0.77,27.190000000000001,5.590000000000000,1.100000000000000,0.2,0.3,2.276521475185916,13.888888888888891,A2O,114.573188,6238.55,31.058306000000002,Hubei,麻城市,中南
2219,13.415720000000000,7070.970000000000255,190.569999999999993,13.570000000000000,91.209999999999994,0.92879257,0.878160219,2.089354237,5.804751751,2.920000000000000,139.569999999999993,4.360000000000000,25.989999999999998,0.27,32.829999999999998,4.000000000000000,3.130000000000000,0.09,0.26,1.468926553672317,9.018383628165108,A2O,114.6113395,6540.66,31.270134500000001,Hubei,麻城市,中南
2222,5.160672000000000,5396.899999999999636,207.810000000000002,18.500000000000000,97.390000000000001,0.910976373,0.654193548,2.13379197,8.938064516,4.390000000000000,113.370000000000005,7.400000000000000,20.120000000000001,1.980000000000000,23.250000000000000,8.039999999999999,1.920000000000000,0.24,0.42,2.218583276107971,27.613412228796843,A2O,110.22879,7659.94,32.224679899999998,Hubei,十堰市,中南
2223,6.414640000000000,3261.800000000000182,327.680000000000007,21.199999999999999,117.280000000000001,0.935302734,0.834027948,2.793997271,8.033341505,1.880000000000000,146.530000000000001,8.080000000000000,26.750000000000000,0.24,40.789999999999999,6.770000000000000,5.590000000000000,0.12,0.29,0.946228139,8.524397413286303,A2O,112.413687,5984.31,29.717554700000001,Hubei,沙市市,中南
2229,6.722484800000000,11670.680000000000291,234.250000000000000,35.799999999999997,46.659999999999997,0.847171825,0.755620206,5.020360051,6.195450939,1.180000000000000,239.229999999999990,6.220000000000000,28.109999999999999,1.560000000000000,37.810000000000002,9.240000000000000,1.570000000000000,0.09,0.48,2.418745275888133,16.800840042002100,A2O,111.38471,6394.78,30.630420000000001,Hubei,宜昌市,中南
2232,19.823119999999999,20160.040000000000873,371.600000000000023,28.719999999999999,165.069999999999993,0.922712594,0.693256262,2.251166172,14.31984586,7.800000000000000,183.509999999999991,7.100000000000000,17.149999999999999,1.800000000000000,25.949999999999999,7.960000000000000,4.130000000000000,0.4,0.19,0.554129725,10.561423012784880,A2O,114.94398,6131.89,30.426710000000000,Hubei,鄂州市,中南
2233,8.195679999999999,4680.000000000000000,232.810000000000002,18.730000000000000,69.400000000000006,0.919548129,0.609153651,3.354610951,8.456592808,7.710000000000000,218.289999999999992,2.080000000000000,21.820000000000000,1.270000000000000,27.530000000000001,10.760000000000000,2.570000000000000,0.44,0.21,0.980941704,12.522361359570660,A2O,115.9296799,6251.35,30.053914599999999,Hubei,麻城市,中南
2235,23.764069200000002,12804.500000000000000,130.650000000000006,12.449999999999999,63.049999999999997,0.904707233,0.569916189,2.072164948,5.76312307,3.660000000000000,122.840000000000003,5.900000000000000,16.190000000000001,0.17,22.670000000000002,9.750000000000000,2.810000000000000,0.28,0.24,2.030456852791878,18.575851393188852,A2O,115.08315,6187.53,30.204680000000000,Hubei,鄂州市,中南
2237,4.762689200000000,1155.769999999999982,131.979999999999990,19.399999999999999,44.430000000000000,0.853008032,0.630107527,2.970515418,4.73046595,8.590000000000000,32.899999999999999,4.560000000000000,22.030000000000001,0.64,27.899999999999999,10.320000000000000,2.470000000000000,0.2,0.2,1.776514478593001,11.376564277588171,A2O,115.052393,6187.53,30.247520999999999,Hubei,鄂州市,中南
2238,4.899235600000000,2762.429999999999836,128.490000000000009,11.279999999999999,61.109999999999999,0.912211067,0.592171717,2.102601865,8.111742424,2.120000000000000,125.750000000000000,5.540000000000000,11.580000000000000,0.5,15.840000000000000,6.460000000000000,1.610000000000000,0.16,0.3,2.559508574353723,31.982942430703623,A2O,115.05377,6187.53,30.235289999999999,Hubei,鄂州市,中南
2239,0.5545116,4.660000000000000,91.189999999999998,12.850000000000000,21.809999999999999,0.859085426,0.742653233,4.181109583,3.82829555,2.950000000000000,36.609999999999999,8.410000000000000,19.750000000000000,0.33,23.820000000000000,6.130000000000000,2.290000000000000,0.62,0.02,0.255297421,1.130582249858677,A2O,115.336359,6251.35,30.007231999999998,Hubei,黄石市,中南
2240,8.800364800000001,13590.450000000000728,744.090000000000032,20.390000000000001,279.420000000000016,0.972597401,0.868703551,2.66298046,15.36106524,2.270000000000000,780.080000000000041,5.220000000000000,24.609999999999999,0.33,48.439999999999998,6.360000000000000,17.260000000000002,0.08,0.6,0.82907282,14.258555133079845,A2O,115.2079,6187.53,29.840850000000000,Hubei,黄石市,中南
2241,0.51404,77.599999999999994,337.769999999999982,31.010000000000002,105.230000000000004,0.908191965,0.877290903,3.209826095,2.813812063,1.230000000000000,115.640000000000001,6.450000000000000,67.109999999999999,2.720000000000000,120.040000000000006,14.730000000000000,44.420000000000002,0.49,0.29,0.945364454,2.753774570316209,A2O,114.082,6143.8,30.183109999999999,Hubei,咸宁市,中南
2242,5.212800000000000,1323.809999999999945,106.400000000000006,21.280000000000001,19.800000000000001,0.8,0.528588098,5.373737374,6.207701284,8.140000000000001,114.019999999999996,13.160000000000000,8.710000000000001,1.760000000000000,17.140000000000001,8.080000000000000,1.180000000000000,0.32,0.16,1.879699248120301,17.660044150110377,A2O,112.92964,6081.32,29.837980000000002,Hubei,沙市市,中南
2244,4.102184000000000,3355.510000000000218,250.289999999999992,15.230000000000000,106.750000000000000,0.939150585,0.805632685,2.344637002,9.928203094,3.270000000000000,104.840000000000003,6.490000000000000,23.140000000000001,0.53,25.210000000000001,4.900000000000000,3.220000000000000,0.17,0.57,2.424912788224283,28.064992614475621,A2O,109.722698,7549.42,30.600961800000000,Hubei,恩施市,中南
2247,4.017765600000000,1011.370000000000005,117.569999999999993,19.949999999999999,41.740000000000002,0.830313856,0.336950904,2.816722568,6.075968992,3.580000000000000,60.859999999999999,11.119999999999999,14.369999999999999,0.41,19.350000000000001,12.830000000000000,1.500000000000000,0.67,0.44,4.507273099774638,67.484662576687114,A2O,114.185767,6012.98,30.354462999999999,Hubei,武汉市,中南
2249,30.460345199999999,24955.099999999998545,197.909999999999997,9.150000000000000,98.019999999999996,0.953766864,0.641013609,2.019077739,9.287189113,1.780000000000000,201.990000000000009,2.010000000000000,10.369999999999999,0.27,21.309999999999999,7.650000000000000,3.470000000000000,0.11,0.45,2.383979656706930,32.942898975109813,A2O,112.2503317,6187.83,31.025044200000000,Hubei,荆门市,中南
2252,7.135020000000000,7626.460000000000036,206.289999999999992,20.829999999999998,49.549999999999997,0.899025644,0.71910389,4.163269425,5.078532742,3.860000000000000,187.210000000000008,6.350000000000000,29.000000000000000,1.290000000000000,40.619999999999997,11.410000000000000,4.270000000000000,0.39,0.26,1.401919551385744,8.901061280383432,A2O,112.23452,6087.82,30.363019999999999,Hubei,沙市市,中南
2256,6.363960000000000,3638.369999999999891,273.180000000000007,26.410000000000000,128.289999999999992,0.903323816,0.880985588,2.129394341,4.233379823,8.750000000000000,112.799999999999997,4.500000000000000,39.460000000000001,1.340000000000000,64.530000000000001,7.680000000000000,5.070000000000000,0.28,0.59,2.390890302711026,10.378188214599824,A2O,115.02548,6438.83,31.159699900000000,Hubei,麻城市,中南
2270,5.285200000000000,6175.000000000000000,136.060000000000002,13.460000000000001,87.150000000000006,0.901073056,0.69153301,1.561216294,5.074972025,2.020000000000000,95.500000000000000,2.910000000000000,19.680000000000000,0.33,26.809999999999999,8.270000000000000,2.620000000000000,0.08,0.41,3.344208809135399,22.114347357065800,A2O,112.417865,5984.31,29.725217000000001,Hubei,沙市市,中南
2280,0.7124884,413.050000000000011,442.230000000000018,22.219999999999999,73.209999999999994,0.949754653,0.830664726,6.040568228,10.72852984,6.630000000000000,151.000000000000000,6.110000000000000,36.420000000000002,0.55,41.219999999999999,6.980000000000000,5.320000000000000,0.25,0.51,1.214256803409443,14.894859813084116,A2O,113.119327,6295.28,31.033225000000002,Hubei,荆门市,中南
2282,174.583767200000011,158481.600000000005821,265.199999999999989,20.969999999999999,114.650000000000006,0.920927602,0.828158988,2.313126908,5.244215938,2.850000000000000,288.089999999999975,1.660000000000000,42.560000000000002,0.49,50.570000000000000,8.690000000000000,4.330000000000000,0.14,0.41,1.678745444867543,9.789875835721109,A2O,114.2256,6012.98,30.664860000000001,Hubei,武汉市,中南
2286,6.513248800000000,1774.420000000000073,384.579999999999984,20.090000000000000,114.959999999999994,0.947761194,0.796983286,3.345337509,7.838972687,3.980000000000000,236.669999999999987,7.080000000000000,31.379999999999999,1.950000000000000,49.060000000000002,9.960000000000001,5.450000000000000,0.36,0.31,0.850503443,7.928388746803069,A2O,114.48101,6012.98,30.467849999999999,Hubei,武汉市,中南
2287,8.241654000000000,10858.000000000000000,205.060000000000002,15.350000000000000,119.650000000000006,0.92514386,0.864298401,1.71383201,3.642273535,5.990000000000000,121.090000000000003,7.940000000000000,34.340000000000003,0.36,56.299999999999997,7.640000000000000,3.670000000000000,0.07,0.32,1.686785093036740,6.576243321002877,A2O,114.379331,6238.55,30.848333000000000,Hubei,武汉市,中南
2293,71.723421999999999,66617.800000000002910,195.419999999999987,17.039999999999999,107.579999999999998,0.912803193,0.553353659,1.816508645,7.447408537,1.680000000000000,94.109999999999999,3.570000000000000,17.449999999999999,0.49,26.239999999999998,11.720000000000001,1.990000000000000,0.25,0.22,1.233322121314049,15.151515151515154,A2O,114.3876237,6012.98,30.554200999999999,Hubei,武汉市,中南
2295,24.540704000000002,29217.650000000001455,257.500000000000000,20.129999999999999,86.549999999999997,0.921825243,0.694097477,2.975158868,6.306637277,4.740000000000000,108.870000000000005,4.670000000000000,37.070000000000000,2.580000000000000,40.829999999999998,12.490000000000000,3.820000000000000,0.18,0.41,1.727261237730126,14.467184191954836,A2O,114.421333,6012.98,30.441905999999999,Hubei,武汉市,中南
2297,12.470393200000000,7132.310000000000400,137.530000000000001,11.550000000000001,50.869999999999997,0.916018323,0.668470907,2.703558089,9.305142084,0.99,160.669999999999987,4.980000000000000,8.590000000000000,0.28,14.779999999999999,4.900000000000000,1.580000000000000,0.11,0.26,2.063819653913320,26.315789473684216,A2O,114.59636,6012.98,30.686550000000000,Hubei,武汉市,中南
2299,8.644560000000000,4464.109999999999673,221.419999999999987,18.760000000000002,71.650000000000006,0.91527414,0.726315789,3.09030007,9.322947368,5.990000000000000,117.750000000000000,8.080000000000000,19.520000000000000,0.58,23.750000000000000,6.500000000000000,2.610000000000000,0.25,0.32,1.578999309187802,18.550724637681160,A2O,115.5687041,6251.35,29.849208999999998,Hubei,九江市,华东
2300,6.725960000000000,4102.300000000000182,273.149999999999977,15.510000000000000,81.920000000000002,0.943218012,0.68627451,3.334350586,12.75210084,7.400000000000000,262.410000000000025,7.990000000000000,17.260000000000002,0.24,21.420000000000002,6.720000000000000,2.620000000000000,0.23,0.41,1.591367800031051,27.891156462585030,A2O,113.677656,6130.33,30.314502000000001,Hubei,仙桃市,中南
2301,27.388919999999999,11971.129999999999200,181.430000000000007,18.199999999999999,63.210000000000001,0.899685829,0.718364698,2.870273691,5.886761843,5.020000000000000,163.949999999999989,4.420000000000000,21.030000000000001,0.13,30.820000000000000,8.680000000000000,2.900000000000000,0.18,0.2,1.225264963548367,9.033423667570009,A2O,113.4824,6130.33,30.362739999999999,Hubei,天门市,中南
2302,4.416400000000000,1471.740000000000009,131.110000000000014,22.300000000000001,53.140000000000001,0.829913813,0.649639817,2.467256304,4.293058284,9.029999999999999,96.390000000000001,11.510000000000000,25.940000000000001,2.850000000000000,30.539999999999999,10.699999999999999,2.920000000000000,0.32,0.21,1.929969671905155,10.584677419354838,A2O,113.4067,6163.39,30.350280000000001,Hubei,天门市,中南
2304,14.503892000000000,6213.810000000000400,143.650000000000006,20.379999999999999,61.350000000000001,0.858127393,0.532268371,2.341483293,9.178913738,2.400000000000000,89.680000000000007,4.460000000000000,13.660000000000000,0.31,15.650000000000000,7.320000000000000,1.230000000000000,0.1,0.22,1.784700251480490,26.410564225690283,A2O,114.170683,6143.8,29.905707000000000,Hubei,咸宁市,中南
2306,14.633705200000000,3456.000000000000000,176.990000000000009,11.529999999999999,53.729999999999997,0.934855077,0.450777202,3.294062907,10.18940702,3.260000000000000,172.530000000000001,6.620000000000000,11.310000000000000,0.76,17.370000000000001,9.539999999999999,1.060000000000000,0.23,0.34,2.054877311736976,43.422733077905484,A2O,114.364341,6143.8,29.922439000000001,Hubei,咸宁市,中南
2310,0.8832076,1210.500000000000000,119.200000000000003,17.350000000000001,43.780000000000001,0.854446309,0.760267857,2.722704431,5.321428571,3.370000000000000,35.930000000000000,7.510000000000000,14.810000000000000,0.81,22.399999999999999,5.370000000000000,1.290000000000000,0.19,0.38,3.730976926853216,22.313564298297131,A2O,114.0546,6242.97,30.783663000000001,Hubei,武汉市,中南
2311,34.150645599999997,21930.930000000000291,160.919999999999987,17.340000000000000,69.519999999999996,0.892244594,0.64727901,2.314729574,4.633458105,7.620000000000000,112.900000000000006,7.500000000000000,26.750000000000000,1.270000000000000,34.729999999999997,12.250000000000000,2.850000000000000,0.35,0.32,2.228722663323583,14.234875444839858,A2O,113.94781,6242.97,30.916979999999999,Hubei,孝感市,中南
2312,2.380512000000000,1004.360000000000014,128.159999999999997,13.660000000000000,52.140000000000001,0.893414482,0.80135318,2.457997699,3.468470907,3.490000000000000,87.060000000000002,3.310000000000000,12.289999999999999,0.18,36.950000000000003,7.340000000000000,2.110000000000000,0.15,0.45,3.930131004366812,15.197568389057748,A2O,112.02105,6426.92,32.331479999999999,Hubei,襄樊市,中南
2314,13.103965600000000,18042.000000000000000,283.290000000000020,29.190000000000001,74.409999999999997,0.896960712,0.669859985,3.807149577,10.43809875,6.660000000000000,165.259999999999991,4.740000000000000,22.260000000000002,1.210000000000000,27.140000000000001,8.960000000000001,4.190000000000000,0.24,0.28,1.101928374655647,15.401540154015402,A2O,111.7979927,6312.34,30.839707300000001,Hubei,宜昌市,中南
2317,0.7181356,81.780000000000001,307.740000000000009,32.850000000000001,160.770000000000010,0.893254046,0.432305121,1.91416309,4.676189029,7.720000000000000,219.050000000000011,5.040000000000000,36.469999999999999,2.870000000000000,65.810000000000002,37.359999999999999,3.860000000000000,0.77,0.79,2.873876823456656,27.768014059753948,A2O,112.25357,6367.1,31.659540000000000,Hubei,襄樊市,中南
2318,1.317680000000000,928.899999999999977,111.120000000000005,17.879999999999999,83.239999999999995,0.839092873,0.666666667,1.334935127,4.951871658,7.620000000000000,93.120000000000005,8.119999999999999,13.710000000000001,0.75,22.440000000000001,7.480000000000000,2.300000000000000,0.27,0.21,2.252252252252252,14.037433155080212,A2O,111.50082,6394.78,30.297820000000002,Hubei,宜昌市,中南
2322,5.458960000000000,990.000000000000000,100.489999999999995,14.949999999999999,50.200000000000003,0.851228978,0.682777036,2.001792829,2.683311081,2.900000000000000,121.280000000000001,10.380000000000001,15.779999999999999,0.96,37.450000000000003,11.880000000000001,5.790000000000000,0.48,0.21,2.454991816693945,8.212749315604222,A2O,113.790003,6242.97,30.995383000000000,Hubei,孝感市,中南
2326,2.877755200000000,2898.000000000000000,196.340000000000003,24.190000000000001,47.060000000000002,0.876795355,0.922712934,4.172120697,10.32281809,4.750000000000000,42.450000000000003,7.770000000000000,11.830000000000000,0.3,19.020000000000000,1.470000000000000,1.180000000000000,0.06,0.45,2.613999419111240,25.641025641025649,A2O,111.16684,6394.78,30.492149999999999,Hubei,宜昌市,中南
2327,13.327174800000000,9575.340000000000146,296.569999999999993,14.210000000000001,134.400000000000006,0.952085511,0.848897863,2.206622024,4.990240619,4.770000000000000,98.689999999999998,5.910000000000000,30.539999999999999,2.240000000000000,59.430000000000000,8.980000000000000,4.830000000000000,0.27,0.19,0.672899844,3.766105054509415,A2O,111.76044,6030.66,30.425829900000000,Hubei,宜昌市,中南
2329,9.068968800000000,4449.760000000000218,189.780000000000001,10.449999999999999,78.319999999999993,0.944936242,0.681713496,2.423135853,8.741593736,3.160000000000000,157.879999999999995,6.490000000000000,16.550000000000001,0.68,21.710000000000001,6.910000000000000,2.660000000000000,0.17,0.25,1.394077956839346,16.891891891891891,A2O,113.97406,6242.97,31.234269999999999,Hubei,孝感市,中南
2330,2.122550800000000,30.600000000000001,60.930000000000000,13.840000000000000,21.469999999999999,0.772854095,0.559055118,2.837913367,3.426884139,4.710000000000000,89.340000000000003,10.279999999999999,13.060000000000000,0.46,17.780000000000001,7.840000000000000,1.040000000000000,0.43,0.29,6.158420046719046,29.175050301810856,A2O,112.577808,6187.83,31.193639000000001,Hubei,荆门市,中南
2334,0.5007184,745.389999999999986,334.389999999999986,20.820000000000000,153.479999999999990,0.937737373,0.832569228,2.178720354,6.132220796,7.370000000000000,285.649999999999977,4.480000000000000,43.329999999999998,2.730000000000000,54.530000000000001,9.130000000000001,3.420000000000000,0.3,0.69,2.200465605765858,15.198237885462552,A2O,112.22348,6187.83,31.116370000000000,Hubei,荆门市,中南
2335,26.469439999999999,23700.790000000000873,235.229999999999990,14.830000000000000,106.939999999999998,0.93695532,0.911706067,2.199644661,6.699800627,3.320000000000000,170.280000000000001,4.260000000000000,25.210000000000001,0.26,35.109999999999999,3.100000000000000,4.180000000000000,0.11,0.3,1.361161524500908,9.372071227741332,A2O,113.8324,6130.33,30.636089999999999,Hubei,孝感市,中南
2337,3.837200000000000,7091.000000000000000,318.399999999999977,15.560000000000000,157.210000000000008,0.951130653,0.787565816,2.025316456,6.447954638,6.660000000000000,109.859999999999999,5.850000000000000,38.490000000000002,0.49,49.380000000000003,10.490000000000000,3.670000000000000,0.25,0.34,1.122705058776912,8.742607354075599,A2O,111.29452,6678.56,28.316430000000000,Hunan,益阳市,中南
2338,1.761854000000000,166.770000000000010,172.460000000000008,17.230000000000000,48.810000000000002,0.900092775,0.331421287,3.533292358,10.99171447,7.140000000000000,82.299999999999997,7.490000000000000,15.150000000000000,0.47,15.690000000000000,10.490000000000000,1.930000000000000,0.38,0.58,3.736391161502286,111.538461538461547,A2O,111.649664,6516.68,28.138301999999999,Hunan,益阳市,中南
2345,3.396646000000000,4067.909999999999854,141.009999999999991,20.730000000000000,64.659999999999997,0.85298915,0.475927783,2.180791834,7.071715145,2.450000000000000,92.780000000000001,8.869999999999999,17.480000000000000,0.63,19.940000000000001,10.449999999999999,3.140000000000000,0.3,0.72,5.986032590621881,75.869336143308715,A2O,111.671226,6057.39,28.972328000000001,Hunan,常德市,中南
2347,0.3332572,28.940000000000001,142.449999999999989,11.100000000000000,55.380000000000003,0.922077922,0.455988456,2.572228241,20.55555556,4.160000000000000,73.310000000000002,5.580000000000000,3.350000000000000,0.54,6.930000000000000,3.770000000000000,1.220000000000000,0.21,0.38,2.893033878949372,120.253164556962048,A2O,112.1122,6057.39,29.102139900000001,Hunan,常德市,中南
2350,39.009120000000003,21115.000000000000000,123.480000000000004,19.160000000000000,50.350000000000001,0.844833171,0.64626506,2.452432969,5.950843373,5.520000000000000,122.439999999999998,8.020000000000000,14.109999999999999,3.160000000000000,20.750000000000000,7.340000000000000,1.420000000000000,0.28,0.11,1.054447852760736,8.202833706189411,A2O,113.0045958,5947.97,25.762358599999999,Hunan,郴州市,中南
2353,8.550440000000000,1888.700000000000045,169.840000000000003,15.580000000000000,50.159999999999997,0.908266604,0.726133432,3.385964912,6.260228529,3.580000000000000,89.329999999999998,4.740000000000000,18.989999999999998,0.22,27.129999999999999,7.430000000000000,1.460000000000000,0.21,0.19,1.231686762608583,9.644670050761423,A2O,112.72427,6140.87,25.725470000000001,Hunan,郴州市,中南
2358,51.685853199999997,11767.399999999999636,187.419999999999987,13.630000000000001,86.969999999999999,0.927275638,0.694552529,2.154995976,7.292607004,3.440000000000000,175.449999999999989,6.570000000000000,18.910000000000000,1.750000000000000,25.699999999999999,7.850000000000000,3.530000000000000,0.13,0.17,0.978192071,9.523809523809524,A2O,112.584946,5930.88,26.905213000000000,Hunan,衡阳市,中南
2359,14.172155200000001,365.870000000000005,100.079999999999998,17.239999999999998,29.539999999999999,0.82773781,0.450372208,3.387948544,6.208436725,4.300000000000000,104.010000000000005,10.690000000000000,9.279999999999999,2.240000000000000,16.120000000000001,8.859999999999999,1.170000000000000,0.21,0.22,2.655721873491067,30.303030303030297,A2O,112.63777,5930.88,26.855869999999999,Hunan,衡阳市,中南
