Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS,If CEPT,If HRAS,Electricity consumption HRAS-PNA,Heat consumption HRAS-PNA,HRAS-PNA energy consumption,Electricity consumption CEPT-PDA,Heat consumption CEPT-PDA,CEPT-PDA energy consumption,Selected_Process,Selected_Electricity,Selected_Heat,Electricity consumption after upgrade,Heat consumption after upgrade
3127,4.9735904,1472.55,96.19,13.58,43.94,1.15,89.82,2.82,13.22,0.32,16.72,11.88,2.19,0.33,0.27,Other,43.7934299,87.6271,8782.649999999998,1860000.0,41100.0,38600.0,134000.0,153000.0,41100.0,0.0922,0.268,24.0,14.2,1.69,151000.0,494000.0,2210.0,207000.0,236000.0,35.17261129867894,63.434232977774265,12.679385800033158,4.089366111700778,2.773999612708918,278416062.5949967,327548308.9352902,413462530.5355262,226405.62,258749.28,CEPT,,,,,1549142.92798648,308722.8469178081,1857865.7749042881,CEPT,207000.0,236000.0,1549142.92798648,308722.8469178081
3200,4.75668,949.71,215.55,25.43,55.62,3.24,266.12,11.36,6.07,1.31,13.36,3.9,3.89,0.23,0.32,Other,35.86166,104.195397,9728.88,2110000.0,29400.0,45200.0,157000.0,180000.0,29400.0,0.0873,0.164,53.9,11.4,4.75,183000.0,1400000.0,3040.0,250000.0,286000.0,82.32744111494222,61.80587282999666,4.584875165799051,24.466636477775108,17.956310289332425,480093913.7138373,564816369.0751028,712338709.4055259,390065.54,445789.19,,,,,,,,,Current,157000.0,180000.0,2110000.0,29400.0
3201,4.75668,949.71,215.55,25.43,55.62,3.24,266.12,11.36,6.07,1.31,13.36,3.9,3.89,0.23,0.32,Other,23.6641199,117.0039,4394.7,2110000.0,13300.0,45200.0,157000.0,180000.0,13300.0,0.0804,0.074,53.9,11.4,4.75,183000.0,1400000.0,3040.0,250000.0,286000.0,82.32744111494222,61.80587282999666,4.584875165799051,24.466636477775108,17.956310289332425,480093913.7138373,564816369.0751028,712338709.4055259,390065.54,445789.19,,,,,,,,,Current,157000.0,180000.0,2110000.0,13300.0
3208,5.100218,3171.76,214.53,9.01,79.51,3.54,205.28,6.03,19.36,0.5,26.15,7.78,3.66,0.32,0.25,Other,23.1125099,114.41552,4343.32,1770000.0,43800.0,70200.0,244000.0,279000.0,43800.0,0.158,0.157,53.6,22.2,2.41,280000.0,1160000.0,2920.0,384000.0,438000.0,62.95012848957321,70.65672470536838,17.674145201410145,8.707927678666605,3.5617071022224422,641815253.8136021,755076769.2,952544442.5614172,521598.45,596112.51,,,,,,,,,Current,244000.0,279000.0,1770000.0,43800.0
3232,7.716392,3833.94,110.53,16.12,34.49,3.64,69.33,5.83,13.52,1.28,17.02,7.54,1.79,0.22,0.3,Other,35.86166,104.195397,9728.88,3210000.0,119000.0,43100.0,150000.0,172000.0,119000.0,0.0806,0.692,27.6,14.5,1.91,184000.0,591000.0,3250.0,252000.0,288000.0,45.370544287717394,58.9518282,12.93401459200455,4.334211597599482,3.507847000247256,430440062.282945,506400073.3,639158568.0,349993.24,399992.27,CEPT,,,,,2623771.019984,502917.9406392693,3126688.960623269,CEPT,252000.0,288000.0,2623771.019984,502917.9406392693
3236,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,35.86166,104.195397,9728.88,2360000.0,190000.0,89400.0,311000.0,356000.0,190000.0,0.196,0.534,45.8,18.0,2.55,364000.0,1380000.0,4160.0,498000.0,569000.0,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585.0,990852452.9043142,1250114990.2520125,684543.43,782335.34,,,,,,,,,Current,311000.0,356000.0,2360000.0,190000.0
3237,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,35.86166,104.195397,9728.88,2360000.0,190000.0,89400.0,311000.0,356000.0,190000.0,0.196,0.534,45.8,18.0,2.55,364000.0,1380000.0,4160.0,498000.0,569000.0,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585.0,990852452.9043142,1250114990.2520125,684543.43,782335.34,,,,,,,,,Current,311000.0,356000.0,2360000.0,190000.0
3238,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,35.86166,104.195397,9728.88,2360000.0,190000.0,89400.0,311000.0,356000.0,190000.0,0.196,0.534,45.8,18.0,2.55,364000.0,1380000.0,4160.0,498000.0,569000.0,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585.0,990852452.9043142,1250114990.2520125,684543.43,782335.34,,,,,,,,,Current,311000.0,356000.0,2360000.0,190000.0
3239,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,21.6096199,110.28625,3972.68,2360000.0,77600.0,89400.0,311000.0,356000.0,77600.0,0.159,0.218,45.8,18.0,2.55,364000.0,1380000.0,4160.0,498000.0,569000.0,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585.0,990852452.9043142,1250114990.2520125,684543.43,782335.34,,,,,,,,,Current,311000.0,356000.0,2360000.0,77600.0
3240,8.086356,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,22.96101,114.14858,4343.32,2370000.0,84800.0,89700.0,312000.0,357000.0,84800.0,0.162,0.238,45.8,18.0,2.55,365000.0,1390000.0,4170.0,499000.0,571000.0,58.826149220963885,67.91067574680129,15.243631802489157,8.004636074295979,3.8590639017768766,844985977.0505311,994101149.4712132,1254213727.9249692,686787.83,784900.38,,,,,,,,,Current,312000.0,357000.0,2370000.0,84800.0
3241,8.086356,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,23.7361099,113.40979,4533.31,2370000.0,88500.0,89700.0,312000.0,357000.0,88500.0,0.163,0.248,45.8,18.0,2.55,365000.0,1390000.0,4170.0,499000.0,571000.0,58.826149220963885,67.91067574680129,15.243631802489157,8.004636074295979,3.8590639017768766,844985977.0505311,994101149.4712132,1254213727.9249692,686787.83,784900.38,,,,,,,,,Current,312000.0,357000.0,2370000.0,88500.0
3301,14.217188,9242.15,147.45,21.58,51.16,4.52,166.82,12.57,15.92,2.59,20.22,9.73,2.33,0.26,0.19,Other,23.11995,113.62074,4167.370000000001,3770000.0,123000.0,120000.0,418000.0,478000.0,123000.0,0.139,0.256,36.9,17.2,2.14,502000.0,2620000.0,7520.0,688000.0,786000.0,51.86766556762703,64.82355675305051,14.964606120907652,6.001217833,3.466022770566653,1161700513.4551387,1366706486.4178102,1724613115.9694967,944371.18,1079281.35,,,,,,,,,Current,418000.0,478000.0,3770000.0,123000.0
3304,15.432784,6658.12,95.32,11.77,31.27,3.33,54.66,2.58,15.48,1.1,20.01,5.71,1.81,0.44,0.16,Other,35.86166,104.195397,9728.88,3440000.0,206000.0,78100.0,272000.0,311000.0,206000.0,0.131,0.663,23.8,17.0,1.4,333000.0,932000.0,6250.0,456000.0,522000.0,39.61330974761737,58.44176484723314,15.004977061808097,3.0686236317306443,2.640011349863668,754870697.2,888083173.1556612,1121059130.3130643,613874.45,701570.81,CEPT,,,,,3152879.0403143996,967149.8858447486,4120028.926159148,CEPT,456000.0,522000.0,3152879.0403143996,967149.8858447486
3305,15.45921,6658.12,95.32,11.77,31.27,3.33,54.66,2.58,15.48,1.1,20.01,5.71,1.81,0.44,0.16,Other,35.86166,104.195397,9728.88,3440000.0,206000.0,78300.0,272000.0,311000.0,206000.0,0.131,0.662,23.8,17.0,1.4,334000.0,934000.0,6260.0,457000.0,522000.0,39.613309747617365,58.441764847233145,15.00497706,3.068623631730621,2.6400113498636677,756163284.0,889603863.5,1122978752.111545,614925.61,702772.13,CEPT,,,,,3158263.7646985003,968697.3256621002,4126961.0903606005,CEPT,457000.0,522000.0,3158263.7646985003,968697.3256621002
3321,25.051848,10884.54,118.36,12.71,56.18,2.95,188.82,4.76,10.49,0.16,18.82,9.36,2.76,0.18,0.19,Other,22.67147,113.8227,3948.82,6620000.0,137000.0,242000.0,841000.0,961000.0,137000.0,0.145,0.142,29.6,16.0,1.85,972000.0,5230000.0,13900.0,1330000.0,1520000.0,40.79125085641952,65.53628687358946,9.744655533106672,7.105285671051734,4.186012601249431,1742275889.258107,2049736340.3036551,2586802505.6584244,1416492.61,1618848.7,CEPT,,,,,5920002.4699202,873037.8220700151,6793040.291990215,CEPT,1330000.0,1520000.0,5920002.4699202,873037.8220700151
6,20.8451184,32777.91,461.8,13.9,196.62,1.01,202.48,2.5,43.35,0.15,54.42,9.41,5.7,0.11,0.48,SBR,39.8831277,116.2534048,8213.33,14000000.0,856000.0,739000.0,2570000.0,2940000.0,856000.0,0.231,0.291,115.0,46.3,2.5,2830000.0,4670000.0,11800.0,3880000.0,4430000.0,89.75155926,80.56484208279096,38.380372743311305,11.463961376444512,2.338475445820488,5793941058.225979,6816401245.0,8594593972.007643,4706265.31,5378588.92,,,,,,,,,Current,2570000.0,2940000.0,14000000.0,856000.0
8,2.421418,1961.06,155.06,14.49,80.05,2.09,74.47,4.0,34.45,0.2,38.91,6.63,4.13,0.14,0.91,SBR,40.07967,116.15761,8213.33,3050000.0,51200.0,34200.0,119000.0,136000.0,51200.0,0.0549,0.377,38.8,33.1,1.17,134000.0,199000.0,1030.0,183000.0,210000.0,47.807589243516304,69.16832887687585,33.35586003,3.1760231280682283,1.4332590794273228,228253043.24503943,268532992.0529876,338862452.49851424,185555.78,212063.75,CEPT,HRAS,2130503.8565043397,35080.667172015215,2165584.523676355,2252123.6810050504,134557.34772450532,2386681.0287295557,HRAS,185555.78,212063.75,2130503.8565043397,35080.667172015215
39,13.5306188,10951.48,150.6,10.26,50.18,2.5,46.32,1.96,20.11,0.31,23.92,7.55,2.74,0.29,0.13,SBR,39.78248,116.58176,8070.8499999999985,2470000.0,281000.0,117000.0,407000.0,465000.0,281000.0,0.25,0.605,37.7,20.3,1.85,469000.0,693000.0,5360.0,642000.0,734000.0,53.79557874638392,64.27916417902793,19.14523961042621,4.797416158994499,2.8098670918220146,1110220327.3283074,1306141561.5627146,1648207760.708742,902532.8,1031466.06,CEPT,,,,,2369285.04538929,688073.7445966514,3057358.7899859413,CEPT,642000.0,734000.0,2369285.04538929,688073.7445966514
52,0.338108,0.33,147.22,18.42,60.65,4.92,114.82,8.17,13.92,2.02,16.56,4.4,1.59,0.66,0.1,SBR,39.709424,116.796586,7996.749999999999,46700.0,8.39,3410.0,11900.0,13600.0,8.39,0.254,0.000618,36.8,14.1,2.61,14200.0,42900.0,159.0,19400.0,22200.0,46.85026977132948,68.17669489788787,12.8948938920569,7.364268016832607,3.6332419765151136,29811360.15975299,35072188.423238814,44255404.58019629,24233.57,27695.51,,,,,,,,,Current,11900.0,13600.0,46700.0,8.39
53,0.9995544,512.5,179.83,12.46,129.02,6.26,128.28,6.0,27.87,1.58,36.05,10.88,2.18,0.3,0.59,SBR,39.67435,116.723457,7996.749999999999,817000.0,13000.0,22200.0,77400.0,88400.0,13000.0,0.109,0.147,45.0,30.6,1.47,89100.0,142000.0,486.0,122000.0,139000.0,52.647502684124014,70.72373759432574,26.514432967942643,4.863893190015638,1.9856167675838152,109697599.27409633,129055999.14599568,162834259.65481186,89165.5,101903.42,CEPT,HRAS,650021.7318335759,16415.06615560767,666436.7979891836,621529.28124966,61815.97294520547,683345.2541948655,CEPT,122000.0,139000.0,621529.28124966,61815.97294520547
75,156.033946,110190.83,209.3,14.34,78.1,2.76,107.54,5.27,19.96,0.23,23.52,9.69,3.29,0.22,0.24,SBR,38.9093029,117.3071289,7835.249999999999,52200000.0,2750000.0,2130000.0,7410000.0,8470000.0,2750000.0,0.185,0.324,52.3,20.0,2.62,8420000.0,18500000.0,72300.0,11500000.0,13200000.0,61.61590106534889,70.56096461,18.327423227974524,8.179242344817016,3.3619511209464465,19220926689.259357,22612854928.54042,28527207364.17651,15621052.81,17852631.78,,,,,,,,,Current,7410000.0,8470000.0,52200000.0,2750000.0
93,3.6197828,2897.54,196.95,18.29,95.7,2.47,114.26,3.62,33.74,0.37,40.11,10.76,4.93,0.17,0.47,SBR,39.0470373,116.9233516,7860.05,2360000.0,72400.0,61200.0,213000.0,243000.0,72400.0,0.117,0.298,49.2,34.1,1.44,239000.0,457000.0,1700.0,328000.0,374000.0,55.59488616273892,71.77208115626355,32.20027960803274,4.563486638907127,1.726534267387856,436985270.8826965,514100318.6855253,648620415.7834543,355174.4,405913.6,CEPT,HRAS,2042836.0922109263,64272.33865036453,2107108.430861291,1829489.46066821,212532.40220700152,2042021.8628752115,HRAS,355174.4,405913.6,2042836.0922109263,64272.33865036453
99,0.8524376,612.0,152.16,17.42,60.97,6.38,116.44,4.94,25.92,2.13,30.8,6.75,3.11,0.5,0.19,SBR,39.2991,117.41456,8049.469999999999,226000.0,15700.0,8430.0,29300.0,33500.0,15700.0,0.186,0.467,38.0,26.2,1.45,35900.0,110000.0,404.0,49200.0,56200.0,47.366442418653854,68.87063458,24.85295012682077,4.1167047576359295,1.905868002669712,78570755.67902467,92436183.15179376,116644854.68812372,63872.9,72997.6,CEPT,HRAS,309016.80449461995,11834.78060789404,320851.585102514,200060.05051974003,51724.889567732105,251784.94008747215,HRAS,63872.9,72997.6,309016.80449461995,11834.78060789404
121,1.13668,593.6,184.91,17.72,86.06,8.59,119.8,11.99,33.49,1.19,43.93,11.98,2.91,0.54,0.37,SBR,39.06147,115.450482,7616.84,583000.0,14400.0,16000.0,55500.0,63500.0,14400.0,0.117,0.227,46.2,37.3,1.24,67600.0,151000.0,542.0,92500.0,106000.0,53.466393187917326,71.08518025638563,32.08188418871713,4.204585880211612,1.6665602579140568,128611371.36088736,151307495.71869102,190908185.46124867,104538.34,119472.39,CEPT,HRAS,559619.2668559739,18331.0016749772,577950.2685309511,464720.9559709999,65663.65308371386,530384.6090547137,HRAS,104538.34,119472.39,559619.2668559739,18331.0016749772
122,10.3532,9399.51,374.98,27.85,196.92,2.76,217.27,5.94,23.71,0.78,28.45,7.32,3.11,0.21,0.32,SBR,38.76755,115.4972,7616.84,4620000.0,228000.0,364000.0,1270000.0,1450000.0,228000.0,0.309,0.157,93.7,24.2,3.88,1410000.0,2490000.0,6050.0,1930000.0,2200000.0,81.16693126166503,78.35433056118592,19.93225567855827,15.933126619324042,4.072139780395188,2346725259.7821355,2760853246.802512,3481393935.821794,1906356.9,2178693.6,,,,,,,,,Current,1270000.0,1450000.0,4620000.0,228000.0
123,19.5043428,8290.52,153.01,30.28,55.88,5.97,107.62,7.99,21.65,0.67,27.98,8.53,2.72,0.23,0.3,SBR,38.868338,115.552989,7616.84,8120000.0,201000.0,176000.0,614000.0,701000.0,201000.0,0.0979,0.286,38.3,23.8,1.61,753000.0,2320000.0,9040.0,1030000.0,1180000.0,51.08290400260288,66.61466309221431,20.619582340447465,4.759434917101771,2.4773976096692523,1714785701.6117992,2017394943.072705,2545704554.919112,1393988.02,1593129.16,CEPT,,,,,6648479.081165601,1095201.8890715372,7743680.970237138,CEPT,1030000.0,1180000.0,6648479.081165601,1095201.8890715372
129,1.65615,1956.5,339.71,21.86,159.45,7.39,98.9,7.8,68.05,0.85,86.25,12.38,5.41,0.29,0.55,SBR,38.57637,117.43797,7677.82,1270000.0,47800.0,45600.0,159000.0,181000.0,47800.0,0.157,0.263,84.9,73.3,1.16,182000.0,181000.0,752.0,250000.0,285000.0,75.80405668855028,77.68565638675628,64.78255446954684,4.801536415067097,1.170130713573273,345531908.7170937,406508127.9024632,512684086.9057829,280737.79,320843.19,CEPT,HRAS,1033271.1135180495,49643.007079571296,1082914.1205976207,964668.3362687501,91834.67380213088,1056503.010070881,HRAS,280737.79,320843.19,1033271.1135180495,49643.007079571296
145,5.39018,4042.0,191.78,14.55,76.93,3.79,94.08,6.24,29.07,1.96,32.25,6.63,2.3,0.25,0.26,SBR,41.204921,116.646191,9658.009999999998,1950000.0,124000.0,71400.0,249000.0,284000.0,124000.0,0.179,0.437,47.9,27.4,1.75,286000.0,561000.0,2420.0,392000.0,448000.0,54.77778202,71.43717696297746,27.585218218346466,5.107608468020428,1.9857657672604532,632299182.2809023,743881390.9187086,938535143.8520796,513927.17,587345.34,CEPT,HRAS,2228267.777804174,114272.6413753516,2342540.4191795257,1627265.1137179998,371752.5340791475,1999017.6477971473,HRAS,513927.17,587345.34,2228267.777804174,114272.6413753516
149,2.5491316,175.0,104.63,25.75,63.82,4.42,34.24,4.28,19.33,3.67,22.78,9.96,1.57,0.51,0.47,SBR,38.5320699,114.87572,7569.12,1660000.0,4210.0,27400.0,95500.0,109000.0,4210.0,0.06,0.0386,26.2,19.4,1.35,112000.0,96500.0,975.0,154000.0,176000.0,37.04043145158213,64.59865101,18.71653726038689,3.173630313570144,1.9790215965843925,157209966.1924739,184952901.4029105,233457824.29878044,127837.86,146100.41,CEPT,HRAS,1435068.87638201,22266.782142995493,1457335.6585250054,1283923.6338313697,117381.84383561643,1401305.4776669862,CEPT,154000.0,176000.0,1283923.6338313697,117381.84383561643
154,4.077568,2906.0,281.92,21.39,156.23,8.99,92.56,4.17,33.88,0.81,42.28,10.01,4.28,0.2,0.49,SBR,39.2876399,116.33915,7792.129999999999,2770000.0,72000.0,109000.0,379000.0,433000.0,72000.0,0.158,0.167,70.5,35.9,1.96,440000.0,417000.0,1820.0,602000.0,689000.0,68.78109001514761,75.60262131,31.33845892838784,7.501597023648658,2.1947821420421696,705528870.6935278,830033965.5217973,1046931903.4120228,573283.54,655181.19,CEPT,,,,,2137834.9148672,225568.5243074581,2363403.439174658,CEPT,602000.0,689000.0,2137834.9148672,225568.5243074581
169,4.7070136,5352.54,150.27,15.23,71.62,4.09,113.94,6.17,15.15,0.33,19.09,5.22,3.17,0.19,0.3,SBR,38.04399,115.07577,7380.27,1970000.0,126000.0,57600.0,200000.0,229000.0,126000.0,0.155,0.549,37.6,16.2,2.32,233000.0,593000.0,2220.0,319000.0,364000.0,47.39309553623107,68.46137250533634,14.095257511898852,6.961996621,3.3623433623843373,424779069.3135384,499740081.54533935,630588139.6336075,345300.21,394628.81,,,,,,,,,Current,200000.0,229000.0,1970000.0,126000.0
187,5.2990284,5851.5,164.96,18.67,72.86,6.12,144.31,8.52,28.76,2.1,32.26,7.36,2.88,0.27,0.42,SBR,38.0404,115.0927,7380.27,3100000.0,137000.0,64100.0,223000.0,255000.0,137000.0,0.111,0.539,41.2,27.4,1.5,267000.0,845000.0,2670.0,365000.0,417000.0,49.830138163566254,69.79259325680998,27.56223044559518,4.1647063783199645,1.8079138501481395,531979345.1329424,625858053.0975794,789722725.9431673,432439.82,494216.94,CEPT,HRAS,2797629.0996243795,73468.13511633978,2871097.234740719,2425577.36092068,313425.5759589041,2739002.9368795846,HRAS,432439.82,494216.94,2797629.0996243795,73468.13511633978
188,10.0352916,2139.05,97.21,15.47,28.61,7.75,22.88,7.0,9.37,0.5,13.12,6.26,1.33,0.58,0.15,SBR,38.08449,115.06831,7380.27,2090000.0,50200.0,37900.0,132000.0,151000.0,50200.0,0.0852,0.333,24.3,11.2,2.18,198000.0,254000.0,3710.0,272000.0,310000.0,42.96212250065686,55.80483232110189,8.908345622,4.926941066156135,4.822682496070868,462616744.6,544254993.6359954,686983734.0673287,376181.55,429921.78,,,,,,,,,Current,132000.0,151000.0,2090000.0,50200.0
219,4.5307196,6984.78,247.45,21.89,84.22,4.23,137.4,6.5,22.38,0.66,29.11,11.66,4.85,0.29,0.49,SBR,37.07542,115.02795,7140.15,3100000.0,159000.0,65700.0,228000.0,261000.0,159000.0,0.119,0.608,61.9,24.7,2.5,264000.0,688000.0,2250.0,361000.0,412000.0,73.21756624,70.41116741006462,20.40240254576836,8.836449750811626,3.588673739749395,634798879.0886699,746822210.6925529,942062009.3170936,515858.43,589552.49,,,,,,,,,Current,228000.0,261000.0,3100000.0,159000.0
230,12.00392,5073.0,147.56,19.02,77.88,5.8,66.16,6.49,35.19,1.01,43.65,9.88,4.24,0.17,0.32,SBR,38.09607,116.61406,7607.500000000001,5330000.0,123000.0,157000.0,546000.0,623000.0,123000.0,0.123,0.197,36.9,37.1,0.994,646000.0,878000.0,5020.0,884000.0,1010000.0,46.29156392128597,68.62865009400517,34.17175913,2.893551762733725,1.3546731304882382,1074349885.203767,1263941041.4161966,1595035822.6662314,873416.68,998190.49,CEPT,HRAS,5471962.329742724,152939.511245655,5624901.840988379,4313121.106164001,607430.50608828,4920551.612252281,CEPT,884000.0,1010000.0,4313121.106164001,607430.50608828
232,14.4786244,11095.62,402.09,21.2,146.19,3.66,191.82,6.99,30.21,0.43,40.78,8.71,5.48,0.21,0.24,SBR,39.945997,116.809217,8070.8499999999985,4850000.0,285000.0,374000.0,1300000.0,1490000.0,285000.0,0.309,0.192,101.0,34.7,2.9,1460000.0,3070000.0,8060.0,2000000.0,2290000.0,91.84180459840108,77.15889363117682,26.24921218542254,13.110850097906193,3.49884042,3387039329.737597,3984752152.6324673,5024834606.0,2751520.88,3144595.29,,,,,,,,,Current,1300000.0,1490000.0,4850000.0,285000.0
235,13.11164,15420.0,315.66,33.45,79.37,4.04,115.93,6.87,29.71,0.19,52.22,9.75,2.27,0.13,0.36,SBR,36.89347,114.54429,7236.75,6580000.0,355000.0,179000.0,623000.0,712000.0,355000.0,0.141,0.499,78.9,44.4,1.78,719000.0,1680000.0,6200.0,984000.0,1120000.0,102.39503187136344,67.56160683286973,27.26584574570973,8.226705669102238,3.755432083,2082952466.3851092,2450532313.3942466,3090968438.0,1692566.0,1934361.14,CEPT,,,,,5232719.105554,713651.49543379,5946370.600987789,CEPT,984000.0,1120000.0,5232719.105554,713651.49543379
250,3.38832,4808.22,174.37,21.06,74.34,1.59,180.98,6.71,22.57,0.23,28.97,9.89,2.65,0.2,0.45,SBR,39.6250899,118.15437,8167.19,2130000.0,125000.0,44700.0,155000.0,178000.0,125000.0,0.125,0.703,43.6,24.6,1.77,174000.0,678000.0,1850.0,238000.0,272000.0,51.77931135809624,70.30491979234029,21.26990986024912,5.760257597478431,2.434392609009852,359285134.5123052,422688393.5438885,533322688.2954179,292039.17,333759.05,CEPT,,,,,1652137.1774200003,240322.98428462708,1892460.1617046273,CEPT,238000.0,272000.0,1652137.1774200003,240322.98428462708
260,2.229558,1047.45,99.62,11.53,34.1,3.71,99.33,3.72,12.17,1.13,25.26,5.72,1.4,0.41,0.21,SBR,39.004916,116.62634,7860.05,651000.0,26200.0,12300.0,42700.0,48800.0,26200.0,0.102,0.536,24.9,21.5,1.16,52500.0,245000.0,1010.0,71900.0,82200.0,40.055780756409824,59.791426664916855,11.647285446601192,4.295107258823389,3.4390657754591687,117130781.74753304,137800919.7,173939532.8961175,95246.57,108853.22,CEPT,,,,,565452.84528805,126269.25072298324,691722.0960110333,CEPT,71900.0,82200.0,565452.84528805,126269.25072298324
295,1.84982,302.88,95.66,7.75,40.67,4.01,83.83,4.79,8.06,0.35,17.49,6.35,1.53,0.26,0.44,SBR,37.7563099,114.77616,7380.27,1130000.0,7110.0,12300.0,42800.0,48900.0,7110.0,0.044,0.146,23.9,14.9,1.61,52000.0,171000.0,809.0,71100.0,81300.0,35.49916540823811,62.89027241455351,7.520436192322266,6.694340045629462,4.720359896741067,101609487.18566406,119540573.1596048,150883539.4640769,82621.47,94424.53,CEPT,,,,,880057.3163930001,94966.7756369863,975024.0920299864,CEPT,71100.0,81300.0,880057.3163930001,94966.7756369863
308,1.9548,532.0,103.78,9.98,35.05,3.38,80.72,6.86,7.29,0.41,17.77,5.53,1.32,0.09,0.36,SBR,40.076633,113.356864,10000.259999999998,974000.0,16900.0,11200.0,39000.0,44600.0,16900.0,0.0564,0.379,25.9,15.1,1.72,47300.0,174000.0,848.0,64800.0,74100.0,42.168330199058445,59.36757544897047,6.7340093667203496,7.626757658157071,6.261994586383476,104825440.36224546,123324047.48499466,155646190.31499103,85229.42,97405.05,CEPT,,,,,778613.31778,134883.26334246574,913496.5811224658,CEPT,64800.0,74100.0,778613.31778,134883.26334246574
309,19.31089,23281.89,437.23,23.8,152.36,7.34,120.45,8.5,36.83,0.57,59.09,11.5,7.93,0.72,0.34,SBR,40.08845,113.31548,10000.259999999998,9160000.0,741000.0,508000.0,1770000.0,2020000.0,741000.0,0.253,0.367,109.0,50.2,2.18,2030000.0,2570000.0,9230.0,2780000.0,3180000.0,99.50342759,77.24231466612751,32.485485245725776,11.7961302,3.063011890776133,4825437219.056313,5676984963.595662,7158642038.005019,3919960.47,4479954.83,,,,,,,,,Current,1770000.0,2020000.0,9160000.0,741000.0
313,0.93758,14.5,36.15,7.31,16.81,3.17,25.62,5.45,9.26,0.23,10.25,7.45,0.88,0.16,0.48,SBR,40.04465,113.61015,10023.64,622000.0,462.0,2320.0,8060.0,9210.0,462.0,0.0137,0.0502,9.04,8.71,1.04,10900.0,26600.0,350.0,14900.0,17000.0,17.128775692758257,52.61749462584161,9.173595853450893,0.9330901355195332,1.8671822877737536,18052514.352678247,21238252.179621466,26827873.15491482,14690.52,16789.17,CEPT,HRAS,533624.1014629924,3386.0639392882676,537010.1654022806,481127.689819,55801.314003044135,536929.0038220441,CEPT,14900.0,17000.0,481127.689819,55801.314003044135
319,1.4355472,1248.56,88.48,14.48,25.52,1.82,80.4,6.71,15.99,0.41,20.94,7.23,1.97,0.23,0.35,SBR,36.26832,111.92264,8392.41,699000.0,33300.0,6170.0,21500.0,24500.0,24500.0,0.0627,1.0,22.1,17.8,1.24,25300.0,128000.0,622.0,34600.0,39600.0,40.08969879195579,54.69066592229228,15.600065116506707,2.438617157556554,2.5698417597972822,59442503.24799939,69932356.76235223,88284425.45223276,48343.17,55249.34,CEPT,,,,,557891.411329,83028.65412328766,640920.0654522877,CEPT,34600.0,39600.0,557891.411329,83028.65412328766
338,2.3973812,378.32,330.49,27.75,162.25,10.19,132.41,17.19,61.89,3.26,69.68,26.37,6.32,3.12,0.34,SBR,36.49219,113.3741,8618.349999999999,1130000.0,10400.0,66100.0,230000.0,263000.0,10400.0,0.211,0.0395,82.6,59.2,1.39,269000.0,351000.0,1180.0,368000.0,420000.0,74.72355014116349,77.39007227414945,58.741662239776126,5.086989433,1.272070746587853,486789441.2724509,572693460.3205305,722287055.1336465,395513.1,452014.97,CEPT,HRAS,1133695.5548363987,78504.99169744823,1212200.546533847,911323.64742868,161754.75471841704,1073078.402147097,HRAS,395513.1,452014.97,1133695.5548363987,78504.99169744823
