Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS
115,6.0000776,3552.18,163.06,10.94,67.18,3.29,104.41,5.08,15.45,0.26,24.85,9.52,2.14,0.26,0.23,A2O,39.06955,116.68849,7860.05,1.92E+06,8.88E+04,6.95E+04,2.42E+05,2.76E+05,8.88E+04,1.64E-01,3.22E-01,4.08E+01,2.11E+01,1.93E+00,2.78E+05,6.92E+05,2.76E+03,3.81E+05,4.36E+05,49.95192529807999,69.36592340360603,14.262985892215886,7.682939208958666,3.502206738165644,589783556.9454887,693863008.1711632,875480294.1560173,479399.32,547884.94
118,8.8857968,8309,265.83,26.77,26.76,3.59,245.06,7.09,21.97,0.42,23.54,9.83,0.96,0.18,0.39,A2O,40.3915999,115.53071,9854.99,4.82E+06,2.60E+05,3.73E+04,1.30E+05,1.48E+05,1.48E+05,5.47E-02,1.00E+00,6.65E+01,2.00E+01,3.32E+00,1.64E+05,2.41E+06,5.47E+03,2.25E+05,2.57E+05,121.2831142452464,54.37568587245744,20.46283968188738,6.860083377845324,5.926993326962326,832425855.1626996,979324535.4855288,1235458748.820425,676517.9,773163.31
120,4.0087156,1496.4,165.24,18.76,63.12,7.61,36.06,7.17,12.62,1.67,20.02,4.98,0.97,0.22,0.29,A2O,39.01071,115.35203,7616.84,1.61E+06,3.63E+04,4.03E+04,1.40E+05,1.60E+05,3.63E+04,1.07E-01,2.26E-01,4.13E+01,1.70E+01,2.43E+00,1.75E+05,1.60E+05,1.54E+03,2.39E+05,2.73E+05,52.53070378596835,68.20945062577563,11.433188982395881,9.404207746466861,4.594580206,387693692.9586933,456110227.01022744,575472136.6948715,315119.55,360136.62
124,8.2355724,2155.6,212.61,33.62,105.56,1.96,126.18,4.48,27.04,2.04,33.06,9.21,3.4,0.12,0.31,A2O,38.9489199,115.32217,7616.84,3.54E+06,5.22E+04,1.55E+05,5.38E+05,6.15E+05,5.22E+04,1.64E-01,8.50E-02,5.32E+01,2.81E+01,1.89E+00,6.01E+05,1.15E+06,3.99E+03,8.22E+05,9.40E+05,58.41447827,72.52505608066893,25.321142020895515,6.356723296,2.3069448533831927,1072276396.7849411,1261501643.2764015,1591462394.4478583,871459.93,995954.2
128,12.0908,151.49,80.9,25.25,21.08,7.83,91.34,8.17,10.1,0.58,33.68,9.61,1.68,0.27,0.41,A2O,38.3044099,116.83869,7744.549999999999,6.85E+06,3.73E+03,2.90E+04,1.01E+05,1.15E+05,3.73E+03,1.53E-02,3.23E-02,2.02E+01,2.86E+01,7.06E-01,1.76E+05,1.22E+06,5.39E+03,2.41E+05,2.75E+05,39.52050686477373,51.148940834643106,9.788405006,3.0850989468136647,4.037481779620645,418358380.68956155,492186330.2230136,621376485.1338729,340256.05,388864.06
130,11.0038588,154.22,223.23,34.32,77.41,7.77,52.22,2.2,47.92,0.74,51.34,9.63,1.6,0.28,0.77,A2O,38.3044099,116.83869,7744.549999999999,1.17E+07,3.80E+03,1.39E+05,4.83E+05,5.52E+05,3.80E+03,4.16E-02,6.88E-03,5.58E+01,4.36E+01,1.28E+00,5.88E+05,6.35E+05,4.43E+03,8.06E+05,9.21E+05,67.15290107356819,69.91761811872588,46.204765413687575,3.5793710064950477,1.4533760851791921,1410596958.7928977,1659525833.8739972,2093646020.006828,1146447.83,1310226.09
131,3.1406396,1512.61,198.71,16.72,78.39,3.73,111.55,4.34,45.65,0.91,54.37,7.41,6.4,0.13,0.2,A2O,36.45647,114.52114,7064.4400000000005,8.74E+05,3.40E+04,4.25E+04,1.48E+05,1.69E+05,3.40E+04,2.00E-01,2.01E-01,4.97E+01,4.62E+01,1.07E+00,1.70E+05,3.87E+05,1.47E+03,2.33E+05,2.66E+05,56.42574985059677,71.60397068562389,44.10445935427336,3.385631206411039,1.2793660930599204,380775376.7499246,447971031.4704995,565195173.2749133,309492.04,353705.19
133,10.69348,4321.46,144.75,18.25,51.99,3.85,189.13,6.99,12.88,1.77,29.06,7.54,1.45,0.35,0.35,A2O,40.96993,117.81299,9722.95,5.19E+06,1.34E+05,9.33E+04,3.25E+05,3.71E+05,1.34E+05,8.61E-02,3.60E-01,3.62E+01,2.47E+01,1.47E+00,3.84E+05,2.24E+06,5.92E+03,5.26E+05,6.01E+05,50.273218779154405,65.26893348590369,11.931861836655358,7.361321143980145,4.2133591108733945,869526514.9,1022972370.4851295,1290839326.9272304,706843.44,807821.07
135,3.6068232,752.28,125.58,11.26,45.03,4.9,102.31,8.93,14.22,3.46,15.76,5.8,1.45,0.34,0.22,A2O,41.318765,117.733102,10346.94,1.10E+06,2.48E+04,2.62E+04,9.13E+04,1.04E+05,2.48E+04,1.03E-01,2.37E-01,3.14E+01,1.34E+01,2.34E+00,1.12E+05,4.08E+05,1.65E+03,1.54E+05,1.76E+05,45.59212258536563,63.69475825341166,13.454486276464086,5.383359518536668,3.388618610070595,252069436.89367053,296552278.6984359,374255979.1218134,204936.72,234213.4
139,7.37032,9859.93,428.08,16.17,187.02,5.64,293.03,3.5,52.04,0.46,60.29,10.62,5.11,0.16,0.48,A2O,36.3808099,114.38581,7064.4400000000005,4.93E+06,2.22E+05,2.42E+05,8.43E+05,9.63E+05,2.22E+05,2.07E-01,2.30E-01,1.07E+02,5.12E+01,2.09E+00,9.52E+05,2.39E+06,4.93E+03,1.30E+06,1.49E+06,86.01057027855985,79.90782791100732,47.55954754372081,8.609631929821655,1.8084816765653955,1912314866.3007517,2249782195.6479435,2836879190.7711124,1553430.7,1775349.37
142,6.1255468,15927.83,310.31,20.75,190.27,3.78,318.23,6.55,41.52,1.6,53.51,10,5.89,0.25,0.46,A2O,38.50012,115.04318,7569.12,3.96E+06,3.84E+05,2.07E+05,7.20E+05,8.23E+05,3.84E+05,2.54E-01,4.66E-01,7.76E+01,4.55E+01,1.71E+00,8.05E+05,2.15E+06,4.27E+03,1.10E+06,1.26E+06,72.42909171,76.65911775141281,38.624426388762735,6.973924882556039,1.875214688668184,1166557446.2084467,1372420524.9511137,1730952697.6626785,947842.64,1083248.73
150,30.36456,26493.39,176.16,24.07,57.63,7.6,69.95,3.56,20.39,0.18,22.88,10.01,2.62,0.23,0.26,A2O,40.584949,115.090309,9950.47,1.10E+07,8.39E+05,2.75E+05,9.58E+05,1.09E+06,8.39E+05,1.52E-01,7.66E-01,4.40E+01,1.94E+01,2.26E+00,1.21E+06,2.35E+06,1.28E+04,1.65E+06,1.89E+06,60.45241956770982,65.68323139889316,19.188182548045926,5.894151309240188,3.150502629227182,2920411566.749064,3435778313.822428,4335056931.766401,2373809.41,2712925.04
153,12.20664,17624,238.77,13.4,119.03,5.55,128.21,4.22,32.88,0.79,41.5,10.46,4.46,0.2,0.47,A2O,39.513328,116.685903,7996.749999999999,8.00E+06,4.48E+05,2.51E+05,8.73E+05,9.98E+05,4.48E+05,1.56E-01,4.49E-01,5.97E+01,3.53E+01,1.69E+00,1.00E+06,1.73E+06,5.94E+03,1.37E+06,1.57E+06,62.472433573567564,73.83572744751537,30.861623305890298,6.13861525,2.0242756822724868,1790387396.6960287,2106338113.7600338,2657081266.7260303,1454976.17,1662829.9
155,5.2852,8817.96,194.72,26.74,65.45,10.88,79.59,6.02,24.7,1.02,32.67,8.96,4.33,0.42,0.31,A2O,37.4182599,116.19925,7411.1,2.30E+06,2.08E+05,5.23E+04,1.82E+05,2.08E+05,2.08E+05,1.55E-01,1.00E+00,4.87E+01,2.78E+01,1.75E+00,2.39E+05,4.65E+05,2.29E+03,3.27E+05,3.74E+05,63.283697590086724,67.50015530500887,23.298581424072022,5.673759416712457,2.7162038940577817,574828644.1410068,676268993.1,853224954.9008312,467212.65,533957.31
156,0.8733612,1.53,61.37,15.24,17.32,6.54,21.74,4.24,9.31,0.4,12.1,2.62,0.79,0.33,0.33,A2O,37.31187,115.80019,7334.990000000002,3.98E+05,3.57E+01,1.71E+03,5.94E+03,6.78E+03,3.57E+01,1.50E-02,5.26E-03,1.53E+01,1.03E+01,1.49E+00,1.05E+04,2.10E+04,3.22E+02,1.43E+04,1.63E+04,30.975200351373463,49.52712994724872,9.116255201339682,2.0810397278229744,3.3977987306478097,23224538.48061076,27322986.447777364,34502522.95411231,18893.04,21592.05
160,1.0520444,433,217.31,15.81,105.05,6.07,67.13,7.3,24.4,0.79,43.53,9.27,3.37,0.29,0.52,A2O,36.481888,114.214838,7064.4400000000005,7.58E+05,9.73E+03,1.89E+04,6.57E+04,7.50E+04,9.73E+03,9.82E-02,1.30E-01,5.43E+01,3.70E+01,1.47E+00,7.63E+04,7.81E+04,4.41E+02,1.05E+05,1.19E+05,59.28506102407485,72.71866871,22.62529189683531,7.273393865,2.6203003830579212,139856361.4817957,164536895.8609361,207567691.03151876,113660.82,129898.08
161,0.20272,29.68,88.02,13.02,17.33,7.41,17.25,7,3.93,0.33,9.32,5.27,0.64,0.16,0.35,A2O,36.195819,114.914584,7007.52,9.82E+04,6.62E+02,3.64E+02,1.27E+03,1.45E+03,6.62E+02,1.95E-02,4.57E-01,2.20E+01,7.92E+00,2.78E+00,2.43E+03,3.87E+03,7.37E+01,3.32E+03,3.80E+03,47.95652327366485,45.51633347686338,3.6374303781619384,7.444519639645337,13.184176269484553,6128195.435392792,7209641.688697402,9100266.095222024,4983.16,5695.04
164,0.4075396,356.08,47.18,10.5,16.41,3.19,41.98,6.45,6.26,0.24,13.93,8.84,0.76,0.07,0.57,A2O,36.839499,114.649675,7236.75,3.22E+05,8.20E+03,9.76E+02,3.40E+03,3.88E+03,3.88E+03,2.20E-02,1.00E+00,1.18E+01,1.18E+01,9.96E-01,4.62E+03,1.89E+04,1.59E+02,6.32E+03,7.23E+03,23.064469124887506,51.11388485610957,6.125124199830339,2.1545654979178974,3.765551256173119,9298716.754311765,10939666.769778548,13816135.505362254,7565.5,8646.29
174,6.9838488,5043,289.11,35.33,181.16,15.54,132.05,14.07,19,2.32,30.87,11.13,3.62,0.67,0.34,A2O,37.98752,114.692814,7380.27,3.30E+06,1.18E+05,2.10E+05,7.29E+05,8.33E+05,1.18E+05,2.48E-01,1.42E-01,7.23E+01,2.62E+01,2.75E+00,8.74E+05,1.02E+06,3.43E+03,1.20E+06,1.37E+06,70.54891983611692,75.59789705090903,16.346588594392514,13.965323187407819,4.315819134294346,1227354590.148262,1443946576.645014,1821100244.8462696,997206.03,1139664.03
178,1.4359092,1653.5,198.94,21.59,105.16,6.33,109.17,6.36,32.31,2.46,38.56,10.25,3.08,0.22,0.47,A2O,37.7673,115.75778,7470.91,9.39E+05,3.93E+04,2.57E+04,8.95E+04,1.02E+05,3.93E+04,1.32E-01,3.84E-01,4.97E+01,3.28E+01,1.52E+00,1.04E+05,1.73E+05,6.68E+02,1.43E+05,1.63E+05,55.965516534935816,71.86814288984829,30.74766652,4.835448725856708,1.820154921498952,175065132.4514533,205958979.35465094,259847564.92910704,142288.46,162615.39
179,5.3100332,2251.79,182.95,18.72,45.62,5.3,44.77,6.45,18.01,0.8,26.24,7.42,3.23,0.15,0.29,A2O,37.7079499,115.6689,7334.990000000002,2.14E+06,5.25E+04,3.88E+04,1.35E+05,1.54E+05,5.25E+04,8.57E-02,3.41E-01,4.57E+01,2.23E+01,2.05E+00,1.67E+05,2.63E+05,2.09E+03,2.29E+05,2.62E+05,71.81122153521098,60.74817079245095,16.87366275411245,6.309479433023616,4.255817043499293,462304280.06062764,543887388.3066207,686229382,375768.48,429449.69
182,10.8335016,14058,275.4,12.86,102.65,2,92.66,4.02,39.67,0.39,40.87,10.38,4.77,0.21,0.4,A2O,38.10026,114.56824,7415.319999999999,6.04E+06,3.32E+05,1.98E+05,6.87E+05,7.86E+05,3.32E+05,1.60E-01,4.22E-01,6.89E+01,3.47E+01,1.98E+00,7.68E+05,1.11E+06,4.84E+03,1.05E+06,1.20E+06,72.18772286545652,73.78804543737962,37.292736328455014,5.992598113297171,1.9357046431150728,1775903531.595479,2089298272.4652698,2635383807.1907496,1443094.98,1649251.4
184,4.748716,7982.78,641.1,29.99,215.46,8.59,267.06,7.96,61.86,0.97,80.39,10.24,6,0.31,0.61,A2O,40.378719,115.520514,9854.99,4.03E+06,2.50E+05,1.78E+05,6.19E+05,7.08E+05,2.50E+05,2.03E-01,3.54E-01,1.60E+02,6.83E+01,2.35E+00,7.07E+05,1.40E+06,3.04E+03,9.68E+05,1.11E+06,125.49834824565988,80.42452842837936,54.7489829,11.495339638210309,2.292249857414451,1680913428.4264102,1977545209.9134238,2493197446,1365235.95,1560269.65
185,2.37472,751.7,335.3,25.48,184.88,9.16,180.25,9.08,37.69,0.8,63.89,10.1,3.79,0.26,0.37,A2O,36.9203099,114.8782,7140.15,1.22E+06,1.71E+04,7.56E+04,2.63E+05,3.01E+05,1.71E+04,2.27E-01,5.68E-02,8.38E+01,5.43E+01,1.54E+00,3.03E+05,4.73E+05,1.29E+03,4.15E+05,4.75E+05,75.68997099458666,77.42619416,34.46698915904256,8.551368641,2.1960134273790803,487025036.6057917,572970631.3009313,722606630.5942309,395688.09,452214.97
193,9.2616976,8420,236.94,23.22,106.23,7.01,122.61,7.52,48.99,0.22,64.94,15.07,4.91,0.31,0.49,A2O,40.5918399,118.4157,9290.919999999998,6.30E+06,2.49E+05,1.67E+05,5.79E+05,6.62E+05,2.49E+05,1.26E-01,3.76E-01,5.92E+01,5.52E+01,1.07E+00,6.80E+05,1.26E+06,4.45E+03,9.30E+05,1.06E+06,61.951917898558214,73.85333084385996,46.99932984,4.063421436334567,1.3181447078426414,1352433352.7365143,1591098062.042958,2007186117.9288564,1099103.74,1256118.56
194,2.6210972,1756.65,182.18,17.38,51.52,4.66,105.76,6.65,13.54,0.96,17.24,8.6,1.93,0.16,0.55,A2O,39.48403,115.67323,8188.24,2.00E+06,4.58E+04,2.23E+04,7.74E+04,8.85E+04,4.58E+04,6.03E-02,5.17E-01,4.55E+01,1.47E+01,3.11E+00,9.33E+04,3.06E+05,1.21E+03,1.28E+05,1.46E+05,67.73604775,62.81916360296087,12.349572260413826,8.791933084092861,5.484890190509004,240419623.0299186,282846615.3,356854532.6,195407.96,223323.39
195,5.7694112,1680,238.25,26.1,140.75,8.37,120.59,6.97,25.22,1.4,36.87,8.38,2.04,0.25,0.26,A2O,39.33241,114.75064,9580.24,2.08E+06,5.12E+04,1.38E+05,4.82E+05,5.50E+05,5.12E+04,2.50E-01,9.30E-02,5.96E+01,3.13E+01,1.90E+00,5.61E+05,7.69E+05,2.76E+03,7.68E+05,8.78E+05,62.62181818974285,73.71592101165044,23.201837697748097,8.002229588627685,2.6990025102977397,841696107.7714598,990230715.0252469,1249116300.689701,683996.56,781710.35
196,9.2441044,20950.35,245.19,16.05,158.15,1.07,112.26,3.93,30.56,0.83,36.67,9.61,3.01,0.27,0.56,A2O,39.58481,116.76421,7996.749999999999,7.24E+06,5.33E+05,2.63E+05,9.16E+05,1.05E+06,5.33E+05,1.86E-01,5.09E-01,6.13E+01,3.12E+01,1.97E+00,1.01E+06,1.15E+06,4.33E+03,1.38E+06,1.58E+06,63.51744567885062,74.09460186840792,28.463980411570326,6.8587028417201354,2.2315025783615074,1391236328.6452289,1636748621.9355636,2064653152.1048265,1130571.79,1292082.05
203,4.7004976,3235.7,176.09,29.19,44.07,1.72,172.9,5.95,8.48,0.43,18.93,5.27,1.76,0.08,0.57,A2O,38.55773,115.65031,7509.200000000001,3.71E+06,7.73E+04,3.61E+04,1.26E+05,1.43E+05,7.73E+04,5.35E-02,5.39E-01,4.40E+01,1.61E+01,2.74E+00,1.43E+05,8.98E+05,2.52E+03,1.96E+05,2.24E+05,71.10057069240881,59.62259600635538,7.396813567544638,12.773424911030219,9.612324286,383695598.97241807,451406587.02637416,569485611.8185711,311841.42,356390.19
207,4.1631448,2930.42,161.15,14.34,52.84,3.73,90.51,2.61,35.26,0.29,38.18,8.81,3.56,0.18,0.2,A2O,36.8592046,115.5037489,7275.65,1.16E+06,6.78E+04,3.71E+04,1.29E+05,1.47E+05,6.78E+04,1.60E-01,4.60E-01,4.03E+01,3.25E+01,1.24E+00,1.52E+05,4.16E+05,1.85E+03,2.08E+05,2.38E+05,56.53772516077424,64.9160874,34.20649964596736,2.987805882111843,1.6528357401643556,366635988.3961526,431336456.9366501,544294481.8914745,298047.15,340625.31
208,5.96576,4404.02,156.25,17.42,62.74,4.4,75.36,6.06,24.51,1.87,53.11,8.03,2.68,0.16,0.3,A2O,36.35475,114.60132,7064.4400000000005,2.49E+06,9.90E+04,6.31E+04,2.19E+05,2.51E+05,9.90E+04,1.23E-01,3.95E-01,3.91E+01,4.51E+01,8.65E-01,2.59E+05,4.97E+05,2.55E+03,3.54E+05,4.05E+05,48.218115911628644,69.14040581655767,23.400624232566294,4.526216921394155,2.0605482756534426,564994264.6612347,664699134.8955703,838759023.0069191,459291.33,524904.38
209,5.6423492,4965.16,227.38,22.44,70.42,4.65,169.55,6.91,30.68,0.35,39.7,10.84,5.37,0.23,0.21,A2O,38.32452,114.4039,7604.3,1.66E+06,1.20E+05,6.73E+04,2.34E+05,2.67E+05,1.20E+05,1.99E-01,4.49E-01,5.68E+01,3.37E+01,1.68E+00,2.74E+05,1.06E+06,3.00E+03,3.76E+05,4.29E+05,73.61071192,67.62656701507943,28.998450344644866,5.480931080036291,2.538436055935867,695855093.1,818653050.7382375,1032780167.7609428,565534.28,646324.89
210,3.166052,790.46,98.29,12.72,54.8,4,100.1,3.86,12.36,0.27,19.82,9.7,1.49,0.17,0.36,A2O,37.36098,114.78115,7235.69,1.58E+06,1.82E+04,2.91E+04,1.01E+05,1.16E+05,1.82E+04,7.49E-02,1.57E-01,2.46E+01,1.68E+01,1.46E+00,1.20E+05,3.50E+05,1.44E+03,1.64E+05,1.88E+05,35.75447609226258,63.62348551,11.800496030987361,4.526731140878952,3.029912979791152,181165820.7642608,213136259.7226598,269033367.2300785,147318.47,168363.96
217,0.714588,74.2,137.07,21.69,111.58,13.96,136.16,15.49,27.75,1.52,28.77,16.69,2.47,0.59,0.22,A2O,37.5833333,115.15188,7235.69,2.18E+05,1.71E+03,1.26E+04,4.40E+04,5.03E+04,1.71E+03,2.08E-01,3.40E-02,3.43E+01,2.45E+01,1.40E+00,5.51E+04,1.08E+05,3.54E+02,7.54E+04,8.62E+04,44.21307580608348,67.74416297797951,26.834049184170507,3.3007236606468227,1.6476483106457491,59047578.60650023,69467739.53705908,87668994.99210654,48006.17,54864.2
220,10.45456,11542.62,182.22,17.86,64.22,2.8,73.78,6.81,20.13,0.25,25.04,6.36,2.85,0.06,0.27,A2O,39.71304,119.05583,8332.740000000002,3.95E+06,3.06E+05,1.16E+05,4.05E+05,4.63E+05,3.06E+05,1.67E-01,6.61E-01,4.56E+01,2.13E+01,2.14E+00,4.64E+05,8.53E+05,4.46E+03,6.35E+05,7.26E+05,58.833349853385194,67.71301182450598,18.82486081864866,6.483552813469149,3.1253006553494687,1083352339.8810158,1274532164.565901,1608071935.6656096,880555.05,1006348.63
223,11.5768324,20693.34,377.15,29.09,164.66,2.13,197.32,8.32,24.85,0.7,35.69,9.49,4.34,0.18,0.24,A2O,39.79133,119.30176,8800.650000000001,3.92E+06,5.79E+05,3.41E+05,1.19E+06,1.36E+06,5.79E+05,3.92E-01,4.27E-01,9.43E+01,3.03E+01,3.11E+00,1.32E+06,2.52E+06,6.52E+03,1.80E+06,2.06E+06,81.32872420327804,78.43597396174518,21.045401036078392,15.310257400086961,3.8644416451772625,2640856949.6937785,3106890529.0515046,3917751675.584965,2145299.57,2451770.94
231,2.58468,1887.33,239.97,16.37,66.35,8.52,155.37,6.72,20.14,0.11,26.59,8.19,1.91,0.09,0.68,A2O,37.1355293,114.7124423,7140.15,2.44E+06,4.29E+04,2.71E+04,9.42E+04,1.08E+05,4.29E+04,5.53E-02,3.98E-01,6.00E+01,2.26E+01,2.65E+00,1.18E+05,4.44E+05,1.33E+03,1.62E+05,1.85E+05,81.89380782546556,65.87331423700232,18.400839601243934,8.635354512194967,4.450547344585807,318270486.2133937,374435866.1334044,472343997.1140685,258648.19,295597.93
236,2.7759608,319.06,66.65,12.17,15.89,1.32,44.61,8.67,8.46,0.18,23.25,8.45,0.71,0.2,0.39,A2O,39.4256399,118.91252,8332.740000000002,1.50E+06,8.46E+03,7.33E+03,2.55E+04,2.91E+04,8.46E+03,2.26E-02,2.90E-01,1.67E+01,1.98E+01,8.43E-01,3.05E+04,1.37E+05,1.09E+03,4.17E+04,4.77E+04,35.34368658464027,46.97121292627117,8.260968273,2.3526208887703333,4.278395149025048,71976690.00882308,84678458.83390951,106923024.7,58549.38,66913.57
238,6.3030716,5852.06,382.16,16.11,117.79,6.52,522.95,7.5,17.91,0.84,41.33,11.36,5.61,0.35,0.5,A2O,36.5519499,113.67701,8057.33,4.38E+06,1.50E+05,1.27E+05,4.42E+05,5.05E+05,1.50E+05,1.31E-01,2.97E-01,9.55E+01,3.51E+01,2.72E+00,5.13E+05,3.64E+06,5.82E+03,7.02E+05,8.02E+05,103.01047749156201,73.04519639,14.44543602866197,19.34429911411519,7.1310050653489006,1301558484.2449765,1531245275.582325,1930966128.6487253,1057366.87,1208419.28
239,7.60924,5008,235.29,26.13,113.46,5.42,178.51,6.24,8.16,0.6,18.81,2.62,2.34,0.23,0.28,A2O,38.003644,115.604031,7470.91,2.96E+06,1.19E+05,1.49E+05,5.18E+05,5.92E+05,1.19E+05,2.07E-01,2.01E-01,5.88E+01,1.60E+01,3.68E+00,5.96E+05,1.50E+06,4.12E+03,8.16E+05,9.33E+05,64.75516997543224,72.47857113543617,6.116105290585127,25.04772928204502,10.587648004541975,1057669251.0946499,1244316765.993706,1569198226.8836997,859268.42,982021.05
242,7.17665,2988,134.76,14.12,58.48,5.35,95.34,6.24,18.28,0.49,22.81,10.74,2.28,0.51,0.25,A2O,38.83636,115.14425,8110.13,2.49E+06,7.71E+04,6.91E+04,2.40E+05,2.75E+05,7.71E+04,1.24E-01,2.81E-01,3.37E+01,1.94E+01,1.74E+00,2.90E+05,7.56E+05,3.23E+03,3.97E+05,4.54E+05,43.96171137395858,67.37777428468493,17.38309786195936,4.906466838296723,2.5289917667761075,579469895.6303009,681729288.9768246,860328795.7829939,471102.6,538402.97
245,28.71384,51352,283.95,27.95,85.9,4.44,183.84,7.86,25.7,1.69,37.66,10.84,2.54,0.22,0.3,A2O,39.61919,118.22743,8167.19,1.21E+07,1.33E+06,4.24E+05,1.47E+06,1.69E+06,1.33E+06,2.09E-01,7.92E-01,7.10E+01,3.20E+01,2.22E+00,1.70E+06,5.83E+06,1.57E+04,2.33E+06,2.67E+06,86.27450645072886,69.61630342,23.42674385588873,8.845354646,3.6827357221068615,4402722397.304255,5179673409,6533425325.403561,3577601.58,4088687.51
246,9.1581656,3800.58,137.99,17.5,54.93,3.65,59.4,3.25,23.16,0.26,28.08,9.15,2.7,0.18,0.29,A2O,39.71036,118.453099,8332.740000000002,3.68E+06,1.01E+05,8.51E+04,2.96E+05,3.38E+05,1.01E+05,1.05E-01,2.98E-01,3.45E+01,2.39E+01,1.45E+00,3.48E+05,6.01E+05,3.76E+03,4.76E+05,5.44E+05,44.67275791618868,67.62609035713552,22.23591052748194,3.9900236291798743,2.009036592451497,758515490.5481614,892371165.3507782,1126159350.413562,616667.26,704762.58
253,3.97476,2351.95,119.73,15.29,50.76,4.54,59.23,3.14,21.32,0.32,28.23,15.9,3.02,0.77,0.21,A2O,40.1547699,118.35021,8443.53,1.16E+06,6.32E+04,3.33E+04,1.16E+05,1.32E+05,6.32E+04,1.46E-01,4.77E-01,2.99E+01,2.40E+01,1.25E+00,1.39E+05,2.60E+05,1.63E+03,1.91E+05,2.18E+05,40.535958726232074,66.14385807547643,20.568543879905206,3.5246534713639486,1.9707743515006124,283633738.7165495,333686751.4312347,421154200.6225245,230617.46,263562.81
263,0.1946836,81.6,64.07,7.92,20.94,1.62,98.46,2.4,8.34,0.06,10.95,4.36,1.34,0.01,0.82,A2O,36.6967099,114.20376,7064.4400000000005,2.21E+05,1.83E+03,6.82E+02,2.37E+03,2.71E+03,1.83E+03,1.89E-02,6.77E-01,1.60E+01,9.31E+00,1.72E+00,2.82E+03,2.12E+04,8.83E+01,3.86E+03,4.41E+03,29.95879022561069,53.240533439034344,8.102525215508152,2.8474194783195217,3.6974633745378376,6004845.509787374,7064524.129161618,8920246.786451353,4884.59,5582.39
264,3.370944,1324.5,156.58,10.34,52.17,3.28,83.28,5.42,14.5,0.31,18.05,8.11,1.48,0.15,0.33,A2O,39.70443,116.90128,7996.749999999999,1.54E+06,3.37E+04,2.99E+04,1.04E+05,1.19E+05,3.37E+04,8.73E-02,2.84E-01,3.91E+01,1.53E+01,2.55E+00,1.21E+05,3.10E+05,1.47E+03,1.66E+05,1.90E+05,55.54587614305019,64.52556128301815,13.47504073751003,7.068684568896345,4.122130479979103,286716495.75045174,337313524.4122962,425622314.90007234,233064.13,266359
270,3.5363056,3439.17,171.66,23.76,81.32,3.88,92.77,6.17,20.75,0.31,27.97,6.72,3.15,0.14,0.31,A2O,37.09329,114.790452,7140.15,1.53E+06,7.81E+04,4.96E+04,1.73E+05,1.97E+05,7.81E+04,1.56E-01,3.96E-01,4.29E+01,2.38E+01,1.81E+00,1.99E+05,3.63E+05,1.58E+03,2.72E+05,3.11E+05,51.33422427639772,70.09540703926498,19.477439731969255,6.132820568822866,2.6355735139121186,368512988.4116359,433544692.2489833,547022455.0735958,299540.95,342332.51
271,21.59692,16832.91,310.51,14.66,110.62,6.46,283.75,3.07,26.9,0.34,37.96,11.87,3.43,0.27,0.45,A2O,37.088413,114.580452,7236.75,1.35E+07,3.88E+05,4.08E+05,1.42E+06,1.62E+06,3.88E+05,1.30E-01,2.39E-01,7.76E+01,3.23E+01,2.41E+00,1.65E+06,6.77E+06,1.42E+04,2.26E+06,2.58E+06,80.85579281838753,73.96032565186708,24.140879459870764,10.256953680777825,3.3493308706003697,3891190067.2119303,4577870667.308154,5773778574.559697,3161630.89,3613292.45
276,6.3373168,5910.46,334.22,17.67,139.02,5.88,179.88,4.88,22.24,0.86,32.88,10.92,3.73,0.4,0.25,A2O,40.418106,117.492798,9397.91,2.21E+06,1.77E+05,1.53E+05,5.32E+05,6.08E+05,1.77E+05,2.97E-01,2.91E-01,8.36E+01,2.79E+01,2.99E+00,6.09E+05,1.26E+06,3.44E+03,8.33E+05,9.52E+05,76.28691465150061,77.17464105933199,19.008957597187557,14.528068357969612,4.013208733906984,1285665324.7168145,1512547440.843311,1907451188.716153,1044490.45,1193703.37
